Periodo,Ciudad,Operacion,Tipo,Colonia,n,precio_metodo,precio_representativo,precio_skew,precio_shapiro_p,precio_coef_var_pct,precio_justificacion,area_m2_metodo,area_m2_representativo,area_m2_skew,area_m2_shapiro_p,area_m2_coef_var_pct,area_m2_justificacion,PxM2_metodo,PxM2_representativo,PxM2_skew,PxM2_shapiro_p,PxM2_coef_var_pct,PxM2_justificacion
Sep25,Zap,Ven,Cas,Loma Real,6,mediana_rango,27250000.0,0.3140734429800357,,102.16083934413597,5<=n<10 usar mediana+rango,mediana_rango,615.3333333333334,0.14082886854557639,,95.9743018950856,5<=n<10 usar mediana+rango,mediana_rango,48998.61153393577,0.804902203540479,,45.34720801152174,5<=n<10 usar mediana+rango
Sep25,Zap,Ven,Cas,Loma del Bosque,1,no_estadistica,,,,102.16083934413597,n<5 sin estadística confiable,no_estadistica,,,,95.9743018950856,n<5 sin estadística confiable,no_estadistica,,,,45.34720801152174,n<5 sin estadística confiable
Sep25,Zap,Ven,Cas,Lomas Altas,8,mediana_rango,22180000.0,1.993479128174122,,102.16083934413597,5<=n<10 usar mediana+rango,mediana_rango,392.5,1.5850606164567105,,95.9743018950856,5<=n<10 usar mediana+rango,mediana_rango,47398.986278720826,1.2419704772338018,,45.34720801152174,5<=n<10 usar mediana+rango
Sep25,Zap,Ven,Cas,Lomas Universidad,2,no_estadistica,,,,102.16083934413597,n<5 sin estadística confiable,no_estadistica,,,,95.9743018950856,n<5 sin estadística confiable,no_estadistica,,,,45.34720801152174,n<5 sin estadística confiable
Sep25,Zap,Ven,Cas,Lomas de Atemajac,1,no_estadistica,,,,102.16083934413597,n<5 sin estadística confiable,no_estadistica,,,,95.9743018950856,n<5 sin estadística confiable,no_estadistica,,,,45.34720801152174,n<5 sin estadística confiable
Sep25,Zap,Ven,Cas,Lomas de Guadalupe,5,mediana_rango,7384000.0,0.6507391641421564,,102.16083934413597,5<=n<10 usar mediana+rango,mediana_rango,209.4,-0.10749569748420891,,95.9743018950856,5<=n<10 usar mediana+rango,mediana_rango,35391.033338227964,0.6961155195650391,,45.34720801152174,5<=n<10 usar mediana+rango
Sep25,Zap,Ven,Cas,Lomas de La Primavera,3,no_estadistica,,1.724381068280725,,102.16083934413597,n<5 sin estadística confiable,no_estadistica,,1.1704392153178989,,95.9743018950856,n<5 sin estadística confiable,no_estadistica,,-0.38346420579740276,,45.34720801152174,n<5 sin estadística confiable
Sep25,Zap,Ven,Cas,Lomas de San Gonzalo,1,no_estadistica,,,,102.16083934413597,n<5 sin estadística confiable,no_estadistica,,,,95.9743018950856,n<5 sin estadística confiable,no_estadistica,,,,45.34720801152174,n<5 sin estadística confiable
Sep25,Zap,Ven,Cas,Lomas de Tabachines,1,no_estadistica,,,,102.16083934413597,n<5 sin estadística confiable,no_estadistica,,,,95.9743018950856,n<5 sin estadística confiable,no_estadistica,,,,45.34720801152174,n<5 sin estadística confiable
Sep25,Zap,Ven,Cas,Lomas de Zapopan,9,mediana_rango,4311111.111111111,-0.5477018389177902,,102.16083934413597,5<=n<10 usar mediana+rango,mediana_rango,173.0,-0.29443122994549736,,95.9743018950856,5<=n<10 usar mediana+rango,mediana_rango,26409.137768739576,0.6101453949447623,,45.34720801152174,5<=n<10 usar mediana+rango
Sep25,Zap,Ven,Cas,Lomas del Batan,1,no_estadistica,,,,102.16083934413597,n<5 sin estadística confiable,no_estadistica,,,,95.9743018950856,n<5 sin estadística confiable,no_estadistica,,,,45.34720801152174,n<5 sin estadística confiable
Sep25,Zap,Ven,Cas,Lomas del Centinela,2,no_estadistica,,,,102.16083934413597,n<5 sin estadística confiable,no_estadistica,,,,95.9743018950856,n<5 sin estadística confiable,no_estadistica,,,,45.34720801152174,n<5 sin estadística confiable
Sep25,Zap,Ven,Cas,Lomas del Fortín,1,no_estadistica,,,,102.16083934413597,n<5 sin estadística confiable,no_estadistica,,,,95.9743018950856,n<5 sin estadística confiable,no_estadistica,,,,45.34720801152174,n<5 sin estadística confiable
