Periodo,Ciudad,Operacion,Tipo,Colonia,n,precio_min,precio_mean,precio_max,area_m2_min,area_m2_mean,area_m2_max,PxM2_min,PxM2_mean,PxM2_max
Sep25,Gdl,Ren,CasC,Colinas de San Javier,2,25000.0,57500.0,90000.0,151.0,325.5,500.0,165.56291390728478,172.7814569536424,180.0
Sep25,Gdl,Ren,CasC,Country Club,1,130000.0,130000.0,130000.0,480.0,480.0,480.0,270.8333333333333,270.8333333333333,270.8333333333333
Sep25,Gdl,Ren,CasC,La Esperanza (La Federacha),1,14000.0,14000.0,14000.0,135.0,135.0,135.0,103.70370370370372,103.70370370370372,103.70370370370372
Sep25,Gdl,Ren,CasC,Lomas de Guevara,1,40000.0,40000.0,40000.0,325.0,325.0,325.0,123.07692307692308,123.07692307692308,123.07692307692308
Sep25,Gdl,Ren,CasC,Providencia 3a Sección,1,17000.0,17000.0,17000.0,50.0,50.0,50.0,340.0,340.0,340.0
Sep25,Gdl,Ren,CasC,Residencial Chapalita,1,23500.0,23500.0,23500.0,133.0,133.0,133.0,176.69172932330827,176.69172932330827,176.69172932330827
Sep25,Gdl,Ren,CasC,Santa Rita,1,35000.0,35000.0,35000.0,156.0,156.0,156.0,224.3589743589744,224.3589743589744,224.3589743589744
