Periodo,Ciudad,Operacion,Tipo,Colonia,n,precio_representativo,precio_min,precio_max,precio_skew,precio_metodo,area_m2_representativo,area_m2_min,area_m2_max,area_m2_skew,area_m2_metodo,PxM2_representativo,PxM2_min,PxM2_max,PxM2_skew,PxM2_metodo
Sep25,Zap,Ven,Cas,Jardines del Vergel,7,3405000.0,2200000.0,5600000.0,0.477997912688525,mediana_rango,122.0,77.0,200.0,-0.05853673889267206,mediana_rango,27909.83606557377,18750.0,30270.27027027027,-0.32553853212295436,mediana_rango
Sep25,Zap,Ven,Cas,Jardín Real,34,10609108.11764706,4160000.0,16781500.0,0.48177580000164777,media_desv,257.5,150.0,510.0,0.992673762554982,mediana_IQR,38118.04521269603,27733.33333333333,50000.0,0.32318431088942506,media_desv
Sep25,Zap,Ven,Cas,Juan Manuel Vallarta,6,12000000.0,8850000.0,12900000.0,-1.03032422105777,mediana_rango,365.0,250.0,436.0,-0.32281701580930827,mediana_rango,32943.18181818182,25206.422018348625,51600.0,1.543101246648792,mediana_rango
Sep25,Zap,Ven,Cas,La Calma,13,6990000.0,3150000.0,10150000.0,0.15689040525898187,mediana_IQR,218.0,103.0,364.0,0.2385835791934722,mediana_IQR,30582.52427184466,25213.11475409836,43750.0,0.5876156151900179,mediana_IQR
Sep25,Zap,Ven,Cas,La Cima,27,7950000.0,5750000.0,17500000.0,3.140558144832774,mediana_IQR,215.0,140.0,389.0,0.6824963566595342,mediana_IQR,38038.27751196172,26315.78947368421,67857.14285714286,0.8378704666395707,mediana_IQR
Sep25,Zap,Ven,Cas,La Estancia,14,8200000.0,4500000.0,27243945.0,1.8056660483675029,mediana_IQR,282.0,86.0,682.0,1.1710671778299406,mediana_IQR,30250.96525096525,16568.91495601173,82369.36363636363,1.1336509972406672,mediana_IQR
Sep25,Zap,Ven,Cas,La Giralda,6,15495000.0,7000000.0,18500000.0,-0.7406602116237354,mediana_rango,490.0,250.0,781.0,0.7343210553241388,mediana_rango,28785.714285714283,21126.76056338028,37755.10204081632,0.19630747708171872,mediana_rango
Sep25,Zap,Ven,Cas,La Mesa de La Coronilla,6,28164949.5,27397206.0,42339475.0,2.36580985480619,mediana_rango,465.0,380.0,550.0,0.03683948213512651,mediana_rango,68994.3828409091,53762.30392156863,76980.86363636363,-0.4772506924461623,mediana_rango
Sep25,Zap,Ven,Cas,La Moraleja,5,2990000.0,1876000.0,3495000.0,-0.6936339894005947,mediana_rango,105.0,64.0,129.0,-0.6530822774142243,mediana_rango,27960.0,23217.054263565893,33222.22222222222,0.39736270910003174,mediana_rango
Sep25,Zap,Ven,Cas,La Toscana,9,17014710.0,14500000.0,21990000.0,0.6302967461447414,mediana_rango,380.0,250.0,457.0,-0.42660067285712533,mediana_rango,48118.16192560175,39975.0,58000.0,0.4756032561770327,mediana_rango
Sep25,Zap,Ven,Cas,La Venta del Astillero,6,5400000.0,2280000.0,9300000.0,0.2844060048652834,mediana_rango,241.5,110.0,323.0,-0.23888378153620063,mediana_rango,25872.92476156835,12324.324324324323,35909.09090909091,-0.46091209743881495,mediana_rango
Sep25,Zap,Ven,Cas,Lagos del Country,12,8135000.0,5199000.0,26500000.0,2.0190251985397656,mediana_IQR,232.0,146.0,655.0,1.8165861745685643,mediana_IQR,34439.65517241379,15000.0,75714.28571428571,1.7328103083199082,mediana_IQR
Sep25,Zap,Ven,Cas,Las Arboledas,9,6100000.0,4700000.0,11500000.0,2.3351767161403676,mediana_rango,223.0,74.0,458.0,0.578193156070721,mediana_rango,29147.98206278027,18597.560975609755,63513.51351351351,1.5215650209381368,mediana_rango
