Ciudad,Colonia,operacion,tipo_propiedad,precio_q5,precio_q10,precio_q25,precio_q50,precio_q75,precio_q90,precio_q95,area_m2_q5,area_m2_q10,area_m2_q25,area_m2_q50,area_m2_q75,area_m2_q90,area_m2_q95,PxM2_q5,PxM2_q10,PxM2_q25,PxM2_q50,PxM2_q75,PxM2_q90,PxM2_q95
Zap,Don Bosco Vallarta,Ven,Dep,5436000.0,5436000.0,5436000.0,5436000.0,5436000.0,5436000.0,5436000.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,52269.230769230766,52269.230769230766,52269.230769230766,52269.230769230766,52269.230769230766,52269.230769230766,52269.230769230766
Zap,Ecológica El Seattle,Ven,Cas,37910000.0,37920000.0,37950000.0,38000000.0,43500000.0,46800000.0,47900000.0,883.4,890.8,913.0,950.0,997.5,1026.0,1035.5,37053.75674553756,37743.87712743877,39814.23827314238,43264.8401826484,47421.89377553473,49916.12593126652,50747.53664984379
Zap,El Bajo Hábitat 1,Ven,Cas,12850000.0,12850000.0,12850000.0,12850000.0,12850000.0,12850000.0,12850000.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,38939.393939393936,38939.393939393936,38939.393939393936,38939.393939393936,38939.393939393936,38939.393939393936,38939.393939393936
Zap,El Bajo Hábitat 2,Ven,Cas,12350000.0,12350000.0,12350000.0,12350000.0,12350000.0,12350000.0,12350000.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,37424.24242424242,37424.24242424242,37424.24242424242,37424.24242424242,37424.24242424242,37424.24242424242,37424.24242424242
Zap,El Bajío,Ven,Cas,34750899.1,37000799.2,43750499.5,55000000.0,55000000.0,55000000.0,55000000.0,550.0,600.0,750.0,1000.0,1084.0,1134.4,1151.2,47880.13698630137,48671.232876712325,51044.520547945205,55000.0,60000.998999999996,63001.5984,64001.7982
Zap,El Bajío,Ven,Dep,3363250.0,3470000.0,3936809.75,4581535.5,5170047.5,5963131.5,6186996.0,71.75,74.0,101.0,121.0,137.0,145.0,146.0,34589.60342056933,35860.15691263783,37913.91633913532,39747.79245891073,42615.7301061008,46574.229158736205,48273.26798629615
Zap,El Batan,Ven,Cas,2980000.0,2980000.0,2980000.0,2980000.0,2980000.0,2980000.0,2980000.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,33111.11111111111,33111.11111111111,33111.11111111111,33111.11111111111,33111.11111111111,33111.11111111111,33111.11111111111
Zap,El Bosque,Ven,Cas,2455500.0,2631000.0,3157500.0,3825000.0,4220000.0,4256000.0,4268000.0,99.1,101.2,107.5,134.0,157.0,157.0,157.0,23992.120296802153,24479.08595442905,25939.98292730974,27006.369426751593,28216.130142881735,29935.100705801342,30508.09089344121
Zap,El Bosque,Ven,Dep,3150000.0,3150000.0,3150000.0,3150000.0,3150000.0,3150000.0,3150000.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,32812.5,32812.5,32812.5,32812.5,32812.5,32812.5,32812.5
Zap,El Briseño,Ven,Cas,2810000.0,2820000.0,2850000.0,2890000.0,4200000.0,5640000.0,6120000.0,128.2,136.4,161.0,240.0,265.0,322.6,341.79999999999995,12803.14465408805,13564.622641509433,15849.056603773584,17701.86335403727,18282.548476454293,21313.019390581714,22323.17636195752
Zap,El Calabozo,Ven,Cas,4290000.0,4290000.0,4290000.0,4290000.0,4290000.0,4290000.0,4290000.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,17023.809523809523,17023.809523809523,17023.809523809523,17023.809523809523,17023.809523809523,17023.809523809523,17023.809523809523
Zap,El Campanario,Ven,Dep,1500000.0,1545000.0,2175000.0,3140000.0,3403750.0,3580000.0,3617000.0,38.0,38.1,51.75,88.0,90.25,94.9,95.0,33582.099080694585,36033.23477232407,37015.53582752061,38129.83558994197,38714.574898785424,40108.082706766916,45190.319548872176
Zap,El Campestre,Ven,Cas,2655000.0,3050000.0,3595000.0,4100000.0,4425000.0,4822000.0,5100199.999999999,88.60000000000001,106.0,131.5,161.0,192.5,211.6,229.39999999999995,19072.222222222223,21318.867924528302,24431.818181818184,26216.216216216217,28057.69230769231,31776.397515527948,34384.29172510519
Zap,El Capullo,Ven,Cas,13492000.0,17494000.0,29500000.0,29500000.0,33000000.0,33540000.0,33720000.0,402.4,402.8,404.0,467.0,614.0,728.0,766.0,26130.387665632235,28770.67632136348,36691.54228855721,53745.92833876221,72591.00642398286,73066.2533158618,73224.6689464881
Zap,El Centinela,Ven,Cas,4122450.0,4194900.0,4517000.0,5390000.0,6835000.0,10240999.99999999,22620499.99999997,129.0,129.0,136.25,206.0,304.5,482.9999999999999,631.4999999999997,18281.006944444445,19917.569444444445,24303.393761826286,30450.340798442063,32272.880720180045,35575.55158020274,40223.6732259988
Zap,El Centinela,Ven,Dep,2832000.0,2834000.0,2840000.0,2850000.0,2865000.0,2874000.0,2877000.0,92.0,92.0,92.0,92.0,94.5,96.0,96.5,29519.385925593902,29657.328552218736,30071.15643209323,30760.869565217392,31032.608695652176,31195.652173913048,31250.000000000004
Zap,El Colli Urbano,Ven,Cas,2609000.0,2794000.0,3840000.0,4995000.0,6425000.0,8800000.0,9624999.999999998,81.8,98.4,112.0,140.0,157.5,221.00000000000003,334.29999999999984,19957.45007680492,20871.578156547872,28883.363471971068,36888.88888888889,40658.33333333333,59503.2448377581,59790.19607843137
Zap,El Colli Urbano,Ven,Dep,3037500.0,3125000.0,3345000.0,3498000.0,4034076.0,4253384.0,4276692.0,97.25,97.5,100.25,112.5,118.75,127.0,131.0,24583.333333333336,24722.222222222223,27587.747899159665,35613.64012821623,35877.23543025458,38032.23345412932,39109.574670989896
Zap,El Fortín,Ven,Cas,2330000.0,2360000.0,2500000.0,3900000.0,4470000.0,18494000.000000015,28996999.999999978,112.1,114.2,128.0,150.0,180.0,578.4000000000003,865.1999999999994,16702.721088435374,18072.108843537415,20858.070500927643,22222.222222222223,29718.15230742235,33096.57274180655,33692.383593125494
Zap,El Fortín,Ven,Dep,1900000.0,1900000.0,1900000.0,1900000.0,1900000.0,1900000.0,1900000.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,32203.389830508477,32203.389830508477,32203.389830508477,32203.389830508477,32203.389830508477,32203.389830508477,32203.389830508477
Zap,El Paraíso,Ven,Cas,4335779.8,4471559.6,4878899.0,5557798.0,6236697.0,6644036.4,6779816.2,185.55,187.1,191.75,199.5,207.25,211.9,213.45,20437.377578361986,21339.871435793735,24047.353008088983,28559.822295247726,33072.29158240647,35779.77315470172,36682.26701213347
Zap,El Prado,Ven,Cas,39789737.65,40079475.3,40948688.25,42397376.5,43846064.75,44715277.7,45005015.35,358.1,416.2,590.5,881.0,1171.5,1345.8,1403.8999999999999,33216.02016484268,39414.25647195622,58008.96539329685,89000.14692886457,119991.3284644323,138586.0373857729,144784.27369288646
Zap,El Tigre,Ven,Cas,4683749.95,4967499.9,5818749.75,7237499.5,8656249.25,9507499.1,9791249.049999999,186.35,189.7,199.75,216.5,233.25,243.3,246.65,24856.529854644807,25669.343862295078,28107.7858852459,32171.855923497264,36235.92596174863,38674.36798469945,39487.181992349724
Zap,El Tizate,Ven,Cas,3202500.0,3205000.0,3212500.0,3225000.0,3237500.0,3245000.0,3247500.0,99.25,103.5,116.25,137.5,158.75,171.5,175.75,18836.988304093567,19618.421052631576,21962.71929824561,25869.88304093567,29777.04678362573,32121.345029239765,32902.777777777774
Zap,El Vigía,Ven,Cas,1900000.0,1900000.0,1944500.0,4150000.0,7285000.0,14122000.000000004,17310999.999999993,149.4,172.8,219.5,245.0,395.0,637.6000000000001,725.7999999999997,7854.103343465046,7953.104646113765,11935.410334346505,17407.40740740741,19661.953242835596,22279.592426651252,23731.933805463214
Zap,El Vigía,Ven,Dep,2692400.0,2771200.0,2837500.0,2971020.0,3595952.5,4345000.0,4600200.0,49.0,49.0,49.0,49.0,79.0,79.0,82.14999999999999,46708.37503679717,50829.378262933074,54088.090932575564,57547.89408866996,60209.38775510204,60959.26530612244,61518.018599844996
Zap,El Vigía,Ven,Local comercial,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
Zap,El Zapote,Ven,Cas,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,34523.80952380953,34523.80952380953,34523.80952380953,34523.80952380953,34523.80952380953,34523.80952380953,34523.80952380953
Zap,El Zapote,Ven,Dep,3904734.0,4010468.0,4327670.0,4856340.0,5171570.0,5360708.0,5423754.0,66.8,68.6,74.0,83.0,88.5,91.8,92.9,58377.80687397708,58385.400981996725,58408.18330605564,58446.15384615384,58478.137164040774,58497.32715477294,58503.72381835032
Zap,Elite,Ven,Dep,3280700.0,3360000.0,3825000.0,4825000.0,5224524.75,5341659.0,5415574.45,60.0,60.0,60.0,85.0,101.0,101.0,101.0,47624.050195717246,49257.42574257426,52213.60643564357,54550.0,57536.76470588235,64000.0,65588.23529411765
Zap,Entrelomas,Ven,Cas,15200000.0,15200000.0,15200000.0,15200000.0,15200000.0,15200000.0,15200000.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,57358.49056603773,57358.49056603773,57358.49056603773,57358.49056603773,57358.49056603773,57358.49056603773,57358.49056603773
Zap,Esencia,Ven,Cas,7875000.0,7875000.0,7875000.0,7875000.0,7875000.0,7875000.0,7875000.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,36123.85321100918,36123.85321100918,36123.85321100918,36123.85321100918,36123.85321100918,36123.85321100918,36123.85321100918
Zap,Esencia,Ven,Dep,6317000.0,6317000.0,6317000.0,6317000.0,6317000.0,6317000.0,6317000.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,74317.64705882352,74317.64705882352,74317.64705882352,74317.64705882352,74317.64705882352,74317.64705882352,74317.64705882352
Zap,Eucalipto Vallarta,Ven,Cas,7830000.0,7830000.0,7830000.0,7830000.0,7830000.0,7830000.0,7830000.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,21689.75069252077,21689.75069252077,21689.75069252077,21689.75069252077,21689.75069252077,21689.75069252077,21689.75069252077
Zap,Eucalipto Vallarta,Ven,Dep,2049000.0,2049000.0,2049000.0,2049000.0,2049000.0,2049000.0,2049000.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,29271.42857142857,29271.42857142857,29271.42857142857,29271.42857142857,29271.42857142857,29271.42857142857,29271.42857142857
Zap,Fontee,Ven,Cas,7505000.0,7910000.0,9125000.0,10125000.0,11683800.0,13904640.0,14644919.999999998,193.85,196.7,205.25,247.5,288.5,294.8,296.9,33359.53177257525,33943.14381270903,35693.97993311036,36919.7207678883,46195.295437546745,62435.83246073299,67849.34480179506
Zap,Foret,Ven,Cas,3077600.0,3157200.0,3396000.0,3794000.0,4192000.0,4430800.0,4510400.0,141.75,143.5,148.75,157.5,166.25,171.5,173.25,21655.000000000004,21895.71428571429,22617.857142857145,23821.428571428572,25025.0,25747.142857142855,25987.85714285714
Zap,Fovissste (Estatuto Jurídico),Ven,Cas,4470000.0,4470000.0,4470000.0,4470000.0,4470000.0,4470000.0,4470000.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,17192.30769230769,17192.30769230769,17192.30769230769,17192.30769230769,17192.30769230769,17192.30769230769,17192.30769230769
Zap,Fovissste (Estatuto Jurídico),Ven,Dep,1761500.0,1773000.0,1807500.0,1865000.0,1922500.0,1957000.0,1968500.0,88.5,90.0,94.5,102.0,109.5,114.0,115.5,17082.670203359856,17242.263483642793,17721.0433244916,18519.009725906275,19316.976127320955,19795.75596816976,19955.349248452698
Zap,Francisco Sarabia,Ven,Cas,2453000.0,2516000.0,2965041.0,3350082.0,3718000.0,3858000.0,3939000.0,87.1,98.2,113.5,119.0,132.5,135.8,136.4,22211.678832116788,24423.35766423358,28291.754193878856,29646.743362831858,30376.28384687208,31163.821318000882,31305.594869526758
Zap,Francisco Sarabia,Ven,Dep,2294000.0,2332000.0,2515000.0,2700000.0,3225000.0,3680000.0,3715000.0,58.0,58.0,61.0,65.0,83.5,89.0,89.0,34853.93258426966,36067.415730337074,39434.58417849899,41034.48275862069,42109.375,45988.20326678766,48041.4979757085
Zap,Girasoles Acueducto,Ven,Dep,2850000.0,2850000.0,2850000.0,2850000.0,2850000.0,2850000.0,2850000.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,36075.94936708861,36075.94936708861,36075.94936708861,36075.94936708861,36075.94936708861,36075.94936708861,36075.94936708861
Zap,Girasoles Elite,Ven,Cas,3518000.0,3536000.0,3590000.0,3787000.0,4130000.0,4157000.0,4166000.0,114.2,117.4,127.0,133.0,169.0,179.8,183.4,19221.782742144733,19726.987944182514,21242.60355029586,29818.897637795275,31052.63157894737,34988.62019914651,36300.61640587956
Zap,Guadalajara (Technology Park),Ven,Cas,4707000.0,5514000.0,7220000.0,7900000.0,8250000.0,8350000.0,8425000.0,150.3,174.60000000000002,207.0,220.0,232.0,244.8,245.4,30253.896103896106,30553.246753246756,31664.715066354413,34552.845528455284,37711.35265700483,38695.65217391304,39275.362318840576
Zap,Guadalajarita,Ven,Cas,4095000.0,4740000.0,6675000.0,9900000.0,16875000.0,21060000.0,22455000.0,138.4,143.8,160.0,187.0,541.5,754.2,825.0999999999999,26007.695018796992,26075.540413533832,26279.07659774436,26618.30357142857,39779.7400210084,47676.601890756305,50308.88918067227
Zap,Guadalajarita,Ven,Dep,5471952.0,5597904.0,5975760.0,6320250.0,6575667.5,6793193.0,6865701.5,134.15,134.3,134.75,139.0,144.5,147.2,148.1,38649.900854700856,39915.18632478632,43711.042735042734,46192.509818543374,46966.450465791844,47688.75929079435,47929.52889912852
Zap,Guadalupe,Ven,Dep,2550000.0,2550000.0,2550000.0,2550000.0,2550000.0,2550000.0,2550000.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,38636.36363636364,38636.36363636364,38636.36363636364,38636.36363636364,38636.36363636364,38636.36363636364,38636.36363636364
Zap,Guadalupe Inn,Ven,Cas,3544100.0,3552200.0,3576500.0,3609500.0,7096750.0,13338700.000000002,15419349.999999994,73.9,74.8,77.5,79.0,188.0,384.20000000000005,449.59999999999985,35597.419196263974,37214.255868256114,42064.76588423252,45101.265822784815,46510.36067279348,48431.54152939137,49071.935148257326
Zap,Guadalupe Jardín,Ven,Cas,6460000.0,6620000.0,7100000.0,7900000.0,11850000.0,14220000.0,15010000.0,188.4,196.8,222.0,264.0,422.0,516.8,548.4,27509.66562173458,27777.951933124343,28582.81086729362,29924.242424242424,32462.121212121212,33984.84848484849,34492.42424242424
Zap,Guadalupe Jardín,Ven,Dep,4685750.0,4686500.0,4688750.0,4692500.0,4696250.0,4698500.0,4699250.0,93.9,94.8,97.5,102.0,106.5,109.2,110.1,42744.0424295263,43145.74251671026,44350.84277826214,46359.34321418193,48367.84365010172,49572.943911653594,49974.64399883756
Zap,Guadalupe Sur,Ven,Cas,4460000.0,4470000.0,4500000.0,4550000.0,4600000.0,4630000.0,4640000.0,144.75,149.5,163.75,187.5,211.25,225.5,230.25,19650.07598784195,20363.981762917934,22505.6990881459,26075.22796352584,29644.756838905778,31786.474164133742,32500.379939209728
Zap,Guadalupe Sur,Ven,Dep,1980000.0,1980000.0,1980000.0,1980000.0,1980000.0,1980000.0,1980000.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,40408.16326530613,40408.16326530613,40408.16326530613,40408.16326530613,40408.16326530613,40408.16326530613,40408.16326530613
Zap,Gustavo Diaz Ordaz,Ven,Cas,2230000.0,2460000.0,3150000.0,3495000.0,3495000.0,3600000.0,3635000.0,92.8,94.6,100.0,116.0,141.0,158.4,164.2,15665.164789319984,17145.9324155194,21588.235294117647,30129.310344827587,31500.0,35643.956043956045,37025.27472527472
Zap,Gustavo Diaz Ordaz,Ven,Dep,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
Zap,Hacienda Copala,Ven,Dep,644750.0,654500.0,683750.0,725000.0,762500.0,785000.0,792500.0,47.0,47.0,47.0,47.0,51.25,58.900000000000006,61.449999999999996,11987.533244680852,12256.316489361701,13062.666223404254,14202.127659574468,15425.531914893616,16382.978723404254,16702.127659574468
Zap,Hacienda de Las Lomas,Ven,Dep,6082500.0,6245000.0,6356195.75,7583691.0,8562500.0,9875000.0,11439999.999999998,92.75,95.0,107.0,120.0,154.25,192.20000000000002,205.7,50083.470009372075,51633.41924398625,57747.02380952381,61501.19466666666,65504.38596491228,66994.05157894737,70575.42285917497
Zap,Hacienda del Sol,Ven,Cas,3995000.0,3995000.0,3995000.0,3995000.0,3995000.0,3995000.0,3995000.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,33291.666666666664,33291.666666666664,33291.666666666664,33291.666666666664,33291.666666666664,33291.666666666664,33291.666666666664
Zap,Hacienda del Sol,Ven,Local comercial,10990000.0,10990000.0,10990000.0,10990000.0,10990000.0,10990000.0,10990000.0,401.75,404.5,412.75,426.5,440.25,448.5,451.25,24373.88901769843,24540.729577247082,25041.251255893036,25875.45405363629,26709.65685137955,27210.178530025503,27377.019089574154
Zap,Hacienda del Sol,Ven,Terreno / Lote,4390000.0,4390000.0,4390000.0,4390000.0,4390000.0,4390000.0,4390000.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,53536.58536585366,53536.58536585366,53536.58536585366,53536.58536585366,53536.58536585366,53536.58536585366,53536.58536585366
Zap,Hacienda del Tepeyac,Ven,Cas,2531000.0,2672000.0,3095000.0,3800000.0,4150000.0,4360000.0,4430000.0,68.3,74.6,93.5,125.0,130.0,133.0,134.0,28933.333333333336,29718.51851851852,32074.074074074073,36000.0,37274.1935483871,38038.709677419356,38293.54838709678
Zap,Hacienda del Tepeyac,Ven,Dep,2897300.0,2974600.0,3206500.0,3593000.0,3979500.0,4211400.0,4288700.0,71.25,72.5,76.25,82.5,88.75,92.5,93.75,40569.32330827067,40852.93233082707,41703.75939849624,43121.8045112782,44539.84962406015,45390.67669172933,45674.28571428572
Zap,Hacienda del Valle,Ven,Cas,1637500.0,1675000.0,1787500.0,1975000.0,2162500.0,2275000.0,2312500.0,62.2,62.4,63.0,64.0,65.0,65.6,65.8,24925.46432062561,25608.504398826983,27657.624633431085,31072.82502443793,34488.02541544477,36537.14565004888,37220.185728250246
Zap,Hacienda del Valle,Ven,Dep,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,21666.666666666668,21666.666666666668,21666.666666666668,21666.666666666668,21666.666666666668,21666.666666666668,21666.666666666668
Zap,Haciendas La Herradura,Ven,Cas,7992000.0,8034000.0,8160000.0,8370000.0,8580000.0,8706000.0,8748000.0,599.7,673.4,894.5,1263.0,1631.5,1852.6,1926.3,4930.953422053232,5466.906844106465,7074.767110266161,9754.534220532321,12434.30133079848,14042.161596958176,14578.115019011408
Zap,Haciendas de Nuevo México,Ven,Cas,4899000.0,4899000.0,4899000.0,4899000.0,4899000.0,4899000.0,4899000.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,24495.0,24495.0,24495.0,24495.0,24495.0,24495.0,24495.0
Zap,Hogares de Nuevo México,Ven,Cas,2578000.0,3171000.0,4950000.0,5400000.0,5990000.0,9896000.0,11197999.999999998,136.0,150.0,192.0,200.0,451.0,540.4,570.1999999999999,12832.81232961361,13692.23219802988,16270.491803278688,20833.33333333333,25781.25,28282.5,29116.25
Zap,Hogares del Batan,Ven,Cas,7733000.0,7733000.0,7733000.0,7733000.0,7733000.0,7733000.0,7733000.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,23576.219512195123,23576.219512195123,23576.219512195123,23576.219512195123,23576.219512195123,23576.219512195123,23576.219512195123
Zap,Industrial Zapopan Norte,Ven,Cas,3756550.0,3764100.0,3786750.0,3824500.0,3862250.0,3884900.0,3892450.0,137.75,140.5,148.75,162.5,176.25,184.5,187.25,20189.444444444445,20647.309941520467,22020.90643274854,24310.233918128655,26599.56140350877,27973.157894736843,28431.023391812865
Zap,Indígena de Mezquitán,Ven,Cas,2150000.0,2150000.0,2150000.0,2400000.0,3112500.0,3945000.0000000005,4222499.999999999,157.35,164.7,186.75,199.5,287.25,444.30000000000007,496.64999999999986,8579.713114754099,8962.704918032787,10111.680327868853,12033.291457286432,13570.770519262982,14028.308207705193,14180.820770519264
Zap,Infonavit El Garabato,Ven,Dep,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,32051.28205128205,32051.28205128205,32051.28205128205,32051.28205128205,32051.28205128205,32051.28205128205,32051.28205128205
Zap,Ixcatán,Ven,Terreno / Lote,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,41428.57142857143,41428.57142857143,41428.57142857143,41428.57142857143,41428.57142857143,41428.57142857143,41428.57142857143
Zap,Jacarandas,Ven,Cas,10900000.0,10900000.0,10900000.0,22500000.0,22500000.0,56400000.0,67699999.99999999,242.2,242.4,243.0,490.0,530.0,806.6,898.8,42933.45756658126,43414.08494448327,44855.9670781893,45041.32231404959,45918.36734693877,66197.82120719126,72957.63916060874
Zap,Jacarandas,Ven,Dep,4500000.0,4500000.0,4500000.0,4500000.0,4500000.0,4500000.0,4500000.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,36290.32258064516,36290.32258064516,36290.32258064516,36290.32258064516,36290.32258064516,36290.32258064516,36290.32258064516
Zap,Jacarandas,Ven,Ofc,9766369.0,9766369.0,9766369.0,9766369.0,9766369.0,9766369.0,9766369.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,57789.16568047337,57789.16568047337,57789.16568047337,57789.16568047337,57789.16568047337,57789.16568047337,57789.16568047337
Zap,Jardines Seattle,Ven,Dep,1999999.0,1999999.0,1999999.0,1999999.0,1999999.0,1999999.0,1999999.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,25316.443037974685,25316.443037974685,25316.443037974685,25316.443037974685,25316.443037974685,25316.443037974685,25316.443037974685
Zap,Jardines Tepeyac,Ven,Cas,6990000.0,6990000.0,6990000.0,6990000.0,6990000.0,6990000.0,6990000.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,36406.25,36406.25,36406.25,36406.25,36406.25,36406.25,36406.25
Zap,Jardines Tepeyac,Ven,Dep,2460000.0,2820000.0,3900000.0,4575000.0,4750000.0,4930000.0,4990000.0,61.6,65.2,76.0,91.0,105.0,114.0,117.0,36588.362068965514,36969.8275862069,38114.224137931036,44625.0,51594.51219512195,53564.634146341465,54221.34146341463
Zap,Jardines Universidad,Ven,Cas,8150000.0,8400000.0,9422500.0,11232500.0,11831250.0,14920000.0,16405000.0,242.75,258.5,305.0,361.0,408.0,435.0,442.5,26510.752688172044,27521.50537634409,29829.671857619578,32416.25615763547,34637.035871617365,38698.50010488777,40646.86910006293
Zap,Jardines Universidad,Ven,Dep,3126000.0,3300000.0,4246320.0,4990000.0,6990000.0,8788688.0,11631479.399999991,51.8,56.6,64.0,78.0,128.0,191.40000000000003,292.1999999999997,41444.444444444445,45030.95376884422,48281.25,57295.08196721312,72794.11764705883,78349.10014430014,80372.4417426545
Zap,Jardines Vallarta,Ven,Cas,6580000.0,8000000.0,8200000.0,10379000.0,12170000.0,13580000.000000002,24099999.999999963,180.0,240.0,267.0,312.0,392.0,487.20000000000005,595.9999999999997,25017.642907551162,25746.980292434837,27800.0,31045.918367346934,41000.0,47001.41863196892,50006.97471665213
Zap,Jardines Vallarta,Ven,Dep,4105000.0,4510000.0,6020000.0,7300000.0,12250000.0,15900000.000000004,18449999.999999993,82.8,90.6,123.0,173.0,296.5,340.0,347.5,35025.60819462228,36248.399487836105,40037.6598353477,48206.89655172414,49666.66666666667,61939.16349809887,70893.53612167298
Zap,Jardines Vallarta,Ven,Ofc,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,28273.809523809523,28273.809523809523,28273.809523809523,28273.809523809523,28273.809523809523,28273.809523809523,28273.809523809523
Zap,Jardines de Chapalita,Ven,Cas,7248000.0,7306000.0,7480000.0,7770000.0,8060000.0,8234000.0,8292000.0,249.6,251.2,256.0,264.0,272.0,276.8,278.4,29033.410138248848,29074.88479262673,29199.30875576037,29406.682027649767,29614.05529953917,29738.47926267281,29779.95391705069
Zap,Jardines de Guadalupe,Ven,Cas,7407500.0,8085000.0,8485000.0,11190000.0,14867500.0,15350000.0,15500000.0,173.25,198.0,232.75,313.5,430.0,548.2,1769.7999999999988,18872.441609336787,27362.868196009233,28838.831967213115,33929.33816997335,40806.57717418325,44444.444444444445,45842.01388888889
Zap,Jardines de Guadalupe,Ven,Dep,3644450.0,3688900.0,4825153.0,6063240.5,7050987.5,7805765.0,7807882.5,75.65,89.3,104.75,131.0,141.0,150.29999999999998,161.14999999999998,37005.526134008745,38367.487911581855,43354.79531039784,48339.58082430082,55357.89007092199,56806.92061313201,58459.911919469225
Zap,Jardines de Guadalupe,Ven,Local comercial,12186000.0,12186000.0,12186000.0,12186000.0,12186000.0,12186000.0,12186000.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,48166.007905138336,48166.007905138336,48166.007905138336,48166.007905138336,48166.007905138336,48166.007905138336,48166.007905138336
Zap,Jardines de La Esperanza,Ven,Cas,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,28767.12328767123,28767.12328767123,28767.12328767123,28767.12328767123,28767.12328767123,28767.12328767123,28767.12328767123
Zap,Jardines de La Patria,Ven,Cas,5240000.0,5990000.0,7245000.0,7990000.0,8600000.0,8820000.0,8910000.0,124.2,134.4,159.5,192.0,324.0,336.4,336.7,23167.92072912251,24080.64857990674,27071.88644688645,36406.25,45131.57894736842,52120.91038406828,53053.69843527738
Zap,Jardines de La Patria,Ven,Dep,3327050.0,3360000.0,4425000.0,5294340.0,5494098.25,6670000.0,7429999.999999999,46.1,47.1,48.0,85.0,90.5,146.9,157.85,47464.912280701756,49727.27272727273,57594.93670886076,62752.37187288709,69366.02393617021,71815.15957446808,92774.64999999998
Zap,Jardines de La Patria,Ven,Local comercial,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,11111.111111111111,11111.111111111111,11111.111111111111,11111.111111111111,11111.111111111111,11111.111111111111,11111.111111111111
Zap,Jardines de Las Fuentes,Ven,Cas,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,20796.46017699115,20796.46017699115,20796.46017699115,20796.46017699115,20796.46017699115,20796.46017699115,20796.46017699115
Zap,Jardines de Los Belenes,Ven,Cas,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,45833.333333333336,45833.333333333336,45833.333333333336,45833.333333333336,45833.333333333336,45833.333333333336,45833.333333333336
Zap,Jardines de Nuevo México,Ven,Cas,2290000.0,2430000.0,2890000.0,3199000.0,4100000.0,4920000.0,5460000.0,98.4,116.8,128.0,151.0,156.0,232.40000000000003,309.19999999999993,17138.924870466322,18733.80829015544,20506.410256410258,21516.556291390727,24468.25396825397,26673.7012987013,26774.35064935065
