Colonia,Gdl_Ren_Dep_n,Gdl_Ren_Dep_precio_mean,Gdl_Ren_Dep_precio_min,Gdl_Ren_Dep_precio_max,Gdl_Ren_Dep_area_m2_mean,Gdl_Ren_Dep_PxM2_mean,Gdl_Ven_CasC_n,Gdl_Ven_CasC_precio_mean,Gdl_Ven_CasC_precio_min,Gdl_Ven_CasC_precio_max,Gdl_Ven_CasC_area_m2_mean,Gdl_Ven_CasC_PxM2_mean,Gdl_Ven_Cas_n,Gdl_Ven_Cas_precio_mean,Gdl_Ven_Cas_precio_min,Gdl_Ven_Cas_precio_max,Gdl_Ven_Cas_area_m2_mean,Gdl_Ven_Cas_PxM2_mean,Gdl_Ven_Dep_n,Gdl_Ven_Dep_precio_mean,Gdl_Ven_Dep_precio_min,Gdl_Ven_Dep_precio_max,Gdl_Ven_Dep_area_m2_mean,Gdl_Ven_Dep_PxM2_mean,Gdl_Ven_LocC_n,Gdl_Ven_LocC_precio_mean,Gdl_Ven_LocC_precio_min,Gdl_Ven_LocC_precio_max,Gdl_Ven_LocC_area_m2_mean,Gdl_Ven_LocC_PxM2_mean,Gdl_Ven_Ofc_n,Gdl_Ven_Ofc_precio_mean,Gdl_Ven_Ofc_precio_min,Gdl_Ven_Ofc_precio_max,Gdl_Ven_Ofc_area_m2_mean,Gdl_Ven_Ofc_PxM2_mean,Gdl_Ven_Terreno____n,Gdl_Ven_Terreno____precio_mean,Gdl_Ven_Terreno____precio_min,Gdl_Ven_Terreno____precio_max,Gdl_Ven_Terreno____area_m2_mean,Gdl_Ven_Terreno____PxM2_mean,Zap_Ren_Dep_n,Zap_Ren_Dep_precio_mean,Zap_Ren_Dep_precio_min,Zap_Ren_Dep_precio_max,Zap_Ren_Dep_area_m2_mean,Zap_Ren_Dep_PxM2_mean,Zap_Ven_CasC_n,Zap_Ven_CasC_precio_mean,Zap_Ven_CasC_precio_min,Zap_Ven_CasC_precio_max,Zap_Ven_CasC_area_m2_mean,Zap_Ven_CasC_PxM2_mean,Zap_Ven_Cas_n,Zap_Ven_Cas_precio_mean,Zap_Ven_Cas_precio_min,Zap_Ven_Cas_precio_max,Zap_Ven_Cas_area_m2_mean,Zap_Ven_Cas_PxM2_mean,Zap_Ven_Dep_n,Zap_Ven_Dep_precio_mean,Zap_Ven_Dep_precio_min,Zap_Ven_Dep_precio_max,Zap_Ven_Dep_area_m2_mean,Zap_Ven_Dep_PxM2_mean,Zap_Ven_LocC_n,Zap_Ven_LocC_precio_mean,Zap_Ven_LocC_precio_min,Zap_Ven_LocC_precio_max,Zap_Ven_LocC_area_m2_mean,Zap_Ven_LocC_PxM2_mean,Zap_Ven_Ofc_n,Zap_Ven_Ofc_precio_mean,Zap_Ven_Ofc_precio_min,Zap_Ven_Ofc_precio_max,Zap_Ven_Ofc_area_m2_mean,Zap_Ven_Ofc_PxM2_mean,Zap_Ven_Terreno____n,Zap_Ven_Terreno____precio_mean,Zap_Ven_Terreno____precio_min,Zap_Ven_Terreno____precio_max,Zap_Ven_Terreno____area_m2_mean,Zap_Ven_Terreno____PxM2_mean
Arrayanes Hábitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2722500.0,2550000.0,2895000.0,103.0,26412.98185941043,,,,,,,,,,,,,,,,,,,,,,,,
Arroyo Hondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3705000.0,2950000.0,3900000.0,326.4,12554.853773118992,,,,,,,,,,,,,,,,,,,,,,,,
Arroyo Hondo 2a Sección,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1817200.0,1817200.0,1817200.0,249.0,7297.991967871486
Artesanos (Sagrada Familia y/o Jesús),2.0,19400.0,18900.0,19900.0,102.0,197.5609756097561,,,,,,,5.0,4754000.0,3420000.0,7350000.0,168.4,28337.326607818413,20.0,3330338.9,1999000.0,5200000.0,73.95,45615.6886724018,3.0,10342666.666666666,3500000.0,21228000.0,359.0,45329.97358719105,,,,,,,5.0,10619200.0,3800000.0,19000000.0,566.2,17414.961426576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atemajac del Valle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,4271818.181818182,2500000.0,7100000.0,175.45454545454547,28951.660266651004,1.0,1295000.0,1295000.0,1295000.0,54.0,23981.48148148148,,,,,,,,,,,,,3.0,12592516.666666666,2500000.0,25477550.0,452.3333333333333,23427.6227593284
Atlas,,,,,,,,,,,,,2.0,2675000.0,2650000.0,2700000.0,121.5,22765.734265734267,3.0,3413797.0,3281218.0,3619940.0,80.0,42703.63254172015,,,,,,,,,,,,,1.0,1390000.0,1390000.0,1390000.0,167.0,8323.353293413174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlas Chapalita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28000.0,28000.0,28000.0,92.0,304.3478260869565,,,,,,,,,,,,,7.0,5824285.714285715,5400000.0,6390000.0,98.42857142857144,59380.11520439617,,,,,,,,,,,,,,,,,,
Atlas Colomos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,26597800.0,18500000.0,30000000.0,505.0,54413.15348719088,15.0,25638533.2,1900000.0,37400000.0,493.8666666666667,49986.44730872418,1.0,5346410.0,5346410.0,5346410.0,100.0,53464.1,,,,,,,,,,,,,2.0,18747500.0,14495000.0,23000000.0,724.5,27765.98426784994
Auditorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4000000.0,4000000.0,4000000.0,186.0,21505.37634408602,2.0,3533500.0,1850000.0,5217000.0,106.5,31760.04947433519,,,,,,,,,,,,,,,,,,
Autocinema,,,,,,,,,,,,,2.0,4582083.0,3300000.0,5864166.0,165.5,27331.683076923076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autódromo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2852500.0,2750000.0,2955000.0,101.5,28409.964518036664,14.0,4094642.857142857,2850000.0,8670000.0,138.28571428571428,31003.114929767155,,,,,,,,,,,,,,,,,,,2.0,2812500.0,2675000.0,2950000.0,253.0,11112.998984454338
Ayamonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,36427590.41666666,28512327.0,43000000.0,694.1666666666666,54946.335619197926,,,,,,,,,,,,,,,,,,,22.0,18485387.545454547,7250000.0,23000000.0,1016.8636363636364,18092.881295053143
Ayuntamiento,16.0,21440.5625,14300.0,30000.0,68.75,337.72252621030634,,,,,,,2.0,7150000.0,3300000.0,11000000.0,241.5,32854.4061302682,18.0,4312383.222222222,2468829.0,7280000.0,89.72222222222223,49026.73515925728,,,,,,,,,,,,,1.0,6200000.0,6200000.0,6200000.0,210.0,29523.809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azaleas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,14334000.0,6470000.0,20800000.0,408.4,33421.684110830385,10.0,21269900.0,13750000.0,36950000.0,564.7,39832.91149033503,,,,,,,,,,,,,,,,,,,4.0,9975450.0,4841800.0,15900000.0,631.25,17722.953736654803
Balcones de Oblatos,,,,,,,,,,,,,1.0,5100000.0,5100000.0,5100000.0,221.0,23076.92307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barragán Hernández,,,,,,,,,,,,,,,,,,,3.0,2270052.333333333,1656910.0,2738247.0,58.333333333333336,38903.17243472981,1.0,3300000.0,3300000.0,3300000.0,130.0,25384.615384615383,,,,,,,2.0,12500000.0,11000000.0,14000000.0,1261.0,9901.960784313727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Aérea Militar No 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,21000.0,19000.0,23000.0,61.5,385.2941176470588,22.0,9560909.090909092,6500000.0,24500000.0,240.95454545454547,40325.47661429751,56.0,11286603.214285716,4500000.0,24950000.0,267.92857142857144,41451.179682558366,12.0,4235800.25,2650000.0,5451452.0,83.0,56694.3038193215,1.0,900000.0,900000.0,900000.0,100.0,9000.0,,,,,,,23.0,8795628.47826087,3208415.0,22000000.0,574.5652173913044,19285.54637283486
Beatriz Hernández,,,,,,,,,,,,,3.0,3163333.333333333,2890000.0,3300000.0,174.66666666666666,18186.928104575167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belenes Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16500.0,16500.0,16500.0,60.0,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belisario Domínguez,,,,,,,,,,,,,4.0,3262500.0,2200000.0,4000000.0,268.25,15150.648360030513,,,,,,,1.0,12800000.0,12800000.0,12800000.0,369.0,34688.34688346883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellissimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2200000.0,2200000.0,2200000.0,104.0,21153.846153846152,,,,,,,,,,,,,,,,,,,,,,,,
Benito Juárez,,,,,,,,,,,,,1.0,4400000.0,4400000.0,4400000.0,278.0,15827.338129496404,,,,,,,1.0,3000000.0,3000000.0,3000000.0,168.0,17857.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4370000.0,3900000.0,4910000.0,230.0,19306.75627852505,,,,,,,,,,,,,,,,,,,2.0,5516000.0,1220000.0,9812000.0,990.0,5862.244897959184
Benito Juárez Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21600000.0,21600000.0,21600000.0,850.0,25411.76470588236,,,,,,,,,,,,,,,,,,,,,,,,
Blanco y Cuellar,3.0,15000.0,14500.0,15500.0,50.0,314.1737891737892,,,,,,,1.0,3570000.0,3570000.0,3570000.0,220.0,16227.272727272728,1.0,1600000.0,1600000.0,1600000.0,47.0,34042.55319148936,,,,,,,,,,,,,1.0,22000000.0,22000000.0,22000000.0,1379.0,15953.589557650472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boreales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14775.0,12500.0,16800.0,65.0,232.5845637692669,5.0,5020000.0,4350000.0,5700000.0,167.8,31307.161871504864,11.0,5186363.636363637,4350000.0,6900000.0,171.27272727272728,31561.50458753214,8.0,3248750.0,2590000.0,3990000.0,88.5,38586.4983193068,,,,,,,,,,,,,2.0,2131100.0,1762200.0,2500000.0,128.5,16811.392405063292
Bosque de Las Lomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28000000.0,28000000.0,28000000.0,365.0,76712.32876712328,1.0,41988203.0,41988203.0,41988203.0,500.0,83976.406,3.0,6748140.0,4608620.0,10000000.0,117.0,58867.39656518345,,,,,,,,,,,,,3.0,40304433.333333336,36636300.0,42138500.0,1198.3333333333333,33668.386568386566
Bosque de Los Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,35968000.0,28000000.0,42800000.0,590.6666666666666,61969.18009266432,8.0,40611250.0,37900000.0,45000000.0,652.75,62554.96486114159,,,,,,,,,,,,,,,,,,,1.0,15807000.0,15807000.0,15807000.0,479.0,33000.0
Bosque de Los Virreyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,53750.0,45000.0,75000.0,220.0,244.3181818181818,,,,,,,3.0,32597744.666666668,31052236.0,34681999.0,433.3333333333333,75714.0285,5.0,12258000.0,10000000.0,14500000.0,239.0,51465.51973479286,,,,,,,,,,,,,2.0,16711000.0,16490000.0,16932000.0,664.0,25167.168674698794
Bosque de Valdepeñas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3887500.0,3250000.0,4525000.0,110.5,39282.11089664853,1.0,3688000.0,3688000.0,3688000.0,96.0,38416.66666666666,,,,,,,,,,,,,,,,,,,,,,,,
Bosques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4385833.333333333,3700000.0,5095000.0,133.0,33352.74685919328,,,,,,,,,,,,,,,,,,,,,,,,
Bosques Vallarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,7539500.0,4750000.0,9495000.0,212.6764705882353,36343.54386945762,100.0,8185512.13,5750000.0,13392899.0,234.88,35232.45839344036,,,,,,,,,,,,,,,,,,,21.0,3898764.714285714,2750000.0,8340000.0,188.0952380952381,20734.07428395558
Bosques de La Victoria,1.0,16500.0,16500.0,16500.0,75.0,220.0,,,,,,,8.0,11343750.0,7450000.0,16000000.0,453.0,25185.00301028705,3.0,2633333.333333333,2400000.0,2850000.0,82.0,35415.143807752866,1.0,5000000.0,5000000.0,5000000.0,270.0,18518.51851851852,,,,,,,2.0,12500000.0,8000000.0,17000000.0,532.0,23227.112627229108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosques de San Gonzalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2999000.0,2999000.0,2999000.0,170.0,17641.176470588234,6.0,2995000.0,2720000.0,3150000.0,136.5,22247.309866809635,,,,,,,,,,,,,,,,,,,2.0,1365000.0,1130400.0,1599600.0,136.0,10031.95859074971
Bosques de San Isidro (Las Cañadas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11000.0,11000.0,11000.0,50.0,220.0,15.0,16105333.333333334,4381000.0,42000000.0,441.3333333333333,35548.898945384004,78.0,15352260.282051282,2600000.0,34000000.0,481.1666666666667,34389.800149138006,2.0,2880000.0,2880000.0,2880000.0,91.0,31652.17391304348,,,,,,,,,,,,,41.0,9500165.12195122,3500000.0,21543600.0,957.439024390244,10483.785500914108
Bosques del Boulevard,,,,,,,,,,,,,1.0,2800000.0,2800000.0,2800000.0,286.0,9790.20979020979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosques del Centinela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3490000.0,3490000.0,3490000.0,170.0,20529.41176470588,6.0,4775333.333333333,2750000.0,6595000.0,139.16666666666666,35300.399669416234,,,,,,,,,,,,,,,,,,,,,,,,
Bosques del Encino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1990000.0,1990000.0,1990000.0,108.0,18425.925925925927,,,,,,,,,,,,,,,,,,,1.0,3590000.0,3590000.0,3590000.0,165.0,21757.57575757576
Bugambilias Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5650000.0,5650000.0,5650000.0,157.0,35987.261146496814,,,,,,,,,,,,,,,,,,,,,,,,
Cajetes 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3900000.0,3900000.0,3900000.0,280.0,13928.57142857143,,,,,,,,,,,,,,,,,,,,,,,,
Callejón del Bosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1570000.0,1570000.0,1570000.0,91.0,17252.747252747253,,,,,,,,,,,,,,,,,,,1.0,7341600.0,7341600.0,7341600.0,874.0,8400.0
Callejón del Parque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13500000.0,13500000.0,13500000.0,382.5,36262.2893258427,1.0,13500000.0,13500000.0,13500000.0,445.0,30337.078651685395,,,,,,,,,,,,,,,,,,,,,,,,
Camichines Vallarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15708508.0,15708508.0,15708508.0,400.0,39271.27,1.0,6493448.0,6493448.0,6493448.0,93.0,69822.02150537634,,,,,,,,,,,,,,,,,,
Camino Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,30600.0,28000.0,35000.0,143.4,220.36493506493508,,,,,,,23.0,10591956.52173913,6580000.0,17950000.0,351.30434782608694,31047.61122414092,7.0,7018571.428571428,6190000.0,8150000.0,147.42857142857142,49710.65638913272,,,,,,,,,,,,,1.0,8850000.0,8850000.0,8850000.0,300.0,29500.0
Campo Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2124600.0,1590000.0,3200000.0,89.6,23549.11853786065,19.0,2343105.263157895,1430000.0,5500000.0,97.26315789473684,23841.41262751291,,,,,,,,,,,,,,,,,,,,,,,,
Canteras del Centinela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5108750.0,1625000.0,10950000.0,145.75,31431.76446100221,,,,,,,,,,,,,,,,,,,,,,,,
Canteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3200000.0,3200000.0,3200000.0,119.0,26890.756302521007,,,,,,,,,,,,,,,,,,,,,,,,
Carrara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4487600.0,4270000.0,4899000.0,195.0,23338.590194109773,6.0,4892500.0,4195000.0,5600000.0,182.5,26837.3311574187,1.0,2250000.0,2250000.0,2250000.0,104.0,21634.615384615383,,,,,,,,,,,,,6.0,1528150.1666666667,1365000.0,1650000.0,121.66666666666669,12566.089447511518
Castaños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8950000.0,8950000.0,8950000.0,325.0,27538.46153846154,,,,,,,,,,,,,,,,,,,,,,,,
Cañadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6507000.0,5200000.0,7199000.0,219.66666666666663,29635.201074694185,,,,,,,,,,,,,,,,,,,,,,,,
Cañadas de San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,15000.0,12000.0,22000.0,70.28571428571429,214.33793053295577,1.0,3300000.0,3300000.0,3300000.0,92.0,35869.565217391304,6.0,3791499.8333333335,3499000.0,4800000.0,112.16666666666669,35550.05583887754,4.0,2581250.0,2300000.0,2775000.0,72.5,35745.96548573221,,,,,,,,,,,,,,,,,,
Centinela Garden Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2775000.0,2750000.0,2800000.0,98.0,28316.326530612245,,,,,,,,,,,,,,,,,,
Centro,2.0,18000.0,15000.0,21000.0,95.0,232.6923076923077,,,,,,,5.0,10190000.0,5500000.0,17500000.0,494.4,21308.65301734799,1.0,5791250.0,5791250.0,5791250.0,102.0,56776.96078431373,2.0,17307500.0,12955000.0,21660000.0,368.5,47422.66065056475,,,,,,,3.0,11389333.666666666,4168000.0,18000000.0,835.3333333333334,21924.59922457725,6.0,20754.5,9000.0,33000.0,92.66666666666669,260.6954526954528,1.0,8950000.0,8950000.0,8950000.0,213.0,42018.779342723006,6.0,10629166.666666666,3690000.0,24490000.0,352.0,27920.124985477483,7.0,3779472.142857143,2940000.0,5388000.0,59.85714285714285,67917.24378848851,5.0,11533200.0,5000000.0,18000000.0,296.6,42310.250045247296,,,,,,,1.0,7800000.0,7800000.0,7800000.0,253.0,30830.0395256917
Centro Barranquitas,,,,,,,,,,,,,1.0,9000000.0,9000000.0,9000000.0,786.0,11450.381679389311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerro del Tesoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6800000.0,6800000.0,6800000.0,370.0,18378.37837837838,,,,,,,,,,,,,,,,,,,,,,,,
Chapalita,15.0,18613.33333333333,6500.0,31000.0,69.46666666666667,291.03961515229946,,,,,,,29.0,13584815.965517242,5485000.0,32828708.0,393.2068965517241,35194.6117583059,42.0,5825864.166666667,2200000.0,13147003.0,94.5952380952381,65329.58935164312,1.0,17000000.0,17000000.0,17000000.0,344.0,49418.6046511628,4.0,10646250.0,2805000.0,15990000.0,529.25,19652.84090909091,5.0,8642000.0,7300000.0,12950000.0,344.6,25113.48697662469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapalita Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5250000.0,5250000.0,5250000.0,122.0,43032.7868852459,6.0,6434666.666666667,4500000.0,12000000.0,189.33333333333331,35759.70541577159,1.0,11162611.0,11162611.0,11162611.0,154.0,72484.48701298701,,,,,,,,,,,,,,,,,,
Chapalita Las Fuentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5414285.714285715,4500000.0,5800000.0,144.71428571428572,37654.916512059375,,,,,,,,,,,,,,,,,,,,,,,,
Chapalita Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,31000.0,17000.0,45000.0,151.0,215.8816425120773,,,,,,,16.0,14786187.4375,1500000.0,31990000.0,438.0625,34181.111850812784,,,,,,,2.0,12400000.0,4800000.0,20000000.0,250.0,70222.22222222222,,,,,,,,,,,,
Chapalita Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10600.0,7200.0,14000.0,38.0,275.0,1.0,3990000.0,3990000.0,3990000.0,165.0,24181.81818181818,13.0,17102104.53846154,6800000.0,24000000.0,573.8461538461538,32953.272374782115,1.0,4250000.0,4250000.0,4250000.0,81.0,52469.135802469136,1.0,5200000.0,5200000.0,5200000.0,76.0,68421.05263157895,1.0,17200000.0,17200000.0,17200000.0,498.0,34538.152610441764,,,,,,
Chapalita de Occidente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14667.5,8370.0,23000.0,70.0,227.19574175824172,,,,,,,16.0,12559375.0,8950000.0,16500000.0,368.125,35432.57935413837,5.0,4518572.2,3300000.0,7893950.0,82.0,54953.11717289485,,,,,,,,,,,,,,,,,,
Chapultepec Country,4.0,23500.0,19500.0,25500.0,122.0,252.90986187725315,,,,,,,1.0,6000000.0,6000000.0,6000000.0,198.0,30303.030303030304,18.0,5263957.111111111,2670112.0,6980000.0,92.77777777777776,57776.09297204037,,,,,,,1.0,23000000.0,23000000.0,23000000.0,516.0,44573.64341085271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cima Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,38458.333333333336,26500.0,58000.0,177.16666666666666,227.65961920695824,,,,,,,5.0,21988000.0,13500000.0,42800000.0,449.8,47950.07834218074,34.0,10131476.705882354,5950000.0,23000000.0,183.85294117647055,57152.589080581165,,,,,,,,,,,,,,,,,,
Circunvalación Américas,4.0,33765.0,30000.0,39000.0,126.75,273.3031457560817,,,,,,,,,,,,,18.0,7009949.777777778,3640075.0,9273000.0,114.77777777777776,64842.72590668696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circunvalación Belisario,,,,,,,,,,,,,5.0,2796000.0,870000.0,4300000.0,146.2,21619.51704596819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circunvalación Oblatos,,,,,,,,,,,,,4.0,5247500.0,3000000.0,7890000.0,235.75,27386.51165148898,,,,,,,,,,,,,,,,,,,4.0,12304930.0,6715597.0,22220000.0,741.25,18195.29152004913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circunvalación Vallarta,4.0,26225.0,22000.0,34000.0,118.75,243.8288027761712,,,,,,,2.0,23245000.0,11490000.0,35000000.0,615.0,35839.622641509435,12.0,4534780.833333333,2694384.0,6335000.0,74.08333333333333,62404.00888375886,,,,,,,7.0,22658464.285714287,8650000.0,49700000.0,413.1428571428572,66539.05351966925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciudad Bugambilias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16000.0,12500.0,19500.0,112.5,141.66666666666669,29.0,12005586.206896553,3650000.0,35000000.0,441.44827586206895,27735.468747068106,215.0,12356815.63255814,2900000.0,36000000.0,446.3069767441861,28396.680267605585,1.0,2850000.0,2850000.0,2850000.0,68.0,41911.76470588235,,,,,,,,,,,,,29.0,5550013.206896552,3325000.0,9300000.0,593.8275862068965,9882.492934664131
Ciudad Granja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,21611.263157894737,13000.0,34000.0,89.15789473684211,268.5661719356347,4.0,6347500.0,4500000.0,7300000.0,167.25,43072.391688771,19.0,7552526.315789473,4280000.0,24750000.0,210.26315789473685,37840.47651379863,145.0,4461789.668965518,2141523.0,11000000.0,91.13103448275862,52325.25296845806,7.0,4361571.428571428,3590000.0,6189000.0,89.71428571428571,49342.394549741046,3.0,2520973.333333333,2272920.0,2995000.0,35.0,72097.65765765765,11.0,15471090.909090908,3052000.0,25000000.0,820.7272727272727,20545.313004665462
Ciudad de Los Niños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18200.0,12000.0,28000.0,82.5,226.2486979792638,,,,,,,17.0,17358235.29411765,10370000.0,32500000.0,406.4705882352941,43126.87680603697,1.0,4249000.0,4249000.0,4249000.0,99.0,42919.19191919192,,,,,,,,,,,,,,,,,,
Ciudad del Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,25000.0,24000.0,26000.0,152.66666666666666,164.01262754382998,,,,,,,53.0,16186326.264150944,2650000.0,32900000.0,460.9811320754717,37281.498593208205,12.0,4956354.333333333,2980000.0,6400000.0,116.75,44499.84345177329,2.0,4625575.0,3751150.0,5500000.0,56.5,82011.96741854638,,,,,,,9.0,12131111.111111112,5800000.0,25000000.0,519.3333333333334,24152.16066949135
Colegio del Aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14000.0,14000.0,14000.0,72.0,194.44444444444449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
