Colonia,Gdl_Ren_Dep_n,Gdl_Ren_Dep_precio_mean,Gdl_Ren_Dep_precio_min,Gdl_Ren_Dep_precio_max,Gdl_Ren_Dep_area_m2_mean,Gdl_Ren_Dep_PxM2_mean,Gdl_Ven_CasC_n,Gdl_Ven_CasC_precio_mean,Gdl_Ven_CasC_precio_min,Gdl_Ven_CasC_precio_max,Gdl_Ven_CasC_area_m2_mean,Gdl_Ven_CasC_PxM2_mean,Gdl_Ven_Cas_n,Gdl_Ven_Cas_precio_mean,Gdl_Ven_Cas_precio_min,Gdl_Ven_Cas_precio_max,Gdl_Ven_Cas_area_m2_mean,Gdl_Ven_Cas_PxM2_mean,Gdl_Ven_Dep_n,Gdl_Ven_Dep_precio_mean,Gdl_Ven_Dep_precio_min,Gdl_Ven_Dep_precio_max,Gdl_Ven_Dep_area_m2_mean,Gdl_Ven_Dep_PxM2_mean,Gdl_Ven_LocC_n,Gdl_Ven_LocC_precio_mean,Gdl_Ven_LocC_precio_min,Gdl_Ven_LocC_precio_max,Gdl_Ven_LocC_area_m2_mean,Gdl_Ven_LocC_PxM2_mean,Gdl_Ven_Ofc_n,Gdl_Ven_Ofc_precio_mean,Gdl_Ven_Ofc_precio_min,Gdl_Ven_Ofc_precio_max,Gdl_Ven_Ofc_area_m2_mean,Gdl_Ven_Ofc_PxM2_mean,Gdl_Ven_Terreno____n,Gdl_Ven_Terreno____precio_mean,Gdl_Ven_Terreno____precio_min,Gdl_Ven_Terreno____precio_max,Gdl_Ven_Terreno____area_m2_mean,Gdl_Ven_Terreno____PxM2_mean,Zap_Ren_Dep_n,Zap_Ren_Dep_precio_mean,Zap_Ren_Dep_precio_min,Zap_Ren_Dep_precio_max,Zap_Ren_Dep_area_m2_mean,Zap_Ren_Dep_PxM2_mean,Zap_Ven_CasC_n,Zap_Ven_CasC_precio_mean,Zap_Ven_CasC_precio_min,Zap_Ven_CasC_precio_max,Zap_Ven_CasC_area_m2_mean,Zap_Ven_CasC_PxM2_mean,Zap_Ven_Cas_n,Zap_Ven_Cas_precio_mean,Zap_Ven_Cas_precio_min,Zap_Ven_Cas_precio_max,Zap_Ven_Cas_area_m2_mean,Zap_Ven_Cas_PxM2_mean,Zap_Ven_Dep_n,Zap_Ven_Dep_precio_mean,Zap_Ven_Dep_precio_min,Zap_Ven_Dep_precio_max,Zap_Ven_Dep_area_m2_mean,Zap_Ven_Dep_PxM2_mean,Zap_Ven_LocC_n,Zap_Ven_LocC_precio_mean,Zap_Ven_LocC_precio_min,Zap_Ven_LocC_precio_max,Zap_Ven_LocC_area_m2_mean,Zap_Ven_LocC_PxM2_mean,Zap_Ven_Ofc_n,Zap_Ven_Ofc_precio_mean,Zap_Ven_Ofc_precio_min,Zap_Ven_Ofc_precio_max,Zap_Ven_Ofc_area_m2_mean,Zap_Ven_Ofc_PxM2_mean,Zap_Ven_Terreno____n,Zap_Ven_Terreno____precio_mean,Zap_Ven_Terreno____precio_min,Zap_Ven_Terreno____precio_max,Zap_Ven_Terreno____area_m2_mean,Zap_Ven_Terreno____PxM2_mean
Colina de Los Belenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3686250.0,2995000.0,4800000.0,126.0,30966.386554621848,,,,,,,,,,,,,,,,,,,,,,,,
Colinas El Centinela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4540000.0,4540000.0,4540000.0,160.0,28375.0,5.0,12140000.0,4000000.0,24500000.0,342.2,32610.89317691964,,,,,,,,,,,,,,,,,,,1.0,12000000.0,12000000.0,12000000.0,1500.0,8000.0
Colinas Virreyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,40000.0,40000.0,40000.0,144.0,277.77777777777777,,,,,,,2.0,20900000.0,18500000.0,23300000.0,387.0,53910.633181939615,1.0,12500000.0,12500000.0,12500000.0,276.0,45289.85507246377,,,,,,,,,,,,,,,,,,
Colinas de Atemajac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9440000.0,9440000.0,9440000.0,306.0,30849.67320261438,1.0,7500000.0,7500000.0,7500000.0,153.0,49019.60784313725,,,,,,,,,,,,,,,,,,,,,,,,
Colinas de Huentitán,,,,,,,,,,,,,1.0,3080000.0,3080000.0,3080000.0,90.0,34222.22222222222,,,,,,,,,,,,,,,,,,,2.0,1215354.0,600000.0,1830708.0,135.0,8418.633333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colinas de La Abadía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,35850000.0,34900000.0,36800000.0,624.5,57417.86025976692,8.0,28536637.0,23900000.0,33500000.0,487.5,60098.93268808684,1.0,12500000.0,12500000.0,12500000.0,220.0,56818.181818181816,,,,,,,,,,,,,3.0,15450886.666666666,14360000.0,16830000.0,568.3333333333334,27519.30202756045
Colinas de La Normal,,,,,,,,,,,,,1.0,6990000.0,6990000.0,6990000.0,354.0,19745.762711864405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colinas de La Primavera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8890000.0,8890000.0,8890000.0,150.0,59266.66666666666,,,,,,,1.0,2650000.0,2650000.0,2650000.0,322.0,8229.813664596273,,,,,,,1.0,5900000.0,5900000.0,5900000.0,648.0,9104.93827160494
Colinas de Las Águilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4820000.0,2900000.0,6490000.0,215.75,23484.870899357928,1.0,1850000.0,1850000.0,1850000.0,66.0,28030.303030303032,,,,,,,,,,,,,1.0,8400000.0,8400000.0,8400000.0,1251.0,6714.62829736211
Colinas de Los Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8900.0,8900.0,8900.0,47.0,189.3617021276596,,,,,,,4.0,1635000.0,1625000.0,1645000.0,78.0,20961.53846153846,,,,,,,,,,,,,,,,,,,1.0,1689100.0,1689100.0,1689100.0,133.0,12700.0
Colinas de San Javier,9.0,30277.777777777777,24000.0,35000.0,121.0,270.6653839987173,1.0,21900000.0,21900000.0,21900000.0,580.0,37758.62068965517,13.0,30846756.923076924,15490000.0,45000000.0,632.0769230769231,50138.61402502535,18.0,10628103.555555556,4850000.0,23500000.0,166.55555555555554,61945.14758985125,3.0,3193333.333333333,1800000.0,5190000.0,52.0,59137.70053475936,2.0,6232833.0,5265666.0,7200000.0,74.0,84227.47297297297,10.0,29618666.0,19657750.0,43900000.0,940.0,31910.09749925737,3.0,30033.33333333333,19600.0,40000.0,107.33333333333331,286.5097720971123,1.0,32000000.0,32000000.0,32000000.0,733.0,43656.20736698499,10.0,30032822.9,6500000.0,45000000.0,489.5,60414.17381876808,1.0,4650000.0,4650000.0,4650000.0,85.0,54705.882352941175,,,,,,,,,,,,,6.0,29997846.666666668,25077080.0,35000000.0,911.6666666666666,33371.30905212299
Colinas de San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7596436.0,4250000.0,10942872.0,248.0,29074.5247311828,,,,,,,,,,,,,,,,,,,,,,,,
Colinas de Tesistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24500000.0,24500000.0,24500000.0,636.0,38522.01257861636,,,,,,,,,,,,,,,,,,,1.0,2082464.0,2082464.0,2082464.0,176.0,11832.181818181818
Colinas del Rey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12000.0,12000.0,12000.0,76.0,157.89473684210526,,,,,,,5.0,4710000.0,3700000.0,5370000.0,208.6,23104.2721791559,1.0,2350000.0,2350000.0,2350000.0,55.0,42727.27272727273,,,,,,,,,,,,,1.0,2990000.0,2990000.0,2990000.0,193.0,15492.227979274612
Colinas del Rio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3246666.6666666665,2680000.0,3900000.0,122.33333333333331,26843.400322885933,12.0,4644000.0,4100000.0,5200000.0,158.66666666666666,30775.94106225217,2.0,3041000.0,2900000.0,3182000.0,70.5,43196.85990338164,,,,,,,,,,,,,1.0,1982376.0,1982376.0,1982376.0,115.0,17238.05217391304
Colli Ctm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4193333.3333333335,2580000.0,6900000.0,151.33333333333334,27117.44547722639,1.0,4880000.0,4880000.0,4880000.0,110.0,44363.63636363636,,,,,,,,,,,,,,,,,,
Colli Primavera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3200000.0,3200000.0,3200000.0,120.0,26666.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
Colli Sitio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3150000.0,3150000.0,3150000.0,140.0,22500.0,3.0,3453333.333333333,1800000.0,4360000.0,74.66666666666667,45076.02339181287,,,,,,,,,,,,,,,,,,
Colomos,4.0,23875.0,19000.0,29000.0,114.5,214.0621770557087,,,,,,,1.0,18990000.0,18990000.0,18990000.0,510.0,37235.294117647056,13.0,8686601.76923077,4512500.0,15950000.0,172.84615384615384,52027.76228820102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colomos Providencia,50.0,32124.0,18500.0,98000.0,104.56,322.8704275743466,,,,,,,14.0,17125285.714285713,6200000.0,43990000.0,391.9285714285714,43518.27606006382,110.0,7039085.409090909,3161934.0,15089000.0,107.72727272727272,67976.76346835097,1.0,13500000.0,13500000.0,13500000.0,180.0,75000.0,5.0,15053173.2,7776000.0,37939850.0,384.6,58466.18537442088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colon,1.0,11500.0,11500.0,11500.0,105.0,109.52380952380952,,,,,,,3.0,4189333.3333333335,3769000.0,4699000.0,233.33333333333331,18004.725025849282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colon Industrial,,,,,,,,,,,,,2.0,5995000.0,4490000.0,7500000.0,259.0,22793.087869889318,,,,,,,,,,,,,2.0,4490000.0,4490000.0,4490000.0,233.0,19270.38626609442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conjunto Patria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,13714285.714285716,11850000.0,17000000.0,388.1428571428572,35685.80882389593,2.0,3766580.5,3600000.0,3933161.0,80.5,50978.93170488535,1.0,2934000.0,2934000.0,2934000.0,65.0,45138.46153846154,,,,,,,,,,,,
Constitución,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18000.0,18000.0,18000.0,58.0,310.3448275862069,,,,,,,8.0,3574318.0,1420000.0,7604544.0,146.625,23983.718846646112,2.0,3524500.0,3250000.0,3799000.0,80.5,44461.17815179422,,,,,,,,,,,,,1.0,24900000.0,24900000.0,24900000.0,2013.0,12369.597615499257
Constituyentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5575000.0,3350000.0,7800000.0,277.5,25471.82349813929,,,,,,,,,,,,,,,,,,,,,,,,
Copala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,680000.0,680000.0,680000.0,47.0,14468.08510638298,,,,,,,,,,,,,,,,,,
Cordilleras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,19996.666666666668,12990.0,25000.0,93.0,219.5891675374434,,,,,,,2.0,15675000.0,11850000.0,19500000.0,449.0,34430.19188766756,4.0,4058750.0,2800000.0,6300000.0,103.5,38339.67008026808,,,,,,,,,,,,,,,,,,
Coto Abie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3177560.0,3177560.0,3177560.0,104.0,30553.46153846154,21.0,3638421.904761905,2800000.0,4890000.0,121.76190476190476,30637.623578595463,,,,,,,,,,,,,,,,,,,2.0,1704522.0,1676664.0,1732380.0,138.5,12334.456766917294
Coto Altaterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2850000.0,2850000.0,2850000.0,122.0,23360.65573770492,3.0,3404000.0,2320000.0,4680000.0,128.33333333333334,26380.95238095238,,,,,,,,,,,,,,,,,,,,,,,,
Coto Altaterra II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2980000.0,2490000.0,3500000.0,109.0,27667.15536007819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coto Alva 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3498000.0,3498000.0,3498000.0,110.0,31800.0,11.0,3577272.727272727,2380000.0,4550000.0,127.0909090909091,28625.020027518567,,,,,,,,,,,,,,,,,,,1.0,1225000.0,1225000.0,1225000.0,99.0,12373.737373737376
Coto Alva 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3095000.0,2790000.0,3400000.0,90.0,34437.5,,,,,,,,,,,,,,,,,,,4.0,1744595.25,1378381.0,2250000.0,147.75,11881.38184010978
Coto Alva 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2600000.0,2600000.0,2600000.0,76.0,34210.52631578947,2.0,3590000.0,2890000.0,4290000.0,128.0,28200.0,,,,,,,,,,,,,,,,,,,6.0,1441189.0,1330080.0,1883554.0,117.83333333333331,12245.078610094097
Coto Alva 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1596000.0,1596000.0,1596000.0,140.0,11400.0
Coto Amalfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3200000.0,3200000.0,3200000.0,133.0,24060.15037593985,,,,,,,,,,,,,,,,,,,,,,,,
Coto Casa Blanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1790000.0,1790000.0,1790000.0,116.0,15431.03448275862,1.0,2290000.0,2290000.0,2290000.0,102.0,22450.980392156864,,,,,,,,,,,,,,,,,,,,,,,,
Coto Cañadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4380000.0,4380000.0,4380000.0,117.0,37435.89743589744,,,,,,,,,,,,,,,,,,,,,,,,
Coto Creta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4644500.0,4399000.0,4890000.0,189.5,24844.441599817943,2.0,4275000.0,4100000.0,4450000.0,162.0,26388.88888888889,,,,,,,,,,,,,,,,,,,1.0,3665000.0,3665000.0,3665000.0,145.0,25275.86206896552
Coto El Secreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4500000.0,4500000.0,4500000.0,90.0,50000.0,2.0,3480000.0,3390000.0,3570000.0,130.0,26835.555555555555,,,,,,,,,,,,,,,,,,,,,,,,
Coto F2 Norte Sienna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2731000.0,2731000.0,2731000.0,125.0,21848.0,4.0,4115000.0,3860000.0,4350000.0,169.25,24342.14343385781,,,,,,,1.0,2507014.0,2507014.0,2507014.0,34.0,73735.70588235294,,,,,,,,,,,,
Coto F2 Sur Sivec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4636666.666666667,4190000.0,5270000.0,172.0,28301.759834368528,7.0,4416219.571428572,4100000.0,4950000.0,170.28571428571428,26137.631785622296,,,,,,,,,,,,,,,,,,,4.0,1637048.0,1300000.0,2037692.0,132.25,12376.889978791092
Coto Galarza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4258571.428571428,3980000.0,4360000.0,164.57142857142858,26604.91949076736,24.0,4363875.0,3900000.0,4950000.0,179.625,24551.08403798364,,,,,,,,,,,,,,,,,,,5.0,1693444.0,1410000.0,2250000.0,130.4,12943.166014144774
Coto Las Ventanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4325000.0,3500000.0,5150000.0,116.5,37039.425202652914,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2430000.0,2430000.0,2430000.0,121.0,20082.644628099173
Coto Livorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4150000.0,4150000.0,4150000.0,170.0,24411.76470588236,1.0,3500000.0,3500000.0,3500000.0,170.0,20588.235294117647,,,,,,,,,,,,,,,,,,,,,,,,
Coto Sotovento I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4450000.0,4450000.0,4450000.0,189.0,23544.973544973545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coto Vitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5713333.333333333,4890000.0,6550000.0,198.33333333333331,29282.574991573976,11.0,5568636.363636363,4890000.0,6595000.0,176.27272727272728,33473.739317262014,,,,,,,,,,,,,,,,,,,2.0,2370440.0,2310880.0,2430000.0,113.0,21045.512790240064
Coto Zoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15000.0,14500.0,15500.0,105.5,146.80205415499532,2.0,3707500.0,3435000.0,3980000.0,154.0,24284.96240601504,6.0,3886763.0,2950000.0,4297139.0,138.83333333333334,28338.696042734733,4.0,3020873.75,2800000.0,3250000.0,74.75,40827.89755977727,,,,,,,,,,,,,,,,,,
Country Club,33.0,36706.06060606061,14000.0,100000.0,139.6060606060606,274.6086866205964,,,,,,,11.0,27220290.90909091,17800000.0,39340000.0,489.3636363636364,57227.37862140523,70.0,10988034.942857144,2783401.0,25000000.0,169.0142857142857,65470.00230449832,,,,,,,14.0,14415142.857142856,6258000.0,46351000.0,206.14285714285717,71807.34231610662,1.0,24840000.0,24840000.0,24840000.0,621.0,40000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristo Rey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,320000.0,320000.0,320000.0,100.0,3200.0
Crucero de La Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1900000.0,1350000.0,2450000.0,239.0,7781.474820143885,,,,,,,,,,,,,,,,,,,1.0,5053460.0,5053460.0,5053460.0,1365.0,3702.168498168498
Cruz Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1198000.0,1198000.0,1198000.0,67.0,17880.597014925374,,,,,,,,,,,,,,,,,,,,,,,,
De La Azalea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3300000.0,3300000.0,3300000.0,95.0,34736.84210526316,2.0,5562500.0,4475000.0,6650000.0,102.0,54922.78481012658,,,,,,,,,,,,,,,,,,
De Los Novelistas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13000000.0,13000000.0,13000000.0,155.0,83870.96774193548,,,,,,,,,,,,,,,,,,
De Los Sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3650000.0,3650000.0,3650000.0,134.5,27183.00110741971,1.0,3650000.0,3650000.0,3650000.0,140.0,26071.42857142857,,,,,,,,,,,,,,,,,,,,,,,,
Del Bosque,,,,,,,,,,,,,5.0,9400000.0,7500000.0,12000000.0,386.0,24894.74022704754,7.0,2288347.0,1490000.0,3968429.0,52.142857142857146,44459.141098548185,,,,,,,1.0,26500000.0,26500000.0,26500000.0,896.0,29575.89285714286,,,,,,,,,,,,,1.0,11000000.0,11000000.0,11000000.0,390.0,28205.128205128207,2.0,15900000.0,7800000.0,24000000.0,545.0,27771.915584415583,,,,,,,,,,,,,,,,,,,,,,,,
Del Fresno,,,,,,,,,,,,,10.0,3405200.0,2450000.0,4450000.0,188.0,18395.72615699257,8.0,2546613.25,1600000.0,4096842.0,64.625,41022.85253767057,2.0,23400000.0,22000000.0,24800000.0,883.0,28933.55390129584,,,,,,,2.0,2470000.0,2390000.0,2550000.0,106.5,24442.137320044298,,,,,,,,,,,,,1.0,19450000.0,19450000.0,19450000.0,640.0,30390.625,,,,,,,,,,,,,,,,,,,,,,,,
Del Iris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6500000.0,6500000.0,6500000.0,235.0,27659.574468085106,,,,,,,,,,,,,,,,,,,1.0,4961700.0,4961700.0,4961700.0,333.0,14900.0
Del Oro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6900000.0,6900000.0,6900000.0,189.0,36507.93650793651,,,,,,,,,,,,,,,,,,,,,,,,
Del Parque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,24125.0,17500.0,27000.0,110.5,228.14263274209924,1.0,9980000.0,9980000.0,9980000.0,238.0,41932.773109243695,7.0,13938571.42857143,9250000.0,18450000.0,365.0,39509.26653892234,21.0,5347377.0,4042500.0,8051121.0,107.85714285714286,51397.84446674875,,,,,,,,,,,,,2.0,6500000.0,6450000.0,6550000.0,258.0,25193.798449612405
Del Periodista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3000000.0,3000000.0,3000000.0,400.0,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7750000.0,7750000.0,7750000.0,316.0,24525.316455696204,2.0,6497500.0,6495000.0,6500000.0,210.0,30943.39622641509,,,,,,,,,,,,,,,,,,
Del Sur,,,,,,,,,,,,,5.0,4586000.0,2790000.0,7950000.0,185.2,24343.176913632364,,,,,,,1.0,2850000.0,2850000.0,2850000.0,187.0,15240.641711229946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Valle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14190000.0,14190000.0,14190000.0,317.0,44763.40694006309,,,,,,,4.0,4083486.25,3564380.0,4760886.0,73.5,55807.931457389466,,,,,,,,,,,,,1.0,4300000.0,4300000.0,4300000.0,90.0,47777.77777777778
División del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3150000.0,3150000.0,3150000.0,114.0,27631.57894736842,,,,,,,,,,,,,,,,,,,,,,,,
Doctores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,590000.0,590000.0,590000.0,120.0,4916.666666666667
Don Bosco Vallarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5436000.0,5436000.0,5436000.0,104.0,52269.230769230766,,,,,,,,,,,,,,,,,,
Dr. Valentín Gómez Farías,,,,,,,,,,,,,,,,,,,3.0,1506666.6666666667,1296000.0,1628000.0,50.0,30133.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echeverria,,,,,,,,,,,,,2.0,3425000.0,3300000.0,3550000.0,234.5,16433.555825242718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecológica El Seattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,28378000.0,11900000.0,42290000.0,686.6,38787.730424488414,,,,,,,,,,,,,,,,,,,1.0,10850000.0,10850000.0,10850000.0,460.0,23586.95652173913
El Bajo Hábitat 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11130000.0,9950000.0,12850000.0,260.3333333333333,43335.16554488421,,,,,,,,,,,,,,,,,,,1.0,15822000.0,15822000.0,15822000.0,1172.0,13500.0
El Bajo Hábitat 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13022500.0,9970000.0,14450000.0,290.75,44867.6968764381,4.0,12800000.0,9950000.0,14500000.0,297.25,43347.55841972264,,,,,,,,,,,,,,,,,,,,,,,,
El Bajío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,22666.666666666668,17500.0,28000.0,72.0,381.1705311705312,,,,,,,1.0,32500999.0,32500999.0,32500999.0,500.0,65001.998,37.0,4647103.702702703,3313000.0,6967866.0,116.67567567567568,40553.138118557086,,,,,,,,,,,,,3.0,18484063.33333333,10819620.0,24132570.0,1047.0,17841.979641082355
El Batan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3500000.0,3500000.0,3500000.0,99.0,35353.53535353536,2.0,3240000.0,2980000.0,3500000.0,81.0,40861.11111111111,,,,,,,,,,,,,,,,,,,,,,,,
El Bethel,,,,,,,,,,,,,1.0,2150000.0,2150000.0,2150000.0,90.0,23888.88888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Bosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3682000.0,2280000.0,4280000.0,135.8,27070.113386089484,1.0,3150000.0,3150000.0,3150000.0,96.0,32812.5,,,,,,,,,,,,,,,,,,
El Briseño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9920000.0,2800000.0,35000000.0,349.57142857142856,24648.82882394264,,,,,,,,,,,,,,,,,,,,,,,,
El Calabozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4290000.0,4290000.0,4290000.0,252.0,17023.809523809523,,,,,,,,,,,,,,,,,,,,,,,,
