id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-LasL_Cas-027M-530_05-03-06_CityR-10343-20712,Zapopan,Las Lomas Golf Hábitat,Venta,Casa,530,5.0,6.0,3.5,27000000,50943.4,1.0,-103.439083,20.712183,,0,,50943.396
