id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-SanJ_Dep-002M-042_01-01-01_SMBAR-10345-20704,Zapopan,San Juan de Ocotán,Venta,Departamento,42,1.0,1.0,1.0,2617000,62309.52,1200.0,-103.454445,20.70452,,0,,62309.524
