id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-Misi_Cas-003M-082_03-02-02_Maria-10343-20752,Zapopan,Misión del Valle,Venta,Casa,82,3.0,2.0,2.5,3450000,42073.17,500.0,-103.439075,20.752005,,,,42073.171
Zap-Misi_Cas-002M-082_03-02-02_Maria-10343-20752,Zapopan,Misión del Valle,Venta,Casa,82,3.0,2.0,2.0,2750000,33536.59,500.0,-103.439075,20.752005,,,,33536.585
