id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-LaMe_Cas-032M-750_04-07-04_Maria-10343-20704,Zapopan,La Mesa de La Coronilla,Venta,Casa,750,4.0,4.0,7.0,32000000,42666.67,4000.0,-103.431212,20.704149,27.0,3,,42666.667
