id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-Puer_CasC-003M-110_03-02-02_SOLAR-10343-20776,Zapopan,Puerta Serena,Venta,Casa en Condominio,110,3.0,2.0,2.5,3219000,29263.64,790.0,-103.432501,20.776188,36.0,6,,29263.636
