id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-Ciud_Cas-020M-610_04-04-04_Colum-10340-20653,Zapopan,Ciudad del Sol,Venta,Casa,610,4.0,4.0,4.5,20500000,33606.56,1300.0,-103.409274,20.653472,,30,,33606.557
Zap-Ciud_Cas-021M-610_04-04-04_Colum-10340-20653,Zapopan,Ciudad del Sol,Venta,Casa,610,4.0,4.0,4.5,21500000,35245.9,1300.0,-103.409274,20.653472,299.0,30,,35245.902
