id,PaginaWeb,Ciudad,Colonia,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,precio,mantenimiento,longitud,latitud,tiempo_publicacion,Banos_totales,antiguedad_icon,PxM2
Zap-Coli_Cas-013M-300_04-05-03_Piso9-10340-20699,Inm24,Zap,Colinas de San Javier,Ven,Cas,300,4.0,3.0,13500000,,-103.401736,20.699237,,5.0,,45000.0
Zap-Coli_Cas-004M-186_03-02-02_SIERR-10342-20782,Inm24,Zap,Colinas de San Miguel,Ven,Cas,186,3.0,2.0,4250000,,-103.424698,20.782895,,2.5,0.0,22849.46237
Zap-Coll_Cas-002M-093_03-02-01_Grupo-10342-20648,Inm24,Zap,Colli Ctm,Ven,Cas,93,3.0,1.0,2580000,,-103.424637,20.648857,15.0,2.0,44.0,27741.93548
Zap-Coll_Cas-006M-203_03-02-02_SIERR-10342-20646,Inm24,Zap,Colli Ctm,Ven,Cas,203,3.0,2.0,6900000,,-103.426246,20.646279,,2.5,,33990.14778
Zap-Coll_Cas-003M-158_04-02-02_INSEA-10342-20646,Inm24,Zap,Colli Ctm,Ven,Cas,158,4.0,2.0,3100000,,-103.427614,20.646982,,2.5,,19620.25316
Zap-Coll_Cas-003M-120_04-01-01_Tratt-10343-20649,Inm24,Zap,Colli Primavera,Ven,Cas,120,4.0,1.0,3200000,,-103.430678,20.649335,,1.0,,26666.66667
Zap-Coll_Cas-003M-140_03-01-01_PAULI-10343-20652,Inm24,Zap,Colli Sitio,Ven,Cas,140,3.0,1.0,3150000,,-103.439639,20.652997,,1.5,,22500.0
Zap-Cons_Cas-003M-099_03-01-02_IOBie-10337-20726,Inm24,Zap,Constituyentes,Ven,Cas,99,3.0,2.0,3350000,,-103.373895,20.726762,20.0,1.0,,33838.38384
Zap-Cord_Cas-019M-521_04-04-04_CASTU-10341-20669,Inm24,Zap,Cordilleras,Ven,Cas,521,4.0,4.0,19500000,,-103.418761,20.669884,54.0,4.5,36.0,37428.02303
Zap-Cord_Cas-011M-377_03-04-04_RUGAI-10342-20670,Inm24,Zap,Cordilleras,Ven,Cas,377,3.0,4.0,11850000,,-103.42189,20.670223,,4.5,20.0,31432.36074
Zap-Coto_Cas-002M-100_02-02-02_Tratt-10342-20778,Inm24,Zap,Coto Altaterra,Ven,Cas,100,2.0,2.0,2320000,,-103.425099,20.778284,105.0,2.5,7.0,23200.0
Zap-Coto_Cas-004M-175_03-03-02_Dimar-10342-20778,Inm24,Zap,Coto Altaterra,Ven,Cas,175,3.0,2.0,4680000,,-103.424984,20.778246,57.0,3.5,0.0,26742.85714
Zap-Coto_Cas-003M-110_03-02-02_LIAIN-10342-20778,Inm24,Zap,Coto Altaterra,Ven,Cas,110,3.0,2.0,3212000,,-103.424471,20.778651,,2.5,,29200.0
Zap-Coto_Cas-002M-080_02-02-00_MIDIS-10342-20790,Inm24,Zap,Coto Alva 2,Ven,Cas,80,2.0,,2790000,,-103.422327,20.790161,50.0,2.5,4.0,34875.0
Zap-Coto_Cas-003M-100_03-02-02_GRUPO-10342-20790,Inm24,Zap,Coto Alva 2,Ven,Cas,100,3.0,2.0,3400000,,-103.423231,20.790248,14.0,2.5,0.0,34000.0
Zap-Coto_Cas-004M-156_03-04-02_Carra-10342-20791,Inm24,Zap,Coto Alva 3,Ven,Cas,156,3.0,2.0,4290000,,-103.423899,20.791127,160.0,4.0,0.0,27500.0
Zap-Coto_Cas-002M-100_03-02-01_GIBRA-10342-20791,Inm24,Zap,Coto Alva 3,Ven,Cas,100,3.0,1.0,2890000,800.0,-103.425641,20.791324,,2.0,0.0,28900.0
Zap-Coto_Cas-003M-133_03-03-02_Servi-10348-20620,Inm24,Zap,Coto Amalfi,Ven,Cas,133,3.0,2.0,3200000,650.0,-103.482707,20.620242,,3.5,,24060.15038
Zap-Coto_Cas-002M-102_03-03-02_1erNi-10347-20783,Inm24,Zap,Coto Casa Blanca,Ven,Cas,102,3.0,2.0,2290000,250.0,-103.470733,20.783068,6.0,3.0,15.0,22450.98039
Zap-Coto_Cas-004M-117_03-02-02_CONST-10340-20768,Inm24,Zap,Coto Cañadas,Ven,Cas,117,3.0,2.0,4380000,820.0,-103.402958,20.768845,137.0,2.5,6.0,37435.89744
Zap-Coto_Cas-004M-162_03-02-04_ARTUR-10341-20787,Inm24,Zap,Coto Creta,Ven,Cas,162,3.0,4.0,4100000,,-103.416198,20.787485,68.0,2.5,0.0,25308.64198
Zap-Coto_Cas-004M-162_03-02-03_Viter-10341-20789,Inm24,Zap,Coto Creta,Ven,Cas,162,3.0,3.0,4450000,,-103.417104,20.789025,,2.5,,27469.1358
Zap-Coto_Cas-003M-135_03-02-02_JPKEX-10343-20744,Inm24,Zap,Coto El Secreto,Ven,Cas,135,3.0,2.0,3390000,,-103.439852,20.744614,,2.5,,25111.11111
Zap-Coto_Cas-003M-125_03-02-02_MyL0-10344-20745,Inm24,Zap,Coto El Secreto,Ven,Cas,125,3.0,2.0,3570000,,-103.44056,20.745481,,2.5,,28560.0
Zap-Coto_Cas-004M-184_04-02-02_CLAUD-10341-20788,Inm24,Zap,Coto F2 Norte Sienna,Ven,Cas,184,4.0,2.0,4350000,1300.0,-103.413627,20.788475,28.0,2.5,3.0,23641.30435
Zap-Coto_Cas-004M-163_03-02-02_Colum-10341-20788,Inm24,Zap,Coto F2 Norte Sienna,Ven,Cas,163,3.0,2.0,4150000,1155.0,-103.413894,20.788184,,2.5,0.0,25460.1227
Zap-Coto_Cas-003M-167_03-03-02_Propi-10341-20788,Inm24,Zap,Coto F2 Norte Sienna,Ven,Cas,167,3.0,2.0,3860000,,-103.413863,20.788092,81.0,3.0,0.0,23113.77246
Zap-Coto_Cas-004M-163_03-02-02_GuiaE-10341-20788,Inm24,Zap,Coto F2 Norte Sienna,Ven,Cas,163,3.0,2.0,4100000,,-103.414005,20.788129,,2.5,,25153.37423
Zap-Coto_Cas-003M-170_04-03-02_Gaant-10348-20622,Inm24,Zap,Coto Livorno,Ven,Cas,170,4.0,2.0,3500000,,-103.483256,20.622567,,3.5,,20588.23529
Zap-Cruc_Cas-001M-200_04-01-02_Capri-10334-20762,Inm24,Zap,Crucero de La Mesa,Ven,Cas,200,4.0,2.0,1350000,,-103.340104,20.762954,,1.0,10.0,6750.0
Zap-Cruc_Cas-002M-278_03-03-02_RealH-10334-20763,Inm24,Zap,Crucero de La Mesa,Ven,Cas,278,3.0,2.0,2450000,,-103.346349,20.763363,87.0,3.0,0.0,8812.94964
Zap-Cruz_Cas-001M-067_02-01-01_1erNi-10347-20782,Inm24,Zap,Cruz Verde,Ven,Cas,67,2.0,1.0,1198000,300.0,-103.47352,20.782405,,1.0,,17880.59701
Zap-DeLa_Cas-003M-095_03-01-01_Affar-10338-20734,Inm24,Zap,De La Azalea,Ven,Cas,95,3.0,1.0,3300000,,-103.384709,20.734138,178.0,1.5,25.0,34736.84211
Zap-DeLo_Cas-003M-140_03-03-02_INVER-10338-20752,Inm24,Zap,De Los Sauces,Ven,Cas,140,3.0,2.0,3650000,,-103.382487,20.75272,,3.5,,26071.42857
Zap-DelB_Cas-007M-320_04-04-02_Jorge-10345-20610,Inm24,Zap,Del Bosque,Ven,Cas,320,4.0,2.0,7800000,,-103.453551,20.610253,11.0,4.0,25.0,24375.0
Zap-DelI_Cas-006M-235_03-02-02_DAMAV-10345-20606,Inm24,Zap,Del Iris,Ven,Cas,235,3.0,2.0,6500000,,-103.450887,20.606476,147.0,2.5,20.0,27659.57447
Zap-DelO_Cas-006M-189_03-04-03_ARANI-10343-20633,Inm24,Zap,Del Oro,Ven,Cas,189,3.0,3.0,6900000,,-103.434185,20.633014,,4.0,0.0,36507.93651
Zap-Divi_Cas-003M-114_02-01-00_Adell-10335-20733,Inm24,Zap,División del Norte,Ven,Cas,114,2.0,,3150000,,-103.355974,20.733319,,1.0,,27631.57895
Zap-Ecol_Cas-011M-405_03-03-03_SANMI-10337-20721,Inm24,Zap,Ecológica El Seattle,Ven,Cas,405,3.0,3.0,11900000,,-103.378362,20.721391,,3.5,,29382.71605
Zap-Ecol_Cas-011M-400_04-05-03_Piso9-10337-20721,Inm24,Zap,Ecológica El Seattle,Ven,Cas,400,4.0,3.0,11900000,,-103.378362,20.721391,,5.0,,29750.0
Zap-ElBa_Cas-012M-330_04-05-03_jorge-10346-20698,Inm24,Zap,El Bajo Hábitat 1,Ven,Cas,330,4.0,3.0,12850000,,-103.465483,20.698688,95.0,5.0,3.0,38939.39394
Zap-ElBa_Cas-009M-221_04-04-03_NUCLE-10346-20700,Inm24,Zap,El Bajo Hábitat 1,Ven,Cas,221,4.0,3.0,9950000,,-103.466731,20.700427,,4.0,,45022.62443
Zap-ElBa_Cas-010M-230_03-03-04_LAMAT-10346-20700,Inm24,Zap,El Bajo Hábitat 1,Ven,Cas,230,3.0,4.0,10590000,,-103.467017,20.700125,,3.5,,46043.47826
Zap-ElBa_Cas-012M-330_04-04-03_ALCBI-10346-20700,Inm24,Zap,El Bajo Hábitat 2,Ven,Cas,330,4.0,3.0,12350000,,-103.466347,20.700843,55.0,4.0,0.0,37424.24242
Zap-ElBa_Cas-009M-274_04-04-02_ALTUR-10346-20700,Inm24,Zap,El Bajo Hábitat 2,Ven,Cas,274,4.0,2.0,9950000,,-103.466291,20.700989,,4.0,,36313.86861
Zap-ElBa_Cas-014M-320_03-03-02_ÃNICA-10346-20700,Inm24,Zap,El Bajo Hábitat 2,Ven,Cas,320,3.0,2.0,14500000,,-103.466321,20.700883,,3.5,,45312.5
Zap-ElBa_Cas-014M-265_04-05-02_JAVIE-10346-20700,Inm24,Zap,El Bajo Hábitat 2,Ven,Cas,265,4.0,2.0,14400000,2500.0,-103.466321,20.700883,,5.5,0.0,54339.62264
Zap-ElBa_Cas-002M-090_02-01-02_Pilar-10334-20722,Inm24,Zap,El Batan,Ven,Cas,90,2.0,2.0,2980000,,-103.347639,20.722572,69.0,1.5,37.0,33111.11111
Zap-ElBa_Cas-003M-072_03-02-02_Hogar-10334-20722,Inm24,Zap,El Batan,Ven,Cas,72,3.0,2.0,3500000,150.0,-103.34613,20.722745,,2.5,,48611.11111
Zap-ElCa_Cas-004M-079_04-03-02_AROBI-10343-20594,Inm24,Zap,El Campanario,Ven,Cas,79,4.0,2.0,4300000,,-103.434399,20.594835,,3.5,0.0,54430.37975
Zap-ElPa_Cas-004M-215_03-02-02_GUGAI-10337-20727,Inm24,Zap,El Paraíso,Ven,Cas,215,3.0,2.0,4200000,,-103.379516,20.727328,70.0,2.5,15.0,19534.88372
Zap-ElPa_Cas-006M-184_02-02-02_ALIMA-10337-20724,Inm24,Zap,El Paraíso,Ven,Cas,184,2.0,2.0,6915596,,-103.377597,20.724847,23.0,2.5,0.0,37584.76087
Zap-ElPa_Cas-004M-215_03-02-02_EJEIN-10337-20727,Inm24,Zap,El Paraíso,Ven,Cas,215,3.0,2.0,4280000,,-103.379386,20.727723,,2.5,,19906.97674
Zap-ElTi_Cas-004M-183_03-02-02_VECOR-10341-20764,Inm24,Zap,El Tigre,Ven,Cas,183,3.0,2.0,4400000,,-103.416742,20.764382,,2.0,0.0,24043.71585
Zap-ElTi_Cas-010M-250_03-02-02_NUBOA-10341-20766,Inm24,Zap,El Tigre,Ven,Cas,250,3.0,2.0,10074999,,-103.417798,20.766516,4.0,2.5,0.0,40299.996
Zap-ElTi_Cas-003M-095_02-02-02_Piso9-10347-20632,Inm24,Zap,El Tizate,Ven,Cas,95,2.0,2.0,3200000,,-103.475135,20.632331,57.0,2.0,0.0,33684.21053
Zap-ElTi_Cas-003M-180_03-03-00_Karen-10347-20635,Inm24,Zap,El Tizate,Ven,Cas,180,3.0,,3250000,,-103.476962,20.635712,75.0,3.5,3.0,18055.55556
Zap-ElZa_Cas-002M-084_02-02-01_Sandr-10341-20655,Inm24,Zap,El Zapote,Ven,Cas,84,2.0,1.0,2900000,,-103.417881,20.655156,28.0,2.5,15.0,34523.80952
Zap-Elit_Cas-007M-241_03-02-02_ALTID-10346-20717,Inm24,Zap,Elite,Ven,Cas,241,3.0,2.0,7927500,7927500.0,-103.460413,20.717892,,2.5,,32894.19087
Zap-Entr_Cas-015M-265_04-04-03_CAPIT-10343-20699,Inm24,Zap,Entrelomas,Ven,Cas,265,4.0,3.0,15200000,,-103.438394,20.699734,52.0,4.0,,57358.49057
Zap-Esen_Cas-007M-218_03-04-02_Grupo-10345-20723,Inm24,Zap,Esencia,Ven,Cas,218,3.0,2.0,7875000,,-103.45479,20.723681,,4.5,4.0,36123.85321
Zap-Estr_Cas-002M-195_03-03-02_Maria-10347-20791,Inm24,Zap,Estrada,Ven,Cas,195,3.0,2.0,2980000,,-103.470474,20.791193,,3.5,,15282.05128
Zap-Estr_Cas-002M-195_03-03-00_Maria-10347-20791,Inm24,Zap,Estrada,Ven,Cas,195,3.0,,2900000,,-103.470519,20.791376,,3.5,0.0,14871.79487
Zap-Euca_Cas-008M-315_03-02-03_YABEA-10342-20676,Inm24,Zap,Eucalipto Vallarta,Ven,Cas,315,3.0,3.0,8800000,,-103.426349,20.676864,,2.5,,27936.50794
Zap-Euca_Cas-009M-274_04-02-02_RUGAI-10342-20675,Inm24,Zap,Eucalipto Vallarta,Ven,Cas,274,4.0,2.0,9990000,,-103.427855,20.675875,,2.5,,36459.85401
Zap-Flor_Cas-003M-122_03-03-01_Marie-10344-20747,Inm24,Zap,Flores del Valle,Ven,Cas,122,3.0,1.0,3480000,,-103.44368,20.7473,,3.0,,28524.59016
Zap-Fore_Cas-004M-175_03-02-02_KWGRA-10347-20629,Inm24,Zap,Foret,Ven,Cas,175,3.0,2.0,4590000,,-103.478623,20.629702,55.0,2.0,,26228.57143
