id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-Sola_Cas-006M-192_04-03-03_Vival-10346-20723,Zapopan,Solares Althea,Venta,Casa,192,4.0,3.0,3.5,6800000,35416.67,1688.0,-103.468146,20.723478,29.0,0,,35416.667
