id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-LasL_Terr-015M-783_00-00-00_GuiaE-10344-20711,Zapopan,Las Lomas Golf Hábitat,Venta,Terreno,783,,,0.0,15000000,19157.09,12692.0,-103.443704,20.711784,,,,19157.088
