id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Gdl-Circ_Dep-007M-110_02-02-02_INMOB-10337-20697,Guadalajara,Circunvalación Américas,Venta,Departamento,110,2.0,2.0,2.5,7280000,66181.82,5000.0,-103.377228,20.697823,,0,,66181.818
