id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-ElBo_Cas-004M-157_03-02-02_SIERR-10338-20757,Zapopan,El Bosque,Venta,Casa,157,3.0,2.0,2.5,4200000,26751.59,800.0,-103.382177,20.75751,19.0,15,,26751.592
Zap-ElBo_Cas-004M-157_03-02-02_Habix-10338-20757,Zapopan,El Bosque,Venta,Casa,157,3.0,2.0,2.5,4200000,26751.59,800.0,-103.382197,20.757514,41.0,15,,26751.592
