id,PaginaWeb,Ciudad,Colonia,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,precio,mantenimiento,longitud,latitud,tiempo_publicacion,Banos_totales,antiguedad_icon,PxM2,Fecha_Scrap
Zap-SanJ_CasC-028K-171_01-01-00_HOMEL-10346-20716,Inm24,Zap,San Juan de Ocotán,Ren,CasC,171.0,1.0,,28000.0,,-103.460795,20.716534,27.0,1.0,4.0,163.74269005847952,
Zap-Send_CasC-020K-159_03-02-02_ASESO-10342-20779,Inm24,Zap,Sendas,Ren,CasC,159.0,3.0,2.0,20000.0,,-103.422719,20.779108,11.0,2.5,8.0,125.78616352201256,
Zap-Send_CasC-023K-185_04-03-02_Jocel-10341-20779,Inm24,Zap,Sendas Residencial G2,Ren,CasC,185.0,4.0,2.0,23600.0,,-103.416017,20.779106,3.0,3.5,5.0,127.56756756756756,
Zap-Soar_CasC-031K-212_03-04-02_FINCA-10347-20731,Inm24,Zap,Soare Acantia I,Ren,CasC,212.0,3.0,2.0,31000.0,,-103.470773,20.731297,35.0,4.0,5.0,146.2264150943396,
Zap-Soar_CasC-029K-200_03-04-02_PRYAg-10347-20733,Inm24,Zap,Soare II Coto2,Ren,CasC,200.0,3.0,2.0,29500.0,,-103.472521,20.733388,6.0,4.0,6.0,147.5,
Zap-Soar_CasC-029K-214_03-03-02_SANTI-10347-20733,Inm24,Zap,Soare II Coto2,Ren,CasC,214.0,3.0,2.0,29000.0,1800.0,-103.471752,20.73313,15.0,3.5,3.0,135.51401869158877,
Zap-Sola_CasC-028K-180_03-04-02_Anafa-10346-20725,Inm24,Zap,Solares,Ren,CasC,180.0,3.0,2.0,28000.0,,-103.462207,20.725089,86.0,4.5,10.0,155.55555555555554,
Zap-Sola_CasC-032K-230_03-03-02_GRECI-10345-20723,Inm24,Zap,Solares,Ren,CasC,230.0,3.0,2.0,32000.0,,-103.459443,20.723561,57.0,3.5,10.0,139.1304347826087,
Zap-Sola_CasC-026K-210_03-03-02_GuiaE-10346-20726,Inm24,Zap,Solares Antara,Ren,CasC,210.0,3.0,2.0,26160.0,,-103.467879,20.726076,55.0,3.5,10.0,124.57142857142856,
Zap-Sole_CasC-027K-210_04-03-02_Mónic-10345-20730,Inm24,Zap,Sole Real,Ren,CasC,210.0,4.0,2.0,27900.0,,-103.455833,20.730604,44.0,3.5,8.0,132.85714285714286,
Zap-Vale_CasC-032K-180_03-03-01_EDGAR-10347-20725,Inm24,Zap,Valeira,Ren,CasC,180.0,3.0,1.0,32500.0,,-103.470027,20.725869,,3.0,3.0,180.55555555555557,
Zap-Vall_CasC-090K-460_05-04-06_REALA-10344-20724,Inm24,Zap,Valle Real,Ren,CasC,460.0,5.0,6.0,90000.0,,-103.447018,20.724183,59.0,4.5,4.0,195.65217391304347,
Zap-Vall_CasC-023K-140_03-02-02_Grupo-10345-20728,Inm24,Zap,Valle Real,Ren,CasC,140.0,3.0,2.0,23000.0,1500.0,-103.451941,20.728897,254.0,2.0,7.0,164.28571428571428,
Zap-Vill_CasC-050K-380_04-05-03_IGPIN-10342-20692,Inm24,Zap,Villa La Cima,Ren,CasC,380.0,4.0,3.0,50000.0,,-103.426834,20.69213,3.0,5.0,7.0,131.57894736842104,
Zap-Vill_CasC-080K-400_03-04-03_ALTUR-10344-20701,Inm24,Zap,Villa Verona,Ren,CasC,400.0,3.0,3.0,80000.0,,-103.444431,20.701485,29.0,4.5,5.0,200.0,
Zap-Vill_CasC-040K-234_03-04-02_FINCA-10344-20691,Inm24,Zap,Villas de Asís,Ren,CasC,234.0,3.0,2.0,40000.0,,-103.441964,20.69192,23.0,4.5,14.0,170.94017094017093,
Zap-Vill_CasC-026K-170_03-03-02_WININ-10344-20691,Inm24,Zap,Villas de Asís,Ren,CasC,170.0,3.0,2.0,26500.0,,-103.441964,20.69192,9.0,3.0,15.0,155.88235294117646,
Zap-Vill_CasC-016K-094_04-03-02_Palom-10342-20654,Inm24,Zap,Villas del Tepeyac,Ren,CasC,94.0,4.0,2.0,16500.0,,-103.425106,20.654055,0.0,3.0,25.0,175.53191489361703,
Zap-Vist_CasC-027K-260_03-03-02_olivi-10348-20610,Inm24,Zap,Vistas del Valle 1,Ren,CasC,260.0,3.0,2.0,27000.0,,-103.485117,20.610591,0.0,3.5,3.0,103.84615384615384,
