id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-Camp_CasC-001M-072_02-01-02_ARANI-10344-20791,Zapopan,Campo Real,Venta,Casa en Condominio,72,2.0,2.0,1.5,1590000,22083.33,490.0,-103.442817,20.791018,191.0,9,,22083.333
