id,PaginaWeb,Ciudad,Colonia,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,precio,mantenimiento,longitud,latitud,tiempo_publicacion,Banos_totales,antiguedad_icon,PxM2,Fecha_Scrap
Gdl-ElSa_Cas-003M-088_03-03-01_BIENE-10338-20623,Inm24,Gdl,El Sauz,Ven,Cas,88.0,3.0,1.0,3200000.0,,-103.38866,20.623219,85.0,3.0,0.0,36363.63636363636,
Gdl-Elec_Cas-004M-252_04-02-01_Centu-10330-20649,Inm24,Gdl,Electricistas,Ven,Cas,252.0,4.0,1.0,4799000.0,,-103.304968,20.649598,135.0,2.5,12.0,19043.650793650795,
Gdl-Heli_Cas-003M-230_04-01-02_Habit-10327-20687,Inm24,Gdl,Heliodoro Hernández Loza,Ven,Cas,230.0,4.0,2.0,3450000.0,,-103.276928,20.687323,77.0,1.5,30.0,15000.0,
Gdl-Hern_Cas-002M-102_02-01-00_RAFAE-10332-20663,Inm24,Gdl,Hernández Romo,Ven,Cas,102.0,2.0,,2200000.0,,-103.321495,20.663298,64.0,1.0,45.0,21568.62745098039,
Gdl-Hern_Cas-001M-135_02-02-00_ALTID-10331-20664,Inm24,Gdl,Hernández Romo,Ven,Cas,135.0,2.0,,1800000.0,,-103.319849,20.664883,,2.0,42.0,13333.333333333334,
Gdl-Jard_Cas-014M-577_04-05-00_KWGRA-10330-20671,Inm24,Gdl,Jardines de Guadalupe,Ven,Cas,577.0,4.0,,14350000.0,,-103.301704,20.671468,4.0,5.0,,24870.01733102253,
Gdl-Jard_Cas-004M-140_04-03-01_Ascen-10337-20644,Inm24,Gdl,Jardines de La Cruz,Ven,Cas,140.0,4.0,1.0,4250000.0,,-103.378397,20.644276,316.0,3.0,32.0,30357.14285714286,
Gdl-Jard_Cas-004M-164_03-02-02_BREZO-10338-20646,Inm24,Gdl,Jardines de La Cruz,Ven,Cas,164.0,3.0,2.0,4500000.0,,-103.383949,20.646774,289.0,2.5,46.0,27439.024390243903,
Gdl-Jard_Cas-004M-170_04-02-02_Danie-10338-20638,Inm24,Gdl,Jardines de La Cruz,Ven,Cas,170.0,4.0,2.0,4800000.0,,-103.382139,20.638419,238.0,2.0,20.0,28235.29411764706,
Gdl-Jard_Cas-004M-120_04-02-00_CaroL-10338-20638,Inm24,Gdl,Jardines de La Cruz,Ven,Cas,120.0,4.0,,4800000.0,,-103.382139,20.638419,13.0,2.0,35.0,40000.0,
Gdl-Jard_Cas-005M-227_04-03-01_GuiaE-10339-20671,Inm24,Gdl,Jardines de Los Arcos,Ven,Cas,227.0,4.0,1.0,5580000.0,,-103.396416,20.671561,115.0,3.5,50.0,24581.497797356828,
Gdl-Jard_Cas-013M-370_04-05-03_Esfer-10339-20670,Inm24,Gdl,Jardines de Los Arcos,Ven,Cas,370.0,4.0,3.0,13495000.0,,-103.399629,20.670801,,5.5,50.0,36472.97297297297,
Gdl-Jard_Cas-004M-090_04-02-01_Pulpp-10328-20642,Inm24,Gdl,Jardines de Los Historiadores,Ven,Cas,90.0,4.0,1.0,4100000.0,,-103.287798,20.642738,100.0,2.5,30.0,45555.55555555556,
Gdl-Jard_Cas-002M-130_04-02-01_Jorge-10338-20632,Inm24,Gdl,Jardines de San José,Ven,Cas,130.0,4.0,1.0,2550000.0,100.0,-103.389112,20.632989,74.0,2.5,30.0,19615.384615384617,
Gdl-Jard_Cas-004M-121_03-02-02_Globa-10338-20635,Inm24,Gdl,Jardines de San José,Ven,Cas,121.0,3.0,2.0,4950000.0,,-103.386855,20.635711,25.0,2.5,15.0,40909.09090909091,
Gdl-Jard_Cas-004M-165_03-02-02_SIPSo-10338-20636,Inm24,Gdl,Jardines de San José,Ven,Cas,165.0,3.0,2.0,4950000.0,,-103.389079,20.636236,9.0,2.5,,30000.0,
Gdl-Jard_Cas-005M-128_04-03-02_Grupo-10331-20712,Inm24,Gdl,Jardines de Santa Isabel,Ven,Cas,128.0,4.0,2.0,5300000.0,,-103.313404,20.712652,83.0,3.0,0.0,41406.25,
Gdl-Jard_Cas-005M-127_03-02-01_Ferna-10331-20716,Inm24,Gdl,Jardines de Santa Isabel,Ven,Cas,127.0,3.0,1.0,5300000.0,,-103.310511,20.71689,16.0,2.0,24.0,41732.28346456693,
Gdl-Jard_Cas-005M-250_03-02-02_Sierr-10339-20625,Inm24,Gdl,Jardines del Sauz,Ven,Cas,250.0,3.0,2.0,5900000.0,,-103.39458,20.625391,18.0,2.5,5.0,23600.0,
Gdl-Jard_Cas-002M-063_03-01-01_Javie-10339-20626,Inm24,Gdl,Jardines del Sauz,Ven,Cas,63.0,3.0,1.0,2390000.0,,-103.396929,20.626357,33.0,1.5,1.0,37936.50793650794,
Gdl-Jard_Cas-002M-065_03-01-01_ALFIL-10339-20636,Inm24,Gdl,Jardines del Sur,Ven,Cas,65.0,3.0,1.0,2900000.0,,-103.392308,20.636453,158.0,1.5,25.0,44615.38461538462,
Gdl-Jard_Cas-003M-090_03-01-01_Gabri-10339-20635,Inm24,Gdl,Jardines del Sur,Ven,Cas,90.0,3.0,1.0,3550000.0,,-103.391814,20.635901,58.0,1.5,0.0,39444.444444444445,
Gdl-LaCr_Cas-002M-089_02-01-01_LICGR-10339-20639,Inm24,Gdl,La Cruz,Ven,Cas,89.0,2.0,1.0,2960000.0,,-103.391536,20.63911,127.0,1.0,30.0,33258.426966292136,
Gdl-LaCr_Cas-007M-273_02-02-02_Mansi-10338-20640,Inm24,Gdl,La Cruz,Ven,Cas,273.0,2.0,2.0,7990000.0,,-103.388714,20.640388,58.0,2.0,0.0,29267.39926739927,
Gdl-LaCr_Cas-006M-205_04-03-01_maian-10338-20638,Inm24,Gdl,La Cruz,Ven,Cas,205.0,4.0,1.0,6000000.0,,-103.389821,20.638361,21.0,3.0,15.0,29268.29268292683,
Gdl-LaGu_Cas-005M-330_03-03-02_Capit-10335-20707,Inm24,Gdl,La Guadalupana,Ven,Cas,330.0,3.0,2.0,5250000.0,,-103.350714,20.707868,26.0,3.5,0.0,15909.09090909091,
Gdl-LaGu_Cas-003M-123_02-01-00_DOCE-10335-20712,Inm24,Gdl,La Guadalupana,Ven,Cas,123.0,2.0,,3100000.0,,-103.351271,20.712586,127.0,1.0,50.0,25203.25203252033,
