id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-ElCo_Dep-003M-097_01-02-01_Sandr-10342-20645,Zapopan,El Colli Urbano,Venta,Departamento,97,1.0,1.0,2.0,3480000,35876.29,1100.0,-103.421763,20.645051,169.0,3,,35876.289
