id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-ElFo_Cas-004M-139_03-03-02_PRYAg-10347-20627,Zapopan,El Fortín,Venta,Casa,139,3.0,2.0,3.5,4490000,32302.16,1000.0,-103.477801,20.627878,,0,,32302.158
