id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-Sola_Dep-017K-060_02-02-01_Garan-10346-20724,Zapopan,Solares Antara,Renta,Departamento,60,2.0,1.0,2.0,17100,285.0,3100.0,-103.467073,20.724898,43.0,1,,285.0
