id,Ciudad,Colonia,operacion,tipo_propiedad,area_m2,precio,longitud,latitud,PxM2
Gdl-Vill_Dep-002M-039_01-01-01_JGCBI-10336-20693,Gdl,Villaseñor (Santa Teresita),Ven,Dep,39,2652807,-103.368951,20.693014,68020.69231
Gdl-Lago_Dep-860K-037_01-01-00_SIPSo-10327-20671,Gdl,Lagos de Oriente,Ven,Dep,37,860000,-103.270248,20.671891,23243.24324
Gdl-Ladr_Dep-004M-078_01-01-02_Iberl-10336-20677,Gdl,Ladrón de Guevara,Ven,Dep,78,4000000,-103.366746,20.677481,51282.05128
Gdl-DrVa_Dep-001M-050_00-01-00_Urban-10338-20622,Gdl,Dr. Valentín Gómez Farías,Ven,Dep,50,1296000,-103.38009,20.622703,25920.0
Gdl-Prad_Dep-007M-133_02-02-02_PRYAg-10338-20685,Gdl,Prados Providencia,Ven,Dep,133,7750000,-103.389207,20.685741,58270.67669
Gdl-Colo_Dep-005M-062_02-02-01_TOPTE-10338-20707,Gdl,Colomos Providencia,Ven,Dep,62,5664099,-103.380433,20.707472,91356.43548
Gdl-Barr_Dep-002M-061_02-02-00_Gaant-10334-20664,Gdl,Barragán Hernández,Ven,Dep,61,2738247,-103.347454,20.664616,44889.29508
Gdl-Prad_Dep-006M-120_02-02-02_ADRIA-10339-20691,Gdl,Prados Providencia,Ven,Dep,120,6300000,-103.393615,20.691143,52500.0
Gdl-Colo_Dep-003M-054_01-01-00_CasaS-10338-20709,Gdl,Colomos Providencia,Ven,Dep,54,3966684,-103.382678,20.709676,73457.11111
Gdl-Loma_Dep-002M-069_02-02-01_KWGRA-10332-20717,Gdl,Lomas de Independencia,Ven,Dep,69,2110000,-103.325502,20.717039,30579.71014
Gdl-Loma_Dep-004M-071_01-01-01_ReMax-10338-20695,Gdl,Lomas de Providencia,Ven,Dep,71,4750000,-103.384951,20.695117,66901.40845
Gdl-Sant_Dep-003M-072_01-01-01_SILDU-10339-20637,Gdl,Santa Eduwiges,Ven,Dep,72,3368000,-103.395537,20.637983,46777.77778
Gdl-Loma_Dep-002M-083_02-02-01_BLACK-10332-20717,Gdl,Lomas de Independencia,Ven,Dep,83,2590000,-103.329602,20.717097,31204.81928
Gdl-Ladr_Dep-002M-042_01-01-00_KWGRA-10336-20677,Gdl,Ladrón de Guevara,Ven,Dep,42,2974107,-103.367456,20.677166,70812.07143
Gdl-Vall_Dep-006M-085_02-02-02_INMOB-10339-20677,Gdl,Vallarta San Jorge,Ven,Dep,85,6672488,-103.393739,20.677113,78499.85882
Gdl-Monr_Dep-006M-124_02-02-02_DingD-10339-20684,Gdl,Monraz,Ven,Dep,124,6290000,-103.393975,20.684768,50725.80645
Gdl-Juan_Dep-003M-039_01-01-00_Gaant-10339-20679,Gdl,Juan Manuel,Ven,Dep,39,3959244,-103.392691,20.679309,101519.0769
Gdl-Arco_Dep-003M-054_01-01-01_Adell-10338-20669,Gdl,Arcos Vallarta,Ven,Dep,54,3115000,-103.383293,20.669569,57685.18519
Gdl-Mode_Dep-004M-081_02-02-02_Mónic-10336-20661,Gdl,Moderna,Ven,Dep,81,4750000,-103.361227,20.661961,58641.97531
Gdl-Suta_Dep-002M-069_02-02-01_GMAIn-10331-20651,Gdl,Sutaj,Ven,Dep,69,2620000,-103.313818,20.651053,37971.01449
Gdl-Mode_Dep-004M-119_02-02-02_Anafa-10336-20661,Gdl,Moderna,Ven,Dep,119,4750000,-103.36186,20.661731,39915.96639
Gdl-Mode_Dep-003M-074_02-02-01_CasaL-10336-20662,Gdl,Moderna,Ven,Dep,74,3509960,-103.360927,20.662078,47431.89189
Gdl-Jard_Dep-003M-036_01-01-01_iadMe-10338-20666,Gdl,Jardines del Bosque,Ven,Dep,36,3396460,-103.388988,20.666664,94346.11111
Gdl-Ayun_Dep-003M-077_01-01-02_Talav-10337-20690,Gdl,Ayuntamiento,Ven,Dep,77,3750000,-103.370822,20.690257,48701.2987
Gdl-Ladr_Dep-007M-097_02-02-02_ESPAC-10337-20689,Gdl,Ladrón de Guevara,Ven,Dep,97,7874608,-103.371729,20.689826,81181.52577
Gdl-Ayun_Dep-003M-064_02-02-02_JCINM-10337-20695,Gdl,Ayuntamiento,Ven,Dep,64,3500000,-103.371441,20.695425,54687.5
Gdl-Coli_Dep-005M-085_02-02-01_KWGRA-10340-20709,Gdl,Colinas de San Javier,Ven,Dep,85,5600000,-103.406184,20.709991,65882.35294
Gdl-Chap_Dep-003M-062_01-01-01_GRUPO-10336-20696,Gdl,Chapultepec Country,Ven,Dep,62,3750000,-103.369126,20.696987,60483.87097
Gdl-Arco_Dep-003M-069_02-01-00_HHBIE-10338-20668,Gdl,Arcos Vallarta,Ven,Dep,69,3610000,-103.380229,20.668894,52318.84058
Gdl-Colo_Dep-003M-051_01-01-01_Gaant-10338-20706,Gdl,Colomos Providencia,Ven,Dep,51,3951640,-103.383743,20.706651,77483.13725
Gdl-Ladr_Dep-006M-098_02-02-02_JGCBI-10337-20686,Gdl,Ladrón de Guevara,Ven,Dep,98,6272500,-103.378503,20.686624,64005.10204
Gdl-Ladr_Dep-005M-070_01-01-01_Pulpp-10337-20677,Gdl,Ladrón de Guevara,Ven,Dep,70,5572963,-103.371929,20.67704,79613.75714
Gdl-Jard_Dep-004M-127_02-02-01_Inmob-10338-20666,Gdl,Jardines del Bosque,Ven,Dep,127,4490000,-103.380146,20.666433,35354.33071
Gdl-Chap_Dep-004M-078_02-01-01_GRUPO-10336-20695,Gdl,Chapultepec Country,Ven,Dep,78,4800000,-103.36774,20.695277,61538.46154
Gdl-Ladr_Dep-002M-041_01-01-00_METTA-10338-20678,Gdl,Ladrón de Guevara,Ven,Dep,41,2577400,-103.380255,20.678687,62863.41463
Gdl-Colo_Dep-006M-103_02-03-02_CENTU-10338-20707,Gdl,Colomos Providencia,Ven,Dep,103,6700000,-103.380221,20.707586,65048.54369
Gdl-Zona_Dep-003M-078_01-01-01_SIENT-10335-20673,Gdl,Zona Centro,Ven,Dep,78,3846300,-103.357204,20.673204,49311.53846
Gdl-Arco_Dep-002M-038_01-01-01_Gaant-10338-20672,Gdl,Arcos Vallarta,Ven,Dep,38,2733751,-103.381793,20.672183,71940.81579
Gdl-Prov_Dep-004M-064_01-01-01_Gaant-10338-20698,Gdl,Providencia 4a Sección,Ven,Dep,64,4468625,-103.384364,20.698003,69822.26563
Gdl-ElRe_Dep-001M-037_01-01-00_METTA-10334-20681,Gdl,El Retiro,Ven,Dep,37,1794500,-103.340979,20.681773,48500.0
Gdl-Vill_Dep-004M-065_02-01-01_Grupo-10336-20682,Gdl,Villaseñor (Santa Teresita),Ven,Dep,65,4716246,-103.365412,20.682067,72557.63077
Gdl-Obla_Dep-002M-070_02-01-01_SIPSo-10332-20676,Gdl,Oblatos,Ven,Dep,70,2481078,-103.32498,20.67621,35443.97143
Gdl-Arco_Dep-003M-048_01-01-01_SMBAR-10337-20667,Gdl,Arcos,Ven,Dep,48,3194000,-103.379804,20.667953,66541.66667
Gdl-Vall_Dep-008M-135_02-02-02_Dream-10340-20677,Gdl,Vallarta San Jorge,Ven,Dep,135,8400000,-103.4007,20.677028,62222.22222
Gdl-Colo_Dep-006M-111_02-02-02_REIIN-10338-20710,Gdl,Colomos Providencia,Ven,Dep,111,6590000,-103.381802,20.710509,59369.36937
Gdl-Colo_Dep-015M-162_03-03-03_Consu-10338-20708,Gdl,Colomos Providencia,Ven,Dep,162,15089000,-103.380223,20.708054,93141.97531
Gdl-Chap_Dep-006M-111_02-02-02_iadMe-10336-20694,Gdl,Chapultepec Country,Ven,Dep,111,6980000,-103.368194,20.694775,62882.88288
Gdl-Mode_Dep-004M-081_02-02-02_Garan-10336-20661,Gdl,Moderna,Ven,Dep,81,4052500,-103.361227,20.661961,50030.8642
Gdl-Chap_Dep-002M-047_01-01-00_KEIZI-10338-20656,Gdl,Chapalita,Ven,Dep,47,2932600,-103.389831,20.656147,62395.74468
Gdl-Monr_Dep-004M-064_00-01-00_Talav-10339-20684,Gdl,Monraz,Ven,Dep,64,4754410,-103.394246,20.684908,74287.65625
Gdl-Prov_Dep-005M-095_02-02-01_Dream-10338-20693,Gdl,Providencia 2a Sección,Ven,Dep,95,5638220,-103.380606,20.693899,59349.68421
Gdl-Juan_Dep-005M-050_01-01-01_Gaant-10339-20679,Gdl,Juan Manuel,Ven,Dep,50,5330118,-103.392691,20.679309,106602.36
Gdl-Alca_Dep-002M-063_02-01-01_Servi-10334-20692,Gdl,Alcalde Barranquitas,Ven,Dep,63,2650000,-103.34094,20.69224,42063.49206
Gdl-Chap_Dep-011M-153_02-02-02_KWGRA-10339-20668,Gdl,Chapalita,Ven,Dep,153,11162611,-103.399844,20.668659,72958.24183
Gdl-Vall_Dep-007M-103_02-02-02_Evers-10339-20675,Gdl,Vallarta San Jorge,Ven,Dep,103,7000000,-103.394503,20.675067,67961.16505
Gdl-LaAu_Dep-003M-089_02-02-01_MyL0-10334-20659,Gdl,La Aurora,Ven,Dep,89,3190000,-103.348192,20.65953,35842.69663
Gdl-Arco_Dep-005M-065_02-02-01_YABEA-10338-20670,Gdl,Arcos Vallarta,Ven,Dep,65,5490000,-103.382804,20.670664,84461.53846
Gdl-Circ_Dep-004M-110_02-01-01_REALE-10338-20681,Gdl,Circunvalación Vallarta,Ven,Dep,110,4300000,-103.38539,20.681857,39090.90909
Gdl-Ladr_Dep-005M-093_02-02-02_GUGUI-10337-20676,Gdl,Ladrón de Guevara,Ven,Dep,93,5743000,-103.370845,20.676483,61752.68817
Gdl-Chap_Dep-011M-155_03-02-00_Gaant-10339-20668,Gdl,Chapalita,Ven,Dep,155,11162610,-103.399881,20.668586,72016.83871
Gdl-Prov_Dep-015M-168_03-02-02_Pulpp-10337-20703,Gdl,Providencia,Ven,Dep,168,15721856,-103.376843,20.70377,93582.47619
Gdl-Ranc_Dep-002M-063_02-00-01_MyL0-10332-20717,Gdl,Rancho Nuevo,Ven,Dep,63,2550000,-103.32923,20.717252,40476.19048
Gdl-Ladr_Dep-005M-075_02-02-01_Gaant-10338-20680,Gdl,Ladrón de Guevara,Ven,Dep,75,5265993,-103.38287,20.68097,70213.24
Gdl-ElRe_Dep-002M-069_03-02-01_Impac-10333-20681,Gdl,El Retiro,Ven,Dep,69,2465000,-103.339213,20.681149,35724.63768
Gdl-Fide_Dep-003M-083_02-02-01_Grupo-10335-20712,Gdl,Fidel Velázquez,Ven,Dep,83,3350000,-103.352987,20.712921,40361.44578
Gdl-Arco_Dep-004M-065_02-02-00_Grupo-10338-20677,Gdl,Arcos Vallarta,Ven,Dep,65,4700000,-103.384276,20.67754,72307.69231
Gdl-Coun_Dep-006M-103_02-02-02_Gaant-10336-20705,Gdl,Country Club,Ven,Dep,103,6421488,-103.367224,20.705738,62344.54369
Gdl-Prad_Dep-007M-132_02-02-02_DACHV-10339-20690,Gdl,Prados Providencia,Ven,Dep,132,7250000,-103.393475,20.69051,54924.24242
Gdl-Prov_Dep-005M-069_02-02-01_ReMax-10338-20694,Gdl,Providencia 2a Sección,Ven,Dep,69,5020048,-103.38166,20.694264,72754.31884
Gdl-Juan_Dep-004M-051_01-01-01_PRYAg-10339-20679,Gdl,Juan Manuel,Ven,Dep,51,4967287,-103.391408,20.679767,97397.78431
Gdl-Amer_Dep-004M-067_01-01-01_KWGRA-10336-20672,Gdl,Americana,Ven,Dep,67,4182176,-103.369529,20.672657,62420.53731
Gdl-Circ_Dep-006M-080_02-02-01_Gaant-10337-20697,Gdl,Circunvalación Américas,Ven,Dep,80,6469307,-103.373834,20.697405,80866.3375
Gdl-Amer_Dep-004M-095_02-02-01_ArkoI-10336-20671,Gdl,Americana,Ven,Dep,95,4531340,-103.363061,20.671778,47698.31579
Gdl-Mezq_Dep-002M-052_01-01-01_Gaant-10336-20696,Gdl,Mezquitán Country,Ven,Dep,52,2956819,-103.363265,20.696891,56861.90385
Gdl-Jard_Dep-008M-155_03-03-02_PISO8-10339-20667,Gdl,Jardines del Bosque,Ven,Dep,155,8990000,-103.39171,20.66764,58000.0
Gdl-Prad_Dep-005M-090_01-01-02_HOUMV-10339-20689,Gdl,Prados Providencia,Ven,Dep,90,5193950,-103.390878,20.689838,57710.55556
Gdl-Ladr_Dep-003M-051_01-01-00_Black-10337-20676,Gdl,Ladrón de Guevara,Ven,Dep,51,3634430,-103.373541,20.676762,71263.33333
Gdl-DelF_Dep-002M-101_02-01-01_Maria-10336-20657,Gdl,Del Fresno,Ven,Dep,101,2800000,-103.369758,20.657706,27722.77228
Gdl-SanM_Dep-003M-062_02-02-01_Emman-10335-20701,Gdl,San Miguel de Mezquitán,Ven,Dep,62,3462373,-103.357217,20.701739,55844.72581
Gdl-Mode_Dep-003M-057_02-01-01_CasaL-10337-20666,Gdl,Moderna,Ven,Dep,57,3620705,-103.376185,20.666362,63521.14035
Gdl-Mode_Dep-002M-043_01-01-00_GRUPO-10337-20666,Gdl,Moderna,Ven,Dep,43,2607400,-103.376035,20.666128,60637.2093
Gdl-Zona_Dep-001M-085_02-01-00_Centu-10335-20674,Gdl,Zona Centro,Ven,Dep,85,1990000,-103.350177,20.674165,23411.76471
Gdl-Ladr_Dep-005M-119_03-02-02_Aseso-10337-20677,Gdl,Ladrón de Guevara,Ven,Dep,119,5500000,-103.372208,20.677847,46218.48739
Gdl-Mode_Dep-003M-053_01-01-01_REMAX-10336-20663,Gdl,Moderna,Ven,Dep,53,3100000,-103.363,20.6638,58490.56604
Gdl-Ladr_Dep-003M-055_01-01-01_KWGRA-10336-20677,Gdl,Ladrón de Guevara,Ven,Dep,55,3933880,-103.367456,20.677166,71525.09091
Gdl-Mezq_Dep-002M-042_01-01-01_PRYAg-10335-20698,Gdl,Mezquitán,Ven,Dep,42,2623049,-103.353415,20.698124,62453.54762
Gdl-Juan_Dep-003M-043_01-01-00_ESPAC-10339-20679,Gdl,Juan Manuel,Ven,Dep,43,3400000,-103.391408,20.679767,79069.76744
Gdl-Vall_Dep-004M-065_01-01-01_DEPAS-10338-20674,Gdl,Vallarta,Ven,Dep,65,4350000,-103.386461,20.674161,66923.07692
Gdl-Mode_Dep-002M-043_01-01-01_CasaL-10337-20666,Gdl,Moderna,Ven,Dep,43,2987400,-103.376185,20.666362,69474.4186
Gdl-Chap_Dep-005M-082_02-02-02_CASAM-10339-20668,Gdl,Chapalita,Ven,Dep,82,5613000,-103.399844,20.668659,68451.21951
Gdl-Jard_Dep-001M-083_03-02-01_Evers-10330-20648,Gdl,Jardines de La Paz,Ven,Dep,83,1980000,-103.306154,20.648079,23855.42169
Gdl-Ladr_Dep-003M-046_01-01-01_VIvep-10336-20677,Gdl,Ladrón de Guevara,Ven,Dep,46,3973270,-103.369153,20.677028,86375.43478
Gdl-Quin_Dep-002M-062_02-02-01_CasaL-10333-20656,Gdl,Quinta Velarde,Ven,Dep,62,2616124,-103.336121,20.656027,42195.54839
Gdl-Vall_Dep-006M-104_02-02-02_Capit-10338-20674,Gdl,Vallarta Poniente,Ven,Dep,104,6035000,-103.388789,20.674449,58028.84615
Gdl-Amer_Dep-005M-090_02-02-01_PRYAg-10336-20672,Gdl,Americana,Ven,Dep,90,5230843,-103.369529,20.672657,58120.47778
Gdl-Jard_Dep-005M-075_02-02-01_180ºI-10339-20666,Gdl,Jardines del Bosque,Ven,Dep,75,5129212,-103.390423,20.666287,68389.49333
Gdl-Loma_Dep-002M-058_02-01-01_Tratt-10332-20717,Gdl,Lomas de Independencia,Ven,Dep,58,2250000,-103.329602,20.717105,38793.10345
Gdl-Amer_Dep-003M-056_00-00-00_Capri-10336-20673,Gdl,Americana,Ven,Dep,56,3100000,-103.366601,20.673986,55357.14286
Gdl-Monr_Dep-008M-137_02-02-03_GuiaE-10339-20682,Gdl,Monraz,Ven,Dep,137,8100000,-103.393567,20.682475,59124.08759
Gdl-Ladr_Dep-003M-064_01-01-01_Gaant-10337-20677,Gdl,Ladrón de Guevara,Ven,Dep,64,3639670,-103.374917,20.677584,56869.84375
Gdl-Obre_Dep-003M-059_01-01-01_PATRI-10337-20667,Gdl,Obrera,Ven,Dep,59,3574200,-103.370157,20.6672,60579.66102
Gdl-Prad_Dep-005M-096_02-02-00_KWGRA-10338-20685,Gdl,Prados Providencia,Ven,Dep,96,5750000,-103.388864,20.685571,59895.83333
Gdl-Jard_Dep-004M-061_02-02-01_180ºI-10339-20666,Gdl,Jardines del Bosque,Ven,Dep,61,4246044,-103.390423,20.666287,69607.27869
Gdl-Mode_Dep-002M-043_01-01-01_MAGGI-10337-20666,Gdl,Moderna,Ven,Dep,43,2680000,-103.37626,20.666549,62325.5814
Gdl-Jard_Dep-004M-066_02-02-02_Grupo-10338-20665,Gdl,Jardines del Bosque,Ven,Dep,66,4572506,-103.385315,20.665552,69280.39394
Gdl-Loma_Dep-005M-078_02-02-01_Lemon-10336-20697,Gdl,Lomas del Country,Ven,Dep,78,5100000,-103.368884,20.697502,65384.61538
Gdl-Obse_Dep-002M-065_01-02-01_CREAL-10335-20698,Gdl,Observatorio,Ven,Dep,65,2505900,-103.351115,20.698262,38552.30769
Gdl-Chap_Dep-006M-105_02-02-02_LICGR-10339-20668,Gdl,Chapalita,Ven,Dep,105,6048000,-103.399773,20.668586,57600.0
Gdl-Huen_Dep-001M-038_01-00-01_Impac-10331-20735,Gdl,Huentitán El Bajo,Ven,Dep,38,1670000,-103.313417,20.735944,43947.36842
Gdl-Jard_Dep-002M-046_01-00-00_Gaant-10336-20707,Gdl,Jardines del Country,Ven,Dep,46,2715244,-103.360173,20.707051,59027.04348
Gdl-Mezq_Dep-002M-060_02-02-00_GuiaE-10335-20696,Gdl,Mezquitán,Ven,Dep,60,2310000,-103.352073,20.696722,38500.0
Gdl-Mode_Dep-002M-053_02-02-00_METTA-10336-20666,Gdl,Moderna,Ven,Dep,53,2810524,-103.364949,20.666774,53028.75472
Gdl-Refo_Dep-002M-055_01-01-01_Remax-10333-20671,Gdl,Reforma,Ven,Dep,55,2432164,-103.335926,20.671228,44221.16364
Gdl-Colo_Dep-006M-110_02-02-02_TopGr-10338-20703,Gdl,Colomos Providencia,Ven,Dep,110,6400000,-103.3843,20.703044,58181.81818
Gdl-Jard_Dep-003M-055_01-01-01_Gaant-10336-20709,Gdl,Jardines del Country,Ven,Dep,55,3622823,-103.369855,20.709269,65869.50909
Gdl-Jard_Dep-002M-068_02-01-01_Evers-10338-20665,Gdl,Jardines del Bosque,Ven,Dep,68,2450000,-103.383623,20.665023,36029.41176
Gdl-Vall_Dep-007M-110_02-03-02_Gaant-10338-20671,Gdl,Vallarta Poniente,Ven,Dep,110,7611367,-103.389475,20.671794,69194.24545
Gdl-Colo_Dep-009M-114_02-02-02_Inspi-10338-20708,Gdl,Colomos Providencia,Ven,Dep,114,9630614,-103.380806,20.708909,84479.07018
Gdl-Nuev_Dep-002M-058_02-01-01_Pulpp-10339-20613,Gdl,Nueva España,Ven,Dep,58,2387703,-103.395454,20.61342,41167.2931
Gdl-Mode_Dep-003M-050_01-02-01_Grupo-10335-20664,Gdl,Moderna,Ven,Dep,50,3665700,-103.358339,20.664387,73314.0
Gdl-Colo_Dep-005M-062_01-01-01_Pulpp-10338-20707,Gdl,Colomos Providencia,Ven,Dep,62,5664099,-103.380233,20.70759,91356.43548
Gdl-Colo_Dep-013M-170_03-03-02_iadMe-10338-20708,Gdl,Colomos Providencia,Ven,Dep,170,13066083,-103.383202,20.708971,76859.31176
Gdl-Mode_Dep-002M-060_02-01-01_SIPSo-10336-20662,Gdl,Moderna,Ven,Dep,60,2635799,-103.360919,20.662332,43929.98333
Gdl-Arco_Dep-001M-056_01-01-01_TopGr-10338-20673,Gdl,Arcos Vallarta,Ven,Dep,56,1869000,-103.38039,20.673337,33375.0
Gdl-Ladr_Dep-002M-040_01-01-00_Gaant-10336-20686,Gdl,Ladrón de Guevara,Ven,Dep,40,2661420,-103.369449,20.686678,66535.5
Gdl-Circ_Dep-004M-063_02-02-02_Gaant-10337-20697,Gdl,Circunvalación Américas,Ven,Dep,63,4818654,-103.373834,20.697405,76486.57143
Gdl-Jard_Dep-005M-071_01-00-01_Gaant-10338-20663,Gdl,Jardines del Bosque,Ven,Dep,71,5013288,-103.38225,20.663896,70609.69014
Gdl-Lópe_Dep-001M-050_02-01-00_Urban-10336-20620,Gdl,López Portillo,Ven,Dep,50,1717000,-103.367837,20.620171,34340.0
Gdl-Horm_Dep-001M-063_02-02-02_Impac-10330-20651,Gdl,Hormiguero,Ven,Dep,63,1870000,-103.30259,20.651443,29682.53968
Gdl-Mode_Dep-003M-056_02-01-01_IGPIN-10337-20666,Gdl,Moderna,Ven,Dep,56,3577633,-103.376125,20.666495,63886.30357
Gdl-Obre_Dep-005M-086_01-01-01_DACHV-10337-20667,Gdl,Obrera,Ven,Dep,86,5948800,-103.373964,20.667795,69172.09302
Gdl-Amer_Dep-004M-064_02-01-00_HHBIE-10337-20671,Gdl,Americana,Ven,Dep,64,4970000,-103.375944,20.671939,77656.25
Gdl-Prov_Dep-009M-108_02-02-02_Gaant-10337-20700,Gdl,Providencia,Ven,Dep,108,9804000,-103.378236,20.70059,90777.77778
Gdl-Colo_Dep-006M-113_02-02-01_Gaant-10338-20708,Gdl,Colomos Providencia,Ven,Dep,113,6206750,-103.383279,20.708155,54926.99115
Gdl-Chap_Dep-004M-052_02-02-02_KWGRA-10339-20668,Gdl,Chapalita,Ven,Dep,52,4824000,-103.399844,20.668659,92769.23077
Zap-Audi_Dep-005M-147_02-02-02_PRIMA-10335-20733,Zap,Auditorio,Ven,Dep,147,5217000,-103.351023,20.733302,35489.79592
Gdl-Coun_Dep-010M-140_03-04-02_Capit-10337-20698,Gdl,Country Club,Ven,Dep,140,10186148,-103.372725,20.698532,72758.2
Gdl-Mode_Dep-002M-046_01-01-00_ASESO-10337-20666,Gdl,Moderna,Ven,Dep,46,2290000,-103.376228,20.666469,49782.6087
Gdl-Prad_Dep-004M-065_01-01-01_inrat-10339-20688,Gdl,Prados Providencia,Ven,Dep,65,4560227,-103.395939,20.688883,70157.33846
Gdl-Prov_Dep-006M-111_03-02-02_Grupo-10338-20695,Gdl,Providencia 4a Sección,Ven,Dep,111,6300000,-103.38476,20.69524,56756.75676
Gdl-Arco_Dep-002M-042_01-01-00_Maria-10338-20673,Gdl,Arcos Vallarta,Ven,Dep,42,2921974,-103.382196,20.673202,69570.80952
Gdl-Monr_Dep-006M-158_03-02-02_CasaS-10339-20684,Gdl,Monraz,Ven,Dep,158,6950000,-103.397263,20.684461,43987.34177
Gdl-Vall_Dep-004M-060_01-01-01_YABEA-10339-20677,Gdl,Vallarta San Jorge,Ven,Dep,60,4510000,-103.393751,20.677105,75166.66667
Gdl-Amer_Dep-007M-071_02-01-02_Grupo-10337-20672,Gdl,Americana,Ven,Dep,71,7538000,-103.376644,20.6724,106169.0141
Gdl-ElRa_Dep-001M-057_01-01-00_MOOBI-10334-20625,Gdl,El Rastro,Ven,Dep,57,1900000,-103.348161,20.625944,33333.33333
Gdl-Jard_Dep-005M-109_02-02-01_REMAX-10338-20666,Gdl,Jardines del Bosque,Ven,Dep,109,5400000,-103.381,20.6664,49541.2844
Gdl-Vict_Dep-004M-120_03-02-02_REGIN-10339-20652,Gdl,Victoria,Ven,Dep,120,4200000,-103.394416,20.652535,35000.0
Gdl-Prad_Dep-006M-092_02-02-01_iadMe-10339-20688,Gdl,Prados Providencia,Ven,Dep,92,6517744,-103.395129,20.688777,70845.04348
Gdl-Ladr_Dep-006M-130_03-03-02_Casas-10337-20676,Gdl,Ladrón de Guevara,Ven,Dep,130,6900000,-103.370845,20.676483,53076.92308
Gdl-Amer_Dep-003M-072_01-01-00_Gaant-10337-20672,Gdl,Americana,Ven,Dep,72,3990250,-103.376293,20.672369,55420.13889
Gdl-Juan_Dep-005M-072_01-02-00_ESPAC-10339-20679,Gdl,Juan Manuel,Ven,Dep,72,5775101,-103.391408,20.679767,80209.73611
Gdl-Bosq_Dep-002M-059_02-01-00_Capri-10339-20645,Gdl,Bosques de La Victoria,Ven,Dep,59,2400000,-103.392118,20.645659,40677.9661
Gdl-Chap_Dep-004M-080_01-01-01_GRUPO-10336-20694,Gdl,Chapultepec Country,Ven,Dep,80,4800000,-103.366442,20.694984,60000.0
Gdl-Ladr_Dep-003M-055_01-01-01_CasaL-10337-20683,Gdl,Ladrón de Guevara,Ven,Dep,55,3110777,-103.373563,20.683843,56559.58182
Gdl-Prad_Dep-007M-109_02-02-02_GRUPO-10339-20691,Gdl,Prados Providencia,Ven,Dep,109,7200000,-103.393829,20.691072,66055.04587
Gdl-Circ_Dep-002M-042_01-01-01_Gaant-10338-20681,Gdl,Circunvalación Vallarta,Ven,Dep,42,2838680,-103.383117,20.68193,67587.61905
Gdl-Arco_Dep-006M-100_02-02-02_Adell-10337-20671,Gdl,Arcos Vallarta,Ven,Dep,100,6571763,-103.379994,20.671424,65717.63
Gdl-Colo_Dep-007M-112_02-02-02_Herna-10338-20704,Gdl,Colomos Providencia,Ven,Dep,112,7700000,-103.382941,20.704061,68750.0
Gdl-Vill_Dep-005M-096_02-02-01_JCINM-10336-20686,Gdl,Villaseñor (Santa Teresita),Ven,Dep,96,5232897,-103.366537,20.686963,54509.34375
Gdl-Barr_Dep-001M-045_01-01-00_Gaant-10334-20666,Gdl,Barragán Hernández,Ven,Dep,45,1656910,-103.346878,20.666114,36820.22222
Gdl-Monr_Dep-009M-112_02-02-02_ReMax-10339-20684,Gdl,Monraz,Ven,Dep,112,9101417,-103.397263,20.684461,81262.65179
Gdl-Arco_Dep-003M-039_01-01-01_KWGRA-10338-20672,Gdl,Arcos Vallarta,Ven,Dep,39,3400000,-103.381808,20.6722,87179.48718
Gdl-Arco_Dep-001M-033_01-01-00_Gaant-10338-20675,Gdl,Arcos Vallarta,Ven,Dep,33,1835350,-103.381313,20.675557,55616.66667
Gdl-Terr_Dep-003M-041_01-01-01_ALTIM-10338-20679,Gdl,Terranova,Ven,Dep,41,3959244,-103.387155,20.679556,96566.92683
Gdl-Colo_Dep-005M-072_02-02-01_PALOM-10338-20707,Gdl,Colomos Providencia,Ven,Dep,72,5875000,-103.380255,20.707421,81597.22222
Gdl-Mode_Dep-003M-056_02-01-01_Dream-10337-20666,Gdl,Moderna,Ven,Dep,56,3620705,-103.376217,20.666318,64655.44643
Gdl-Mode_Dep-002M-048_01-01-00_Mónic-10336-20661,Gdl,Moderna,Ven,Dep,48,2381000,-103.361227,20.661961,49604.16667
Gdl-Loma_Dep-004M-078_02-02-01_Gaant-10336-20697,Gdl,Lomas del Country,Ven,Dep,78,4205995,-103.36764,20.697342,53923.01282
Gdl-Ayun_Dep-004M-094_02-02-02_CasaS-10337-20690,Gdl,Ayuntamiento,Ven,Dep,94,4400000,-103.372098,20.690334,46808.51064
Gdl-Chap_Dep-003M-041_01-01-01_Cultu-10339-20657,Gdl,Chapalita,Ven,Dep,41,3877000,-103.39264,20.65752,94560.97561
Gdl-Arco_Dep-003M-060_01-01-01_AlfaG-10337-20675,Gdl,Arcos Vallarta,Ven,Dep,60,3350000,-103.377651,20.675813,55833.33333
Gdl-ElRe_Dep-001M-037_01-01-00_Gaant-10334-20687,Gdl,El Retiro,Ven,Dep,37,1850000,-103.341098,20.68757,50000.0
Gdl-SanJ_Dep-002M-076_01-01-01_InCo-10333-20669,Gdl,San Juan de Dios II,Ven,Dep,76,2780000,-103.336427,20.669484,36578.94737
Gdl-Mode_Dep-002M-044_01-01-01_Pulpp-10337-20666,Gdl,Moderna,Ven,Dep,44,2735511,-103.376136,20.666113,62170.70455
Gdl-Loma_Dep-008M-130_02-02-02_Gaant-10336-20700,Gdl,Lomas del Country,Ven,Dep,130,8474027,-103.367659,20.700464,65184.82308
