id,Ciudad,Colonia,operacion,tipo_propiedad,area_m2,precio,longitud,latitud,PxM2
Gdl-Chap_Dep-009K-050_01-02-00_MiInm-10339-20664,Gdl,Chapalita,Ren,Dep,50,9200,-103.399172,20.664427,184.0
Gdl-Coun_Dep-043K-140_02-02-02_ADRIA-10336-20702,Gdl,Country Club,Ren,Dep,140,43000,-103.369045,20.702867,307.1428571
Gdl-Mode_Dep-023K-077_02-02-01_HOUMR-10336-20662,Gdl,Moderna,Ren,Dep,77,23500,-103.363709,20.662019,305.1948052
Gdl-SanE_Dep-006K-030_01-01-01_LUISJ-10333-20710,Gdl,San Elías,Ren,Dep,30,6500,-103.330813,20.71077,216.6666667
Gdl-Huen_Dep-011K-057_02-02-02_CasaA-10331-20738,Gdl,Huentitán El Bajo,Ren,Dep,57,11800,-103.312574,20.738476,207.0175439
Gdl-SanJ_Dep-009K-080_02-01-00_Housi-10332-20676,Gdl,San Juan de Dios,Ren,Dep,80,9500,-103.327914,20.676313,118.75
Gdl-Loma_Dep-024K-068_02-02-01_ArqIn-10336-20697,Gdl,Lomas del Country,Ren,Dep,68,24000,-103.368884,20.697502,352.9411765
Gdl-Ital_Dep-035K-115_02-00-02_ÚNICA-10338-20690,Gdl,Italia Providencia,Ren,Dep,115,35000,-103.380651,20.69096,304.3478261
Gdl-Colo_Dep-028K-075_02-02-01_PRYAg-10337-20708,Gdl,Colomos Providencia,Ren,Dep,75,28000,-103.378568,20.708406,373.3333333
Gdl-Colo_Dep-019K-085_02-01-01_ROSMA-10338-20699,Gdl,Colomos,Ren,Dep,85,19000,-103.389325,20.699313,223.5294118
Gdl-Arco_Dep-016K-062_02-01-00_Esfer-10337-20677,Gdl,Arcos Vallarta,Ren,Dep,62,16000,-103.378366,20.677543,258.0645161
Gdl-Mode_Dep-021K-089_02-02-02_ORVIE-10337-20666,Gdl,Moderna,Ren,Dep,89,21000,-103.371705,20.666295,235.9550562
Gdl-Prad_Dep-040K-176_03-03-02_ADRIA-10339-20691,Gdl,Prados Providencia,Ren,Dep,176,40000,-103.393615,20.691143,227.2727273
Gdl-Ladr_Dep-034K-120_02-02-01_DREAM-10338-20681,Gdl,Ladrón de Guevara,Ren,Dep,120,34000,-103.381991,20.681707,283.3333333
Gdl-Vict_Dep-017K-120_02-03-01_Centu-10339-20644,Gdl,Victoria,Ren,Dep,120,17000,-103.398792,20.644914,141.6666667
Gdl-Prov_Dep-021K-060_01-01-01_Dream-10337-20701,Gdl,Providencia,Ren,Dep,60,21000,-103.378224,20.701982,350.0
Gdl-Prad_Dep-042K-169_03-03-02_CityR-10339-20691,Gdl,Prados Providencia,Ren,Dep,169,42000,-103.393607,20.691121,248.5207101
Gdl-Loma_Dep-016K-149_03-02-01_Flore-10337-20688,Gdl,Lomas de Guevara,Ren,Dep,149,16800,-103.379504,20.688065,112.7516779
Gdl-Prov_Dep-020K-048_01-01-00_ReMax-10337-20699,Gdl,Providencia,Ren,Dep,48,20000,-103.376474,20.699036,416.6666667
Gdl-LaAu_Dep-011K-062_02-01-01_DAMAV-10333-20650,Gdl,La Aurora,Ren,Dep,62,11000,-103.339405,20.650088,177.4193548
Gdl-Monr_Dep-034K-084_02-02-01_Magma-10339-20685,Gdl,Monraz,Ren,Dep,84,34300,-103.393599,20.685288,408.3333333
Gdl-Obre_Dep-022K-085_02-02-02_ASESO-10337-20667,Gdl,Obrera,Ren,Dep,85,22000,-103.370146,20.667158,258.8235294
Gdl-Arco_Dep-018K-062_01-01-01_CENTU-10338-20672,Gdl,Arcos Vallarta,Ren,Dep,62,18600,-103.380796,20.672437,300.0
Gdl-Prov_Dep-020K-075_02-02-01_Vipro-10338-20693,Gdl,Providencia 2a Sección,Ren,Dep,75,20000,-103.383765,20.693133,266.6666667
Gdl-Amer_Dep-018K-096_02-02-02_CasaA-10336-20675,Gdl,Americana,Ren,Dep,96,18950,-103.366535,20.675749,197.3958333
Gdl-Prov_Dep-040K-100_02-02-02_ÚNICA-10337-20701,Gdl,Providencia,Ren,Dep,100,40000,-103.378201,20.701595,400.0
Gdl-Vall_Dep-004M-064_01-01-01_ROSMA-10339-20678,Gdl,Vallarta Norte,Ven,Dep,64,4200000,-103.392442,20.678596,65625.0
Gdl-Jard_Dep-018K-220_04-03-02_Casas-10338-20667,Gdl,Jardines del Bosque,Ren,Dep,220,18000,-103.384925,20.667439,81.81818182
Gdl-ElRe_Dep-013K-047_01-01-00_ReMax-10334-20681,Gdl,El Retiro,Ren,Dep,47,13500,-103.340965,20.681929,287.2340426
Gdl-Blan_Dep-015K-045_01-01-00_HOUMR-10330-20679,Gdl,Blanco y Cuellar,Ren,Dep,45,15500,-103.304332,20.679718,344.4444444
Gdl-Amer_Dep-017K-090_01-01-00_Guill-10337-20673,Gdl,Americana,Ren,Dep,90,17800,-103.377131,20.673067,197.7777778
Gdl-Arco_Dep-023K-131_02-02-02_CasaA-10338-20677,Gdl,Arcos Vallarta,Ren,Dep,131,23000,-103.380993,20.677466,175.5725191
Gdl-Coun_Dep-036K-154_03-02-02_ZMGIn-10336-20702,Gdl,Country Club,Ren,Dep,154,36400,-103.369045,20.702867,236.3636364
Gdl-Sant_Dep-040K-115_02-02-02_ROSMA-10340-20679,Gdl,Santa Rita,Ren,Dep,115,40000,-103.402309,20.679118,347.826087
Gdl-Amer_Dep-018K-059_01-02-01_Centu-10336-20667,Gdl,Americana,Ren,Dep,59,18000,-103.368233,20.66776,305.0847458
Gdl-Prad_Dep-044K-130_03-03-01_ÚNICA-10339-20691,Gdl,Prados Providencia,Ren,Dep,130,44000,-103.393615,20.691143,338.4615385
Gdl-Vict_Dep-022K-080_02-02-00_ADRIA-10339-20650,Gdl,Victoria,Ren,Dep,80,22500,-103.396168,20.650233,281.25
Gdl-LaGu_Dep-018K-082_02-02-01_PRYAg-10334-20699,Gdl,La Guadalupana,Ren,Dep,82,18000,-103.347901,20.699903,219.5121951
Gdl-Zona_Dep-018K-080_02-02-01_HOME2-10335-20677,Gdl,Zona Centro,Ren,Dep,80,18000,-103.354854,20.677928,225.0
Gdl-Jard_Dep-019K-130_02-02-02_GRECI-10339-20668,Gdl,Jardines de Los Arcos,Ren,Dep,130,19500,-103.392712,20.668125,150.0
Gdl-Prov_Dep-014K-036_01-01-00_FINCA-10337-20699,Gdl,Providencia,Ren,Dep,36,14633,-103.376474,20.699036,406.4722222
Gdl-Ayun_Dep-022K-077_02-02-02_ADRIA-10337-20690,Gdl,Ayuntamiento,Ren,Dep,77,22000,-103.370582,20.690687,285.7142857
Gdl-Ferr_Dep-006K-086_02-01-00_CasaA-10335-20655,Gdl,Ferrocarril,Ren,Dep,86,6200,-103.350125,20.655503,72.09302326
Gdl-Prad_Dep-032K-082_02-02-02_Espac-10339-20688,Gdl,Prados Providencia,Ren,Dep,82,32500,-103.395939,20.688883,396.3414634
Gdl-Amer_Dep-027K-134_02-02-02_Tuáre-10337-20675,Gdl,Americana,Ren,Dep,134,27900,-103.373156,20.675169,208.2089552
Gdl-Amer_Dep-028K-119_02-02-02_Urban-10337-20673,Gdl,Americana,Ren,Dep,119,28500,-103.372614,20.673627,239.4957983
Gdl-Vill_Dep-011K-100_03-01-01_TuMej-10333-20701,Gdl,Villas de San Juan,Ren,Dep,100,11500,-103.335266,20.701338,115.0
Gdl-Zona_Dep-010K-040_01-01-00_Flore-10335-20676,Gdl,Zona Centro,Ren,Dep,40,10000,-103.354473,20.676742,250.0
Gdl-Vall_Dep-042K-133_02-02-02_KARDE-10340-20677,Gdl,Vallarta San Jorge,Ren,Dep,133,42000,-103.400295,20.677995,315.7894737
Gdl-Loma_Dep-022K-054_01-00-01_Grupo-10336-20697,Gdl,Lomas del Country,Ren,Dep,54,22000,-103.368884,20.697502,407.4074074
Gdl-Arco_Dep-023K-101_02-02-02_olivi-10338-20673,Gdl,Arcos Vallarta,Ren,Dep,101,23000,-103.382079,20.673451,227.7227723
Gdl-Colo_Dep-040K-152_02-02-03_ÚNICA-10338-20708,Gdl,Colomos Providencia,Ren,Dep,152,40000,-103.380806,20.708909,263.1578947
Gdl-Ayun_Dep-016K-037_01-01-01_CasaL-10337-20696,Gdl,Ayuntamiento,Ren,Dep,37,16000,-103.372309,20.696204,432.4324324
Gdl-Suta_Dep-011K-063_02-02-01_AYDEG-10331-20652,Gdl,Sutaj,Ren,Dep,63,11600,-103.313968,20.652921,184.1269841
Gdl-Coun_Dep-033K-139_03-03-02_ZMGIn-10336-20702,Gdl,Country Club,Ren,Dep,139,33200,-103.369045,20.702867,238.8489209
Gdl-Prov_Dep-036K-144_02-03-01_ÚNICA-10337-20703,Gdl,Providencia,Ren,Dep,144,36500,-103.37738,20.703795,253.4722222
Gdl-Ladr_Dep-016K-070_01-01-01_Grupo-10337-20676,Gdl,Ladrón de Guevara,Ren,Dep,70,16800,-103.371707,20.676813,240.0
Gdl-Colo_Dep-024K-070_02-02-02_ARCIN-10338-20710,Gdl,Colomos Providencia,Ren,Dep,70,24000,-103.383542,20.710272,342.8571429
Gdl-Ladr_Dep-035K-110_02-02-02_olivi-10338-20680,Gdl,Ladrón de Guevara,Ren,Dep,110,35000,-103.382286,20.680033,318.1818182
Gdl-ElRe_Dep-011K-066_02-02-01_AYDEG-10334-20683,Gdl,El Retiro,Ren,Dep,66,11000,-103.341126,20.683179,166.6666667
Gdl-Monr_Dep-018K-043_01-01-01_REIIN-10339-20682,Gdl,Monraz,Ren,Dep,43,18000,-103.393369,20.68263,418.6046512
Gdl-Chap_Dep-024K-050_02-01-01_Frizc-10339-20656,Gdl,Chapalita,Ren,Dep,50,24000,-103.392012,20.65634,480.0
Gdl-Prad_Dep-031K-112_02-02-00_Inmob-10339-20688,Gdl,Prados Providencia,Ren,Dep,112,31000,-103.395939,20.688883,276.7857143
Gdl-Arco_Dep-024K-091_02-01-02_AMCoB-10337-20675,Gdl,Arcos Vallarta,Ren,Dep,91,24400,-103.377998,20.675852,268.1318681
Gdl-Zona_Dep-010K-086_01-01-00_Diego-10334-20674,Gdl,Zona Centro,Ren,Dep,86,10500,-103.349165,20.674342,122.0930233
Gdl-Arco_Dep-023K-072_01-01-01_CoruR-10338-20676,Gdl,Arcos Vallarta,Ren,Dep,72,23000,-103.380908,20.676783,319.4444444
Gdl-Vall_Dep-038K-135_02-02-02_ROSMA-10340-20677,Gdl,Vallarta San Jorge,Ren,Dep,135,38000,-103.4007,20.677028,281.4814815
Gdl-Vall_Dep-022K-107_02-02-02_REIIN-10338-20675,Gdl,Vallarta Norte,Ren,Dep,107,22500,-103.389294,20.675578,210.2803738
Gdl-Amer_Dep-021K-080_01-01-01_ÚNICA-10337-20671,Gdl,Americana,Ren,Dep,80,21000,-103.376416,20.671151,262.5
Gdl-Colo_Dep-039K-147_03-03-03_ÚNICA-10337-20704,Gdl,Colomos Providencia,Ren,Dep,147,39900,-103.379216,20.704656,271.4285714
Gdl-Ladr_Dep-017K-045_01-01-00_OCTOS-10336-20677,Gdl,Ladrón de Guevara,Ren,Dep,45,17800,-103.36845,20.677825,395.5555556
Gdl-Colo_Dep-030K-098_01-01-01_JGCBI-10338-20705,Gdl,Colomos Providencia,Ren,Dep,98,30000,-103.38575,20.705964,306.122449
Gdl-Alca_Dep-019K-093_03-02-02_DingD-10334-20691,Gdl,Alcalde Barranquitas,Ren,Dep,93,19500,-103.348029,20.691428,209.6774194
Gdl-Loma_Dep-006M-078_02-01-01_URBAN-10336-20697,Gdl,Lomas del Country,Ven,Dep,78,6000000,-103.368884,20.697502,76923.07692
Gdl-Colo_Dep-021K-071_02-02-01_IMARB-10338-20705,Gdl,Colomos Providencia,Ren,Dep,71,21000,-103.386861,20.705196,295.7746479
Gdl-Arco_Dep-023K-101_02-02-02_OLIVI-10338-20673,Gdl,Arcos Vallarta,Ren,Dep,101,23000,-103.382079,20.673451,227.7227723
Gdl-Mode_Dep-005M-089_02-02-02_GERAR-10337-20666,Gdl,Moderna,Ven,Dep,89,5850000,-103.371705,20.666295,65730.33708
Gdl-Ladr_Dep-005M-087_02-02-02_ZMGIn-10337-20678,Gdl,Ladrón de Guevara,Ven,Dep,87,5300000,-103.370265,20.678897,60919.54023
Gdl-Vict_Dep-017K-070_03-02-01_DiezB-10339-20642,Gdl,Victoria,Ren,Dep,70,17500,-103.398658,20.642589,250.0
Gdl-Coun_Dep-038K-140_02-02-02_ÚNICA-10337-20700,Gdl,Country Club,Ren,Dep,140,38000,-103.372839,20.700454,271.4285714
Gdl-Arco_Dep-022K-071_02-01-02_DACHV-10337-20675,Gdl,Arcos Vallarta,Ren,Dep,71,22500,-103.377651,20.675813,316.9014085
Gdl-Obre_Dep-024K-110_02-02-02_LinkI-10336-20667,Gdl,Obrera,Ren,Dep,110,24950,-103.368882,20.667807,226.8181818
Gdl-Jard_Dep-020K-096_02-02-02_ALTIM-10333-20707,Gdl,Jardines Alcalde,Ren,Dep,96,20000,-103.336201,20.70728,208.3333333
Gdl-Prov_Dep-020K-060_02-01-01_ADRIA-10338-20695,Gdl,Providencia 2a Sección,Ren,Dep,60,20000,-103.380551,20.695957,333.3333333
Gdl-Prov_Dep-016K-036_00-01-00_MAGNA-10337-20704,Gdl,Providencia,Ren,Dep,36,16000,-103.376659,20.704176,444.4444444
Gdl-Prov_Dep-006M-083_02-02-02_CoruR-10338-20695,Gdl,Providencia 2a Sección,Ven,Dep,83,6494000,-103.380551,20.695957,78240.96386
Gdl-Ital_Dep-016K-040_01-01-00_Grupo-10337-20694,Gdl,Italia Providencia,Ren,Dep,40,16200,-103.375653,20.694456,405.0
Gdl-Prov_Dep-014K-060_01-01-00_REALE-10339-20694,Gdl,Providencia 4a Sección,Ren,Dep,60,14500,-103.390494,20.694196,241.6666667
Gdl-Prov_Dep-026K-080_02-02-01_ÚNICA-10337-20701,Gdl,Providencia,Ren,Dep,80,26000,-103.378224,20.701982,325.0
Gdl-Ayun_Dep-003M-074_01-01-01_Gaant-10337-20693,Gdl,Ayuntamiento,Ven,Dep,74,3300000,-103.371732,20.693529,44594.59459
Gdl-Arco_Dep-023K-074_01-01-01_CasaL-10338-20676,Gdl,Arcos Vallarta,Ren,Dep,74,23000,-103.382169,20.676742,310.8108108
Gdl-Arco_Dep-017K-070_01-01-01_REALE-10337-20674,Gdl,Arcos Vallarta,Ren,Dep,70,17000,-103.378838,20.674758,242.8571429
Gdl-Chap_Dep-025K-092_02-02-01_Maria-10336-20695,Gdl,Chapultepec Country,Ren,Dep,92,25500,-103.367728,20.695687,277.173913
Gdl-Prad_Dep-033K-131_02-02-02_ADRIA-10339-20691,Gdl,Prados Providencia,Ren,Dep,131,33000,-103.393615,20.691143,251.9083969
Gdl-Coun_Dep-048K-170_03-03-02_ÚNICA-10337-20698,Gdl,Country Club,Ren,Dep,170,48500,-103.373576,20.698012,285.2941176
Gdl-Amer_Dep-019K-085_02-02-01_Cumbr-10337-20672,Gdl,Americana,Ren,Dep,85,19800,-103.376649,20.67223,232.9411765
Gdl-Ayun_Dep-030K-080_02-02-01_TopGr-10337-20692,Gdl,Ayuntamiento,Ren,Dep,80,30000,-103.370592,20.69211,375.0
Gdl-Mezq_Dep-013K-066_02-02-01_GRECI-10336-20694,Gdl,Mezquitán Country,Ren,Dep,66,13000,-103.360804,20.694493,196.969697
Gdl-Amer_Dep-015K-048_01-01-01_Polin-10336-20672,Gdl,Americana,Ren,Dep,48,15000,-103.369529,20.672657,312.5
Gdl-Prad_Dep-023K-106_02-02-02_elenp-10338-20687,Gdl,Prados Providencia,Ren,Dep,106,23500,-103.386082,20.687215,221.6981132
Gdl-Colo_Dep-028K-072_01-02-01_Ricar-10338-20707,Gdl,Colomos Providencia,Ren,Dep,72,28500,-103.380233,20.70759,395.8333333
Gdl-Colo_Dep-030K-075_02-02-02_Mirel-10337-20709,Gdl,Colomos Providencia,Ren,Dep,75,30000,-103.379069,20.709893,400.0
Gdl-Prov_Dep-018K-036_01-01-01_MATCH-10337-20699,Gdl,Providencia,Ren,Dep,36,18146,-103.376474,20.699036,504.0555556
Gdl-Amer_Dep-023K-075_01-01-01_Betan-10337-20671,Gdl,Americana,Ren,Dep,75,23500,-103.376422,20.671161,313.3333333
Gdl-Amer_Dep-025K-060_02-02-01_inmob-10336-20667,Gdl,Americana,Ren,Dep,60,25000,-103.368058,20.667776,416.6666667
Gdl-ElRe_Dep-015K-060_02-02-01_KWGRA-10334-20683,Gdl,El Retiro,Ren,Dep,60,15500,-103.341126,20.683178,258.3333333
Gdl-Jard_Dep-006K-062_02-01-01_Angel-10329-20644,Gdl,Jardines de Los Historiadores,Ren,Dep,62,6300,-103.291602,20.644507,101.6129032
Gdl-Prad_Dep-026K-110_02-02-02_JOSES-10339-20688,Gdl,Prados Providencia,Ren,Dep,110,26900,-103.395939,20.688883,244.5454545
Gdl-Mexi_Dep-011K-048_01-01-00_Damia-10334-20666,Gdl,Mexicaltzingo,Ren,Dep,48,11800,-103.34686,20.666361,245.8333333
Gdl-Fide_Dep-015K-081_02-02-01_Maryc-10335-20713,Gdl,Fidel Velázquez,Ren,Dep,81,15200,-103.353884,20.713155,187.654321
Gdl-Ital_Dep-017K-100_02-02-02_NelyN-10337-20693,Gdl,Italia Providencia,Ren,Dep,100,17000,-103.37757,20.693568,170.0
Gdl-Amer_Dep-030K-100_02-02-01_White-10337-20671,Gdl,Americana,Ren,Dep,100,30000,-103.375944,20.671931,300.0
Gdl-Colo_Dep-024K-080_02-02-01_Alond-10338-20705,Gdl,Colomos Providencia,Ren,Dep,80,24000,-103.386861,20.705196,300.0
Gdl-Arco_Dep-026K-085_02-02-02_LUISF-10338-20673,Gdl,Arcos Vallarta,Ren,Dep,85,26000,-103.382283,20.673731,305.8823529
Gdl-Prad_Dep-012K-060_01-01-01_Maria-10338-20687,Gdl,Prados Providencia,Ren,Dep,60,12000,-103.388127,20.687264,200.0
Gdl-Alca_Dep-016K-068_02-02-01_SaúlA-10334-20691,Gdl,Alcalde Barranquitas,Ren,Dep,68,16000,-103.348075,20.691441,235.2941176
Gdl-Mode_Dep-013K-043_00-01-00_Aleja-10337-20666,Gdl,Moderna,Ren,Dep,43,13500,-103.376262,20.666404,313.9534884
Gdl-Ladr_Dep-018K-067_01-02-01_KWGRA-10337-20677,Gdl,Ladrón de Guevara,Ren,Dep,67,18900,-103.371959,20.677518,282.0895522
Gdl-Amer_Dep-017K-054_02-02-00_Angel-10336-20667,Gdl,Americana,Ren,Dep,54,17500,-103.367776,20.667728,324.0740741
Gdl-Horm_Dep-009K-063_02-02-01_OmarG-10330-20651,Gdl,Hormiguero,Ren,Dep,63,9500,-103.302663,20.65148,150.7936508
Gdl-Amer_Dep-021K-065_01-01-00_Habix-10337-20673,Gdl,Americana,Ren,Dep,65,21600,-103.374388,20.673216,332.3076923
Gdl-Ladr_Dep-033K-119_03-02-02_lizbe-10336-20677,Gdl,Ladrón de Guevara,Ren,Dep,119,33000,-103.369785,20.677958,277.3109244
Gdl-Mode_Dep-015K-059_02-01-01_Diego-10337-20666,Gdl,Moderna,Ren,Dep,59,15900,-103.376048,20.666043,269.4915254
Gdl-Alca_Dep-008K-067_02-01-01_José-10334-20693,Gdl,Alcalde Barranquitas,Ren,Dep,67,8000,-103.342124,20.693134,119.4029851
Gdl-Colo_Dep-019K-085_02-01-01_Tizzi-10338-20699,Gdl,Colomos,Ren,Dep,85,19000,-103.389426,20.699059,223.5294118
Gdl-Amer_Dep-021K-063_01-01-00_Habix-10337-20673,Gdl,Americana,Ren,Dep,63,21600,-103.374354,20.673593,342.8571429
Gdl-Chap_Dep-006K-053_01-01-00_Marco-10340-20665,Gdl,Chapalita,Ren,Dep,53,6500,-103.400435,20.665466,122.6415094
Gdl-Jard_Dep-013K-070_03-01-01_DARAR-10337-20662,Gdl,Jardines del Bosque,Ren,Dep,70,13000,-103.37844,20.662948,185.7142857
Gdl-Colo_Dep-023K-080_01-01-02_Kevin-10338-20706,Gdl,Colomos Providencia,Ren,Dep,80,23500,-103.383706,20.706844,293.75
Gdl-Jard_Dep-007K-090_02-01-01_benja-10328-20644,Gdl,Jardines de Los Historiadores,Ren,Dep,90,7800,-103.286582,20.644543,86.66666667
Gdl-Obre_Dep-029K-133_03-02-02_Danie-10336-20667,Gdl,Obrera,Ren,Dep,133,29000,-103.369429,20.667965,218.0451128
Gdl-Obre_Dep-013K-040_01-01-00_Isabe-10336-20667,Gdl,Obrera,Ren,Dep,40,13000,-103.369996,20.667516,325.0
Gdl-LosA_Dep-009K-126_02-01-00_Loren-10328-20676,Gdl,Los Arrayanes,Ren,Dep,126,9700,-103.282853,20.676659,76.98412698
Gdl-Amer_Dep-021K-064_02-02-01_Victo-10336-20667,Gdl,Americana,Ren,Dep,64,21000,-103.365992,20.667688,328.125
Gdl-Arco_Dep-017K-054_01-01-01_Barba-10338-20673,Gdl,Arcos Vallarta,Ren,Dep,54,17500,-103.38039,20.673337,324.0740741
Gdl-Arco_Dep-018K-090_01-01-00_Jaque-10338-20676,Gdl,Arcos Vallarta,Ren,Dep,90,18000,-103.385216,20.676775,200.0
Gdl-Loma_Dep-017K-071_02-02-01_Nayel-10332-20717,Gdl,Lomas de Independencia,Ren,Dep,71,17000,-103.32932,20.717101,239.4366197
Gdl-Colo_Dep-025K-105_02-02-02_JuanR-10338-20710,Gdl,Colomos Providencia,Ren,Dep,105,25800,-103.383542,20.710272,245.7142857
Gdl-Jard_Dep-033K-131_03-02-02_Sandr-10338-20666,Gdl,Jardines del Bosque,Ren,Dep,131,33500,-103.385488,20.666067,255.7251908
Gdl-Anal_Dep-006K-065_02-01-01_Hulbe-10334-20666,Gdl,Analco,Ren,Dep,65,6800,-103.34068,20.66696,104.6153846
Gdl-Arco_Dep-018K-054_01-01-01_Diego-10337-20667,Gdl,Arcos,Ren,Dep,54,18200,-103.379251,20.66787,337.037037
Gdl-Monr_Dep-028K-110_02-02-01_marce-10339-20682,Gdl,Monraz,Ren,Dep,110,28000,-103.39606,20.682733,254.5454545
Gdl-Arco_Dep-019K-074_02-02-02_Sofía-10337-20667,Gdl,Arcos,Ren,Dep,74,19500,-103.379251,20.66787,263.5135135
Gdl-Arco_Dep-019K-059_01-01-01_Diego-10337-20667,Gdl,Arcos,Ren,Dep,59,19000,-103.379251,20.66787,322.0338983
Gdl-Prov_Dep-020K-068_01-01-01_Luis-10337-20702,Gdl,Providencia,Ren,Dep,68,20800,-103.377387,20.702117,305.8823529
Gdl-Jard_Dep-017K-090_01-01-00_HHase-10339-20658,Gdl,Jardines Plaza del Sol,Ren,Dep,90,17000,-103.39782,20.658638,188.8888889
Gdl-SanJ_Dep-009K-075_02-02-02_Herer-10333-20676,Gdl,San Juan de Dios,Ren,Dep,75,9500,-103.334211,20.676178,126.6666667
Gdl-Ladr_Dep-022K-079_02-02-01_Diego-10337-20678,Gdl,Ladrón de Guevara,Ren,Dep,79,22000,-103.370291,20.678878,278.4810127
Gdl-Ayun_Dep-019K-077_02-02-02_JuanC-10337-20690,Gdl,Ayuntamiento,Ren,Dep,77,19200,-103.370582,20.690687,249.3506494
Gdl-LaNo_Dep-028K-156_03-02-01_Chris-10335-20696,Gdl,La Normal,Ren,Dep,156,28000,-103.351273,20.696598,179.4871795
Gdl-Marg_Dep-015K-080_03-02-02_Ivone-10330-20712,Gdl,Margarita Maza de Juárez,Ren,Dep,80,15000,-103.303887,20.712469,187.5
Gdl-Loma_Dep-008K-035_01-01-00_Luisa-10336-20701,Gdl,Lomas del Country,Ren,Dep,35,8200,-103.364865,20.701116,234.2857143
Gdl-Huen_Dep-010K-064_01-02-00_omarr-10331-20737,Gdl,Huentitán El Bajo,Ren,Dep,64,10000,-103.319464,20.73719,156.25
Gdl-Amer_Dep-022K-045_01-01-01_CasaM-10337-20672,Gdl,Americana,Ren,Dep,45,22000,-103.376463,20.672923,488.8888889
Gdl-Vall_Dep-035K-151_03-03-02_Patri-10339-20674,Gdl,Vallarta San Jorge,Ren,Dep,151,35000,-103.394196,20.674937,231.7880795
Gdl-Arco_Dep-028K-093_02-02-02_Jonat-10338-20672,Gdl,Arcos Vallarta,Ren,Dep,93,28000,-103.380796,20.672437,301.0752688
Gdl-Arco_Dep-023K-050_02-02-01_JOSEL-10338-20675,Gdl,Arcos Vallarta,Ren,Dep,50,23000,-103.382224,20.675868,460.0
Gdl-Amer_Dep-033K-230_05-03-00_Marie-10337-20672,Gdl,Americana,Ren,Dep,230,33000,-103.376076,20.672897,143.4782609
Gdl-Amer_Dep-016K-037_01-01-00_Enriq-10337-20673,Gdl,Americana,Ren,Dep,37,16600,-103.374388,20.673216,448.6486486
Gdl-Chap_Dep-017K-044_01-01-01_Keiji-10339-20656,Gdl,Chapalita,Ren,Dep,44,17500,-103.39191,20.656135,397.7272727
Gdl-Arco_Dep-016K-085_01-02-01_Adolf-10338-20676,Gdl,Arcos Vallarta,Ren,Dep,85,16500,-103.381067,20.676341,194.1176471
Gdl-Jard_Dep-035K-109_02-02-00_LUISJ-10338-20666,Gdl,Jardines del Bosque,Ren,Dep,109,35000,-103.381892,20.666377,321.1009174
Gdl-Colo_Dep-011K-105_03-02-00_Javie-10337-20647,Gdl,Colon,Ren,Dep,105,11500,-103.370926,20.647428,109.5238095
Gdl-Prad_Dep-024K-105_02-02-02_elena-10338-20687,Gdl,Prados Providencia,Ren,Dep,105,24000,-103.386082,20.687215,228.5714286
Gdl-Jard_Dep-020K-150_03-02-01_LUISP-10338-20658,Gdl,Jardines del Bosque,Ren,Dep,150,20000,-103.389018,20.658833,133.3333333
Gdl-Zona_Dep-029K-100_02-02-02_Karla-10336-20676,Gdl,Zona Centro,Ren,Dep,100,29000,-103.365364,20.676757,290.0
Gdl-Coun_Dep-014K-083_02-02-01_Norma-10336-20701,Gdl,Country Club,Ren,Dep,83,14000,-103.36826,20.701782,168.6746988
Gdl-Amer_Dep-021K-083_02-02-01_AldoS-10335-20670,Gdl,Americana,Ren,Dep,83,21000,-103.359871,20.670493,253.0120482
Gdl-SanJ_Dep-008K-100_03-01-00_JOSUE-10333-20677,Gdl,San Juan de Dios,Ren,Dep,100,8500,-103.332447,20.677531,85.0
Gdl-ElRe_Dep-017K-066_02-02-01_MARIC-10334-20683,Gdl,El Retiro,Ren,Dep,66,17000,-103.341126,20.683179,257.5757576
Gdl-Amer_Dep-011K-050_01-01-00_Anton-10336-20672,Gdl,Americana,Ren,Dep,50,11500,-103.36834,20.67274,230.0
Gdl-Prov_Dep-012K-065_02-01-01_José-10338-20699,Gdl,Providencia 3a Sección,Ren,Dep,65,12500,-103.380578,20.69909,192.3076923
Gdl-Arco_Dep-022K-087_02-02-00_Lopez-10337-20673,Gdl,Arcos Vallarta,Ren,Dep,87,22000,-103.379412,20.67355,252.8735632
Gdl-Colo_Dep-021K-070_02-02-01_Aleja-10338-20709,Gdl,Colomos Providencia,Ren,Dep,70,21000,-103.382718,20.709164,300.0
Gdl-Sant_Dep-007K-049_01-01-00_Merce-10334-20710,Gdl,Santa Elena Estadio,Ren,Dep,49,7000,-103.340927,20.710397,142.8571429
Gdl-Mode_Dep-017K-070_02-02-01_Jesus-10337-20666,Gdl,Moderna,Ren,Dep,70,17250,-103.376185,20.666362,246.4285714
Zap-Coto_Cas-004M-190_04-04-02_Repub-10342-20791,Zap,Coto Alva 1,Ven,Cas,190,4550000,-103.421397,20.791785,23947.36842
Zap-Bore_Cas-004M-166_04-03-02_iadMe-10339-20754,Zap,Boreales,Ven,Cas,166,4680000,-103.397246,20.754707,28192.77108
Zap-Chap_Cas-012M-380_04-03-02_SIERR-10342-20657,Zap,Chapalita de Occidente,Ven,Cas,380,12900000,-103.424763,20.657073,33947.36842
Gdl-Atla_Cas-002M-143_04-02-01_Remax-10333-20649,Gdl,Atlas,Ven,Cas,143,2650000,-103.333545,20.649073,18531.46853
