Ciudad,Colonia,operacion,tipo_propiedad,variable,valor
Gdl,Del Bosque,Ven,Dep,PxM2,82675.60416666667
Gdl,Colomos Providencia,Ven,Dep,PxM2,72340.89393939394
Gdl,Moderna,Ven,Dep,PxM2,53479.71428571428
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,60565.11111111111
Gdl,Jardines del Bosque,Ven,Dep,PxM2,70109.05633802817
Gdl,El Sauz,Ven,Dep,PxM2,23584.90566037736
Gdl,Arcos Vallarta,Ven,Dep,PxM2,47260.27397260274
Gdl,Jardines del Sur,Ven,Dep,PxM2,35588.23529411765
Gdl,Colomos Providencia,Ven,Dep,PxM2,98543.20987654322
Gdl,Obrera,Ven,Dep,PxM2,45037.593984962405
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,40642.857142857145
Gdl,Monraz,Ven,Dep,PxM2,78460.49137931035
Gdl,Colomos Providencia,Ven,Dep,PxM2,88674.41860465116
Gdl,Chapultepec Country,Ven,Dep,PxM2,54960.629921259846
Gdl,Circunvalación Américas,Ven,Dep,PxM2,64751.33076923077
Gdl,Moderna,Ven,Dep,PxM2,47707.36842105263
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,72671.17391304347
Gdl,Americana,Ven,Dep,PxM2,61136.36363636364
Gdl,Moderna,Ven,Dep,PxM2,54385.9649122807
Gdl,Jardines del Country,Ven,Dep,PxM2,75727.92307692308
Gdl,Colomos Providencia,Ven,Dep,PxM2,60806.42307692308
Gdl,Italia Providencia,Ven,Dep,PxM2,61984.3984962406
Gdl,Providencia 4a Sección,Ven,Dep,PxM2,78473.33333333333
Gdl,Vallarta Norte,Ven,Dep,PxM2,78947.36842105263
Gdl,Huentitán El Bajo,Ven,Dep,PxM2,37931.03448275862
Gdl,El Rastro,Ven,Dep,PxM2,31818.18181818182
Gdl,Juan Manuel,Ven,Dep,PxM2,96566.9268292683
Gdl,Arcos Vallarta,Ven,Dep,PxM2,53027.79710144927
Gdl,Lomas del Country,Ven,Dep,PxM2,54112.27722772277
Zap,Desconocida,Ven,Dep,PxM2,10326.08695652174
Gdl,Lomas de Independencia,Ven,Dep,PxM2,37142.857142857145
Gdl,Providencia,Ven,Dep,PxM2,61658.0310880829
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,71319.30357142857
Gdl,Country Club,Ven,Dep,PxM2,87616.82242990655
Gdl,Jardines del Bosque,Ven,Dep,PxM2,48048.91111111111
Gdl,Arcos,Ven,Dep,PxM2,72888.88888888889
Gdl,Lomas del Country,Ven,Dep,PxM2,61206.42372881356
Gdl,Americana,Ven,Dep,PxM2,47268.14814814815
Gdl,Arcos Vallarta,Ven,Dep,PxM2,61285.71428571428
Gdl,Ayuntamiento,Ven,Dep,PxM2,46967.74193548387
Gdl,Zona Centro,Ven,Dep,PxM2,50952.030303030304
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,55930.76190476191
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,81192.64615384616
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,65141.05405405405
Gdl,Arcos Vallarta,Ven,Dep,PxM2,55240.366197183095
Gdl,Vallarta Norte,Ven,Dep,PxM2,62121.21212121212
Gdl,Fidel Velázquez,Ven,Dep,PxM2,39480.51948051948
Gdl,San Rafael,Ven,Dep,PxM2,18823.529411764703
Gdl,Italia Providencia,Ven,Dep,PxM2,79000.0
Gdl,Country Club,Ven,Dep,PxM2,86739.13043478261
Gdl,Providencia 2a Sección,Ven,Dep,PxM2,66306.44
Gdl,Ayuntamiento,Ven,Dep,PxM2,46093.75
Gdl,Lomas del Country,Ven,Dep,PxM2,41774.1935483871
Gdl,Chapultepec Country,Ven,Dep,PxM2,62557.69230769231
Gdl,Colomos Providencia,Ven,Dep,PxM2,49253.034782608695
Gdl,Jardines del Bosque,Ven,Dep,PxM2,54285.71428571428
Gdl,Niños Héroes,Ven,Dep,PxM2,48809.52380952381
Gdl,Italia Providencia,Ven,Dep,PxM2,52264.78813559322
Gdl,Villaseñor (Santa Teresita),Ven,Dep,PxM2,65000.0
Gdl,Niños Héroes,Ven,Dep,PxM2,53968.77049180328
Gdl,Chapultepec Country,Ven,Dep,PxM2,60439.56043956044
Gdl,Monraz,Ven,Dep,PxM2,53537.74705882353
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,57442.98734177216
Gdl,El Manantial,Ven,Dep,PxM2,33422.769230769234
Gdl,Americana,Ven,Dep,PxM2,58080.80808080808
Gdl,Moderna,Ven,Dep,PxM2,84392.27272727272
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,75427.84090909091
Gdl,Arcos Vallarta,Ven,Dep,PxM2,73437.5
Gdl,Country Club,Ven,Dep,PxM2,68533.55645161291
Gdl,Americana,Ven,Dep,PxM2,69336.90243902439
Gdl,Providencia,Ven,Dep,PxM2,75432.98969072165
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,54611.46428571428
Gdl,Santa Eduwiges,Ven,Dep,PxM2,33333.333333333336
Gdl,Villaseñor (Santa Teresita),Ven,Dep,PxM2,68020.69230769231
Gdl,Lagos de Oriente,Ven,Dep,PxM2,23243.243243243243
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,51282.05128205128
Gdl,Prados Providencia,Ven,Dep,PxM2,58270.67669172932
Gdl,Colomos Providencia,Ven,Dep,PxM2,91356.43548387096
Gdl,Barragán Hernández,Ven,Dep,PxM2,44889.29508196721
Gdl,Prados Providencia,Ven,Dep,PxM2,52500.0
Gdl,Colomos Providencia,Ven,Dep,PxM2,73457.11111111111
Gdl,Lomas de Independencia,Ven,Dep,PxM2,30579.710144927536
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,38449.197860962566
Gdl,Independencia,Ven,Dep,PxM2,21428.571428571428
Gdl,Lomas de Providencia,Ven,Dep,PxM2,66901.40845070423
Gdl,Santa Eduwiges,Ven,Dep,PxM2,46777.77777777778
Gdl,Lomas de Independencia,Ven,Dep,PxM2,31204.819277108432
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,26250.0
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,70812.07142857143
Gdl,Monraz,Ven,Dep,PxM2,50725.8064516129
Gdl,Country Club,Ven,Dep,PxM2,3025.0
Gdl,Juan Manuel,Ven,Dep,PxM2,101519.07692307692
Gdl,Vallarta San Jorge,Ven,Dep,PxM2,66972.47706422018
Gdl,Arcos Vallarta,Ven,Dep,PxM2,57685.18518518518
Gdl,Moderna,Ven,Dep,PxM2,58641.97530864197
Gdl,Sutaj,Ven,Dep,PxM2,37971.01449275362
Gdl,Moderna,Ven,Dep,PxM2,39915.966386554624
Gdl,Moderna,Ven,Dep,PxM2,47431.89189189189
Gdl,Jardines del Bosque,Ven,Dep,PxM2,94346.11111111112
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,81181.52577319587
Gdl,Ayuntamiento,Ven,Dep,PxM2,54687.5
Gdl,Lomas de Guevara,Ven,Dep,PxM2,48541.66666666666
Gdl,Colinas de San Javier,Ven,Dep,PxM2,65882.35294117648
Gdl,Chapultepec Country,Ven,Dep,PxM2,60483.87096774193
Gdl,Arcos Vallarta,Ven,Dep,PxM2,52318.840579710144
Gdl,Colomos Providencia,Ven,Dep,PxM2,77483.13725490196
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,64005.10204081632
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,79613.75714285714
Gdl,Jardines del Bosque,Ven,Dep,PxM2,35354.330708661415
Gdl,Chapultepec Country,Ven,Dep,PxM2,61538.46153846154
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,62863.41463414634
Gdl,Colomos Providencia,Ven,Dep,PxM2,65048.54368932039
Gdl,Zona Centro,Ven,Dep,PxM2,49311.53846153846
Gdl,Arcos Vallarta,Ven,Dep,PxM2,71940.81578947368
Gdl,Providencia 4a Sección,Ven,Dep,PxM2,69822.265625
Gdl,El Retiro,Ven,Dep,PxM2,48500.0
Gdl,Villaseñor (Santa Teresita),Ven,Dep,PxM2,72557.63076923077
Gdl,Oblatos,Ven,Dep,PxM2,35443.97142857143
Gdl,Arcos,Ven,Dep,PxM2,66541.66666666667
Gdl,Vallarta San Jorge,Ven,Dep,PxM2,62222.22222222222
Gdl,Colomos Providencia,Ven,Dep,PxM2,59369.36936936937
Gdl,Colomos Providencia,Ven,Dep,PxM2,93141.97530864198
Gdl,Chapultepec Country,Ven,Dep,PxM2,62882.882882882885
Gdl,Moderna,Ven,Dep,PxM2,50030.864197530864
Gdl,Chapalita,Ven,Dep,PxM2,62395.744680851065
Gdl,Monraz,Ven,Dep,PxM2,74287.65625
Gdl,Providencia 2a Sección,Ven,Dep,PxM2,59349.68421052631
Gdl,Alcalde Barranquitas,Ven,Dep,PxM2,42063.49206349206
Gdl,Chapalita,Ven,Dep,PxM2,72958.24183006537
Gdl,Vallarta San Jorge,Ven,Dep,PxM2,67961.16504854368
Gdl,La Aurora,Ven,Dep,PxM2,35842.69662921348
Gdl,Arcos Vallarta,Ven,Dep,PxM2,84461.53846153847
Gdl,Circunvalación Vallarta,Ven,Dep,PxM2,39090.90909090909
Gdl,Obrera,Ven,Dep,PxM2,35922.330097087375
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,61752.68817204301
Gdl,Chapalita,Ven,Dep,PxM2,72016.83870967742
Gdl,Providencia,Ven,Dep,PxM2,93582.47619047618
Gdl,Rancho Nuevo,Ven,Dep,PxM2,40476.19047619047
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,70213.24
Gdl,El Retiro,Ven,Dep,PxM2,35724.637681159424
Gdl,Fidel Velázquez,Ven,Dep,PxM2,40361.44578313253
Gdl,Arcos Vallarta,Ven,Dep,PxM2,72307.69230769231
Gdl,Country Club,Ven,Dep,PxM2,62344.54368932039
Gdl,Prados Providencia,Ven,Dep,PxM2,54924.24242424242
Gdl,Prados Providencia,Ven,Dep,PxM2,43136.36363636364
Gdl,Providencia 2a Sección,Ven,Dep,PxM2,72754.31884057971
Gdl,Juan Manuel,Ven,Dep,PxM2,97397.7843137255
Gdl,Americana,Ven,Dep,PxM2,62420.53731343283
Gdl,Circunvalación Américas,Ven,Dep,PxM2,80866.3375
Gdl,Americana,Ven,Dep,PxM2,47698.31578947369
Gdl,Mezquitán Country,Ven,Dep,PxM2,56861.90384615384
Gdl,Jardines del Bosque,Ven,Dep,PxM2,58000.0
Gdl,Prados Providencia,Ven,Dep,PxM2,57710.55555555556
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,71263.33333333333
Gdl,Del Fresno,Ven,Dep,PxM2,27722.772277227723
Gdl,San Miguel de Mezquitán,Ven,Dep,PxM2,55844.72580645161
Gdl,Moderna,Ven,Dep,PxM2,63521.14035087719
Gdl,Moderna,Ven,Dep,PxM2,60637.20930232558
Gdl,Zona Centro,Ven,Dep,PxM2,23411.764705882357
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,46218.48739495799
Gdl,Colomos,Ven,Dep,PxM2,41638.55421686747
Gdl,Moderna,Ven,Dep,PxM2,58490.56603773585
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,71525.09090909091
Gdl,Mezquitán,Ven,Dep,PxM2,62453.54761904762
Gdl,Juan Manuel,Ven,Dep,PxM2,79069.76744186046
Gdl,Vallarta,Ven,Dep,PxM2,66923.07692307692
Gdl,Moderna,Ven,Dep,PxM2,69474.41860465116
Gdl,Villaseñor (Santa Teresita),Ven,Dep,PxM2,39069.85123966942
Gdl,Chapalita,Ven,Dep,PxM2,68451.21951219512
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,86375.43478260869
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,69956.91326530612
Gdl,Quinta Velarde,Ven,Dep,PxM2,42195.54838709677
Gdl,Vallarta Poniente,Ven,Dep,PxM2,58028.84615384616
Gdl,Americana,Ven,Dep,PxM2,58120.47777777778
Gdl,Jardines del Bosque,Ven,Dep,PxM2,68389.49333333333
Gdl,Lomas de Independencia,Ven,Dep,PxM2,38793.10344827586
Gdl,Americana,Ven,Dep,PxM2,55357.142857142855
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,56869.84375
Gdl,Obrera,Ven,Dep,PxM2,60579.661016949154
Gdl,Prados Providencia,Ven,Dep,PxM2,59895.833333333336
Gdl,Jardines del Bosque,Ven,Dep,PxM2,69607.27868852459
Gdl,Moderna,Ven,Dep,PxM2,62325.58139534884
Gdl,Jardines del Bosque,Ven,Dep,PxM2,69280.39393939394
Gdl,Lomas del Country,Ven,Dep,PxM2,65384.61538461538
Gdl,Observatorio,Ven,Dep,PxM2,38552.307692307695
Gdl,Chapalita,Ven,Dep,PxM2,57600.0
Gdl,Huentitán El Bajo,Ven,Dep,PxM2,43947.36842105263
Gdl,Jardines del Country,Ven,Dep,PxM2,59027.04347826087
Gdl,Mezquitán,Ven,Dep,PxM2,38500.0
Gdl,Moderna,Ven,Dep,PxM2,53028.75471698113
Gdl,Reforma,Ven,Dep,PxM2,44221.16363636364
Gdl,Colomos Providencia,Ven,Dep,PxM2,58181.81818181818
Gdl,Jardines del Country,Ven,Dep,PxM2,65869.5090909091
Gdl,Jardines del Bosque,Ven,Dep,PxM2,36029.41176470588
Gdl,Vallarta Poniente,Ven,Dep,PxM2,69194.24545454545
Gdl,Colomos Providencia,Ven,Dep,PxM2,84479.0701754386
Gdl,Nueva España,Ven,Dep,PxM2,41167.29310344828
Gdl,Moderna,Ven,Dep,PxM2,73314.0
Gdl,Colomos Providencia,Ven,Dep,PxM2,76859.31176470588
Gdl,Moderna,Ven,Dep,PxM2,43929.98333333333
Gdl,Country Club,Ven,Dep,PxM2,72033.89830508475
Gdl,Arcos Vallarta,Ven,Dep,PxM2,33375.0
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,66535.5
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,54083.333333333336
Gdl,Circunvalación Américas,Ven,Dep,PxM2,76486.57142857143
Gdl,Jardines del Bosque,Ven,Dep,PxM2,70609.69014084506
Gdl,López Portillo,Ven,Dep,PxM2,34340.0
Gdl,Hormiguero,Ven,Dep,PxM2,29682.53968253968
Gdl,Moderna,Ven,Dep,PxM2,63886.30357142857
Gdl,Obrera,Ven,Dep,PxM2,69172.09302325582
Gdl,Providencia,Ven,Dep,PxM2,90777.77777777778
Gdl,Colomos Providencia,Ven,Dep,PxM2,54926.99115044248
Gdl,Chapalita,Ven,Dep,PxM2,92769.23076923077
Zap,Auditorio,Ven,Dep,PxM2,35489.795918367345
Gdl,Country Club,Ven,Dep,PxM2,72758.2
Gdl,Moderna,Ven,Dep,PxM2,49782.608695652176
Zap,Desconocida,Ven,Dep,PxM2,71573.4
Gdl,Prados Providencia,Ven,Dep,PxM2,70157.33846153846
Gdl,Providencia 4a Sección,Ven,Dep,PxM2,56756.75675675676
Gdl,Arcos Vallarta,Ven,Dep,PxM2,69570.80952380953
Gdl,Lomas de Providencia,Ven,Dep,PxM2,66350.71090047393
Gdl,Prados Providencia,Ven,Dep,PxM2,32222.222222222223
Gdl,Monraz,Ven,Dep,PxM2,43987.3417721519
Gdl,Vallarta San Jorge,Ven,Dep,PxM2,75166.66666666667
Gdl,Americana,Ven,Dep,PxM2,106169.01408450704
Gdl,El Rastro,Ven,Dep,PxM2,33333.333333333336
Gdl,Victoria,Ven,Dep,PxM2,35000.0
Gdl,Prados Providencia,Ven,Dep,PxM2,70845.04347826086
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,53076.92307692308
Gdl,Americana,Ven,Dep,PxM2,55420.13888888889
Gdl,San Rafael,Ven,Dep,PxM2,28235.29411764706
Gdl,Juan Manuel,Ven,Dep,PxM2,80209.73611111111
Gdl,Providencia,Ven,Dep,PxM2,58227.84810126582
Gdl,Bosques de La Victoria,Ven,Dep,PxM2,40677.96610169492
Gdl,Chapultepec Country,Ven,Dep,PxM2,60000.0
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,56559.58181818182
Gdl,Prados Providencia,Ven,Dep,PxM2,66055.04587155963
Gdl,Circunvalación Vallarta,Ven,Dep,PxM2,67587.61904761905
Gdl,Arcos Vallarta,Ven,Dep,PxM2,65717.63
Gdl,Colomos Providencia,Ven,Dep,PxM2,68750.0
Gdl,Villaseñor (Santa Teresita),Ven,Dep,PxM2,54509.34375
Gdl,Barragán Hernández,Ven,Dep,PxM2,36820.22222222222
Gdl,Monraz,Ven,Dep,PxM2,81262.65178571429
Gdl,Arcos Vallarta,Ven,Dep,PxM2,87179.48717948717
Gdl,Arcos Vallarta,Ven,Dep,PxM2,55616.66666666666
Gdl,Terranova,Ven,Dep,PxM2,96566.9268292683
Gdl,Colomos Providencia,Ven,Dep,PxM2,81597.22222222222
Gdl,Moderna,Ven,Dep,PxM2,64655.44642857143
Gdl,Moderna,Ven,Dep,PxM2,49604.16666666666
Gdl,Lomas del Country,Ven,Dep,PxM2,53923.01282051282
Gdl,Ayuntamiento,Ven,Dep,PxM2,46808.51063829787
Gdl,Chapalita,Ven,Dep,PxM2,94560.9756097561
Gdl,Arcos Vallarta,Ven,Dep,PxM2,55833.333333333336
Gdl,San Juan de Dios II,Ven,Dep,PxM2,36578.94736842105
Gdl,Providencia,Ven,Dep,PxM2,100000.0
Gdl,Moderna,Ven,Dep,PxM2,62170.704545454544
Gdl,Lomas del Country,Ven,Dep,PxM2,65184.82307692308
Gdl,Country Club,Ven,Dep,PxM2,58359.6214511041
Gdl,Huentitán El Bajo,Ven,Dep,PxM2,43859.649122807015
Zap,Desconocida,Ven,Dep,PxM2,55147.05882352941
Gdl,Moderna,Ven,Dep,PxM2,40000.0
Zap,Las Arboledas,Ven,Dep,PxM2,30352.941176470587
Gdl,Chapalita,Ven,Dep,PxM2,64853.64814814815
Gdl,Villa Guerrero,Ven,Dep,PxM2,16457.6802507837
Gdl,Obrera,Ven,Dep,PxM2,57457.627118644064
Gdl,Nueva España,Ven,Dep,PxM2,40933.76811594203
Gdl,Fidel Velázquez,Ven,Dep,PxM2,14932.038834951456
Gdl,Monraz,Ven,Dep,PxM2,83750.72857142857
Gdl,Lomas del Country,Ven,Dep,PxM2,48360.65573770492
Gdl,Moderna,Ven,Dep,PxM2,47260.18518518518
Gdl,Americana,Ven,Dep,PxM2,56985.48387096774
Gdl,Ayuntamiento,Ven,Dep,PxM2,52777.77777777778
Gdl,Arcos Vallarta,Ven,Dep,PxM2,72104.2602739726
Gdl,Prados Providencia,Ven,Dep,PxM2,62987.57746478873
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,76022.22222222222
Gdl,San Juan de Dios,Ven,Dep,PxM2,35416.666666666664
Gdl,Providencia,Ven,Dep,PxM2,68831.16883116883
Gdl,Arcos Vallarta,Ven,Dep,PxM2,72279.85
Gdl,Margarita Maza de Juárez,Ven,Dep,PxM2,36875.0
Gdl,San Juan de Dios,Ven,Dep,PxM2,39166.66666666666
Gdl,Moderna,Ven,Dep,PxM2,58035.71428571428
Gdl,Arcos Vallarta,Ven,Dep,PxM2,50000.0
Gdl,Providencia 4a Sección,Ven,Dep,PxM2,79000.0
Gdl,El Retiro,Ven,Dep,PxM2,39394.98039215686
Gdl,Americana,Ven,Dep,PxM2,80143.36363636363
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,68805.0
Gdl,Jardines del Country,Ven,Dep,PxM2,60055.97435897436
Gdl,Colomos Providencia,Ven,Dep,PxM2,82664.85185185185
Gdl,Vallarta Norte,Ven,Dep,PxM2,50909.09090909091
Gdl,Jardines del Bosque,Ven,Dep,PxM2,71724.83333333333
Gdl,Margarita Maza de Juárez,Ven,Dep,PxM2,46406.25
Gdl,Colomos Providencia,Ven,Dep,PxM2,87096.7741935484
Gdl,Fovissste Estadio,Ven,Dep,PxM2,25648.14814814815
Gdl,Colomos Providencia,Ven,Dep,PxM2,83331.36094674557
Gdl,Americana,Ven,Dep,PxM2,93141.5294117647
Gdl,Chapultepec Country,Ven,Dep,PxM2,52949.55128205128
Gdl,Providencia,Ven,Dep,PxM2,81182.79569892473
Gdl,La Loma,Ven,Dep,PxM2,36585.365853658535
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,60312.5
Gdl,Fábrica de Atemajac,Ven,Dep,PxM2,27794.117647058825
Gdl,Jardines del Bosque,Ven,Dep,PxM2,33870.967741935485
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,57500.0
Gdl,Providencia,Ven,Dep,PxM2,56790.90909090909
Gdl,Americana,Ven,Dep,PxM2,53521.12676056338
Gdl,Jardines de Los Arcos,Ven,Dep,PxM2,60606.16666666666
Gdl,Vallarta Norte,Ven,Dep,PxM2,80869.56521739131
Gdl,Country Club,Ven,Dep,PxM2,64649.08527131783
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,61818.181818181816
Gdl,Arcos Vallarta,Ven,Dep,PxM2,57746.47887323944
Gdl,Obrera,Ven,Dep,PxM2,39097.74436090225
Gdl,Italia Providencia,Ven,Dep,PxM2,40840.76433121019
Gdl,Arcos Vallarta,Ven,Dep,PxM2,63599.82352941176
Gdl,Villaseñor (Santa Teresita),Ven,Dep,PxM2,66306.44
Gdl,Americana,Ven,Dep,PxM2,52484.46987951808
Gdl,Margarita Maza de Juárez,Ven,Dep,PxM2,44705.882352941175
Gdl,Monraz,Ven,Dep,PxM2,54545.454545454544
Gdl,Zona Centro,Ven,Dep,PxM2,60869.5652173913
Gdl,Americana,Ven,Dep,PxM2,62609.55319148936
Gdl,Obrera,Ven,Dep,PxM2,60305.08474576271
Gdl,Magaña,Ven,Dep,PxM2,30483.870967741936
Gdl,Villaseñor (Santa Teresita),Ven,Dep,PxM2,60902.10344827586
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,60833.333333333336
Gdl,Lomas de Independencia,Ven,Dep,PxM2,38070.17543859649
Gdl,Italia Providencia,Ven,Dep,PxM2,31386.86131386861
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,85204.54545454546
Zap,Mirador del Sol,Ven,Dep,PxM2,42857.142857142855
Gdl,Jardines de San José,Ven,Dep,PxM2,32738.09523809524
Gdl,Prados Providencia,Ven,Dep,PxM2,76672.87234042553
Gdl,Americana,Ven,Dep,PxM2,75005.75
Gdl,Americana,Ven,Dep,PxM2,65814.03225806452
Gdl,Libertad,Ven,Dep,PxM2,20441.176470588234
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,60871.85
Gdl,Bosques de La Victoria,Ven,Dep,PxM2,43846.15384615384
Gdl,Vallarta Norte,Ven,Dep,PxM2,61000.0
Gdl,Nueva España,Ven,Dep,PxM2,34179.48717948718
Gdl,Victoria,Ven,Dep,PxM2,32517.006802721087
Gdl,Americana,Ven,Dep,PxM2,55639.42307692308
Gdl,Vallarta,Ven,Dep,PxM2,63636.36363636364
Gdl,Alcalde Barranquitas,Ven,Dep,PxM2,51223.880597014926
Gdl,Obrera,Ven,Dep,PxM2,91585.36585365854
Gdl,Obrera,Ven,Dep,PxM2,24137.93103448276
Gdl,Rancho Nuevo,Ven,Dep,PxM2,34126.98412698413
Gdl,Circunvalación Vallarta,Ven,Dep,PxM2,67393.6170212766
Gdl,Jardines del Bosque,Ven,Dep,PxM2,35398.22123893805
Gdl,Prados Providencia,Ven,Dep,PxM2,69565.21739130435
Gdl,La Cruz,Ven,Dep,PxM2,39857.142857142855
Gdl,Vallarta Norte,Ven,Dep,PxM2,48809.52380952381
Gdl,Atlas,Ven,Dep,PxM2,40014.85365853659
Gdl,Colomos Providencia,Ven,Dep,PxM2,66655.53424657535
Gdl,Ayuntamiento,Ven,Dep,PxM2,60519.48051948052
Gdl,Jardines de La Cruz,Ven,Dep,PxM2,24000.0
Gdl,Colomos Providencia,Ven,Dep,PxM2,71884.0579710145
Gdl,Arcos Vallarta,Ven,Dep,PxM2,71000.0
Gdl,Lomas del Country,Ven,Dep,PxM2,50000.0
Gdl,Mexicaltzingo,Ven,Dep,PxM2,31145.83333333333
Gdl,La Aurora,Ven,Dep,PxM2,34210.52631578947
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,54657.2962962963
Gdl,Terranova,Ven,Dep,PxM2,44921.875
Gdl,Country Club,Ven,Dep,PxM2,51000.0
Gdl,Lomas de San Eugenio,Ven,Dep,PxM2,21554.054054054053
Gdl,Vallarta Norte,Ven,Dep,PxM2,38888.88888888889
Gdl,Obrera,Ven,Dep,PxM2,74669.6511627907
Gdl,San Juan de Dios,Ven,Dep,PxM2,45645.16129032258
Gdl,Colomos Providencia,Ven,Dep,PxM2,62105.26315789474
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,64322.52727272728
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,59547.23170731707
Gdl,Providencia 4a Sección,Ven,Dep,PxM2,58536.58536585366
Gdl,Colomos Providencia,Ven,Dep,PxM2,68333.33333333333
Gdl,Terranova,Ven,Dep,PxM2,45882.35294117647
Gdl,Ayuntamiento,Ven,Dep,PxM2,31187.5
Gdl,Mexicaltzingo,Ven,Dep,PxM2,46943.26190476191
Gdl,Americana,Ven,Dep,PxM2,70512.82051282052
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,62849.84615384616
Gdl,Huentitán El Bajo,Ven,Dep,PxM2,35483.87096774193
Gdl,Arcos Vallarta,Ven,Dep,PxM2,73830.76923076923
Gdl,Vallarta Norte,Ven,Dep,PxM2,76106.19469026549
Gdl,Nueva España,Ven,Dep,PxM2,46231.884057971016
Gdl,Arcos Vallarta,Ven,Dep,PxM2,62711.86440677966
Gdl,Jardines del Bosque,Ven,Dep,PxM2,42129.62962962963
Gdl,Independencia Oriente,Ven,Dep,PxM2,37586.206896551725
Gdl,Santa Eduwiges,Ven,Dep,PxM2,24583.33333333333
Gdl,Vallarta Norte,Ven,Dep,PxM2,57563.700892857145
Gdl,Colomos Providencia,Ven,Dep,PxM2,53554.50236966825
Gdl,Independencia Oriente,Ven,Dep,PxM2,36081.08108108108
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,53322.22222222222
Gdl,Americana,Ven,Dep,PxM2,66654.01176470588
Gdl,Del Bosque,Ven,Dep,PxM2,51923.07692307692
Gdl,Moderna,Ven,Dep,PxM2,46825.68807339449
Gdl,Americana,Ven,Dep,PxM2,69747.89915966387
Gdl,Chapultepec Country,Ven,Dep,PxM2,68464.41025641025
Gdl,Fidel Velázquez,Ven,Dep,PxM2,43406.593406593405
Gdl,Providencia,Ven,Dep,PxM2,50000.0
Gdl,Niños Héroes,Ven,Dep,PxM2,51190.47619047619
Gdl,Del Bosque,Ven,Dep,PxM2,39423.07692307692
Zap,Desconocida,Ven,Dep,PxM2,68464.79629629629
Gdl,Moderna,Ven,Dep,PxM2,66166.66666666667
Gdl,Sutaj,Ven,Dep,PxM2,36612.90322580645
Gdl,Arcos,Ven,Dep,PxM2,49482.75862068965
Gdl,Italia Providencia,Ven,Dep,PxM2,27826.08695652174
Gdl,Jardines del Bosque,Ven,Dep,PxM2,71428.57142857143
Gdl,Country Club,Ven,Dep,PxM2,56761.92307692308
Gdl,Villaseñor (Santa Teresita),Ven,Dep,PxM2,68892.41379310345
Gdl,Jardines del Bosque,Ven,Dep,PxM2,60000.0
Gdl,Zona Centro,Ven,Dep,PxM2,48387.096774193546
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,58200.71900826446
Gdl,Providencia 4a Sección,Ven,Dep,PxM2,50450.45045045045
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,57314.129310344826
Gdl,Chapalita,Ven,Dep,PxM2,65407.97512437811
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,87500.0
Gdl,Victoria,Ven,Dep,PxM2,40168.06722689076
Gdl,Arcos Vallarta,Ven,Dep,PxM2,37385.365853658535
Gdl,Ladrón de Guevara,Ven,Dep,PxM2,64577.73684210526
