Ciudad,Colonia,operacion,tipo_propiedad,PxM2_median,periodo
Zap,Atemajac del Valle,Ven,Cas,27584.54106280193,Sep25
Zap,Atemajac del Valle,Ven,Dep,23981.48148148148,Sep25
Zap,Atemajac del Valle,Ven,Terreno / Lote,17619.04761904762,Sep25
Zap,Atlas Chapalita,Ven,Dep,59793.81443298969,Sep25
Zap,Atlas Colomos,Ven,Cas,51488.54961832061,Sep25
Zap,Atlas Colomos,Ven,Dep,53464.1,Sep25
Zap,Auditorio,Ven,Cas,21505.37634408602,Sep25
Zap,Auditorio,Ven,Dep,31760.04947433519,Sep25
Zap,Autódromo,Ven,Cas,31160.36841392388,Sep25
Zap,Ayamonte,Ven,Cas,57572.35454545455,Sep25
Zap,Azaleas,Ven,Cas,39066.04747162023,Sep25
Zap,Base Aérea Militar No 5,Ven,Cas,42142.857142857145,Sep25
Zap,Base Aérea Militar No 5,Ven,Dep,57644.28741991846,Sep25
Zap,Base Aérea Militar No 5,Ven,Terreno / Lote,15416.958654519973,Sep25
Zap,Bellissimo,Ven,Cas,21153.846153846152,Sep25
Zap,Benito Juárez,Ven,Cas,19652.77511042827,Sep25
Zap,Boreales,Ven,Cas,27953.528399311534,Sep25
Zap,Boreales,Ven,Dep,38428.57142857143,Sep25
Zap,Bosque de Las Lomas,Ven,Cas,83976.406,Sep25
Zap,Bosque de Las Lomas,Ven,Dep,54864.52380952381,Sep25
Zap,Bosque de Los Lagos,Ven,Cas,65019.38350091494,Sep25
Zap,Bosque de Los Virreyes,Ven,Cas,78889.04375,Sep25
Zap,Bosque de Los Virreyes,Ven,Dep,48762.88869042786,Sep25
Zap,Bosque de Valdepeñas,Ven,Cas,38416.66666666666,Sep25
Zap,Bosques,Ven,Cas,32197.488584474886,Sep25
Zap,Bosques Vallarta,Ven,Cas,34328.35820895522,Sep25
Zap,Bosques Vallarta,Ven,Terreno / Lote,41700.0,Sep25
Zap,Bosques de San Gonzalo,Ven,Cas,22834.645669291334,Sep25
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,33122.02852614897,Sep25
Zap,Bosques de San Isidro (Las Cañadas),Ven,Dep,31652.17391304348,Sep25
Zap,Bosques de San Isidro (Las Cañadas),Ven,Terreno / Lote,36666.66666666666,Sep25
Zap,Bosques del Centinela,Ven,Cas,35087.990120407536,Sep25
Zap,Bosques del Encino,Ven,Cas,18425.925925925927,Sep25
Zap,Bugambilias Country,Ven,Cas,35987.261146496814,Sep25
Zap,Cajetes 100,Ven,Cas,13928.57142857143,Sep25
Zap,Callejón del Parque,Ven,Cas,30337.078651685395,Sep25
Zap,Camichines Vallarta,Ven,Cas,39271.27,Sep25
Zap,Camichines Vallarta,Ven,Dep,69822.02150537634,Sep25
Zap,Camino Real,Ven,Cas,28070.815773630344,Sep25
Zap,Camino Real,Ven,Dep,48359.375,Sep25
Zap,Campo Real,Ven,Cas,22092.238470191223,Sep25
Zap,Canteras del Centinela,Ven,Cas,38062.80428432327,Sep25
Zap,Canteros,Ven,Cas,26890.756302521007,Sep25
Zap,Carrara,Ven,Cas,27450.980392156864,Sep25
Zap,Carrara,Ven,Dep,21634.615384615383,Sep25
Zap,Castaños,Ven,Cas,27538.46153846154,Sep25
Zap,Cañadas,Ven,Cas,30764.957264957266,Sep25
Zap,Cañadas de San Lorenzo,Ven,Cas,33809.52380952381,Sep25
Zap,Cañadas de San Lorenzo,Ven,Dep,35372.872872872875,Sep25
Zap,Centinela Garden Life,Ven,Dep,28316.326530612245,Sep25
Zap,Centro,Ven,Cas,25804.19580419581,Sep25
Zap,Centro,Ven,Dep,79620.036971831,Sep25
Zap,Chapalita Inn,Ven,Cas,34090.90909090909,Sep25
Zap,Chapalita Inn,Ven,Dep,72484.48701298701,Sep25
Zap,Chapalita Las Fuentes,Ven,Cas,36666.66666666667,Sep25
Zap,Chapalita Oriente,Ven,Cas,34397.16312056738,Sep25
Zap,Chapalita Oriente,Ven,Local comercial,44444.444444444445,Sep25
Zap,Chapalita Sur,Ven,Cas,34864.86486486487,Sep25
Zap,Chapalita Sur,Ven,Dep,52469.135802469136,Sep25
Zap,Chapalita de Occidente,Ven,Cas,35650.224215246635,Sep25
Zap,Chapalita de Occidente,Ven,Dep,55141.38888888889,Sep25
Zap,Cima Real,Ven,Cas,47075.20891364903,Sep25
Zap,Cima Real,Ven,Dep,51939.16068388721,Sep25
Zap,Ciudad Bugambilias,Ven,Cas,27738.09523809524,Sep25
Zap,Ciudad Bugambilias,Ven,Dep,41911.76470588235,Sep25
Zap,Ciudad Granja,Ven,Cas,40941.700044503785,Sep25
Zap,Ciudad Granja,Ven,Dep,53274.52120168987,Sep25
Zap,Ciudad Granja,Ven,Local comercial,50563.380281690144,Sep25
Zap,Ciudad Granja,Ven,Terreno / Lote,41714.28571428572,Sep25
Zap,Ciudad de Los Niños,Ven,Cas,38486.960431654676,Sep25
Zap,Ciudad de Los Niños,Ven,Dep,42919.19191919192,Sep25
Zap,Ciudad del Sol,Ven,Cas,32023.207935616694,Sep25
Zap,Ciudad del Sol,Ven,Dep,46414.47368421053,Sep25
Zap,Colina de Los Belenes,Ven,Cas,25168.067226890755,Sep25
Zap,Colinas El Centinela,Ven,Cas,27956.927461616255,Sep25
Zap,Colinas Virreyes,Ven,Cas,59137.05583756345,Sep25
Zap,Colinas Virreyes,Ven,Dep,45289.85507246377,Sep25
Zap,Colinas de Atemajac,Ven,Cas,49019.60784313725,Sep25
Zap,Colinas de La Abadía,Ven,Cas,56444.045,Sep25
Zap,Colinas de La Abadía,Ven,Dep,56818.181818181816,Sep25
Zap,Colinas de La Abadía,Ven,Terreno / Lote,59750.0,Sep25
Zap,Colinas de Las Águilas,Ven,Cas,15131.57894736842,Sep25
Zap,Colinas de Las Águilas,Ven,Dep,28030.303030303032,Sep25
Zap,Colinas de Los Robles,Ven,Cas,21025.641025641024,Sep25
Zap,Colinas de San Javier,Ven,Cas,64130.434782608696,Sep25
Zap,Colinas de San Javier,Ven,Dep,54705.882352941175,Sep25
Zap,Colinas de San Miguel,Ven,Cas,35299.587096774194,Sep25
Zap,Colinas de Tesistán,Ven,Cas,38522.01257861636,Sep25
Zap,Colinas del Rey,Ven,Cas,20813.95348837209,Sep25
Zap,Colinas del Rey,Ven,Dep,42727.27272727273,Sep25
Zap,Colinas del Rio,Ven,Cas,28096.59090909091,Sep25
Zap,Colinas del Rio,Ven,Dep,43196.85990338164,Sep25
Zap,Colli Ctm,Ven,Cas,27741.93548387097,Sep25
Zap,Colli Ctm,Ven,Dep,44363.63636363636,Sep25
Zap,Colli Sitio,Ven,Dep,45894.73684210526,Sep25
Zap,Conjunto Patria,Ven,Cas,35539.21568627451,Sep25
Zap,Conjunto Patria,Ven,Dep,50978.93170488535,Sep25
Zap,Constitución,Ven,Cas,21631.280962491153,Sep25
Zap,Constitución,Ven,Dep,44461.17815179422,Sep25
Zap,Constituyentes,Ven,Cas,33838.38383838384,Sep25
Zap,Copala,Ven,Dep,14468.08510638298,Sep25
Zap,Cordilleras,Ven,Cas,34430.19188766756,Sep25
Zap,Cordilleras,Ven,Dep,37739.92161254199,Sep25
Zap,Coto Abie,Ven,Cas,31147.03928443006,Sep25
Zap,Coto Altaterra,Ven,Cas,24971.428571428572,Sep25
Zap,Coto Alva 1,Ven,Cas,28125.0,Sep25
Zap,Coto Alva 2,Ven,Cas,34437.5,Sep25
Zap,Coto Alva 3,Ven,Cas,27500.0,Sep25
Zap,Coto Casa Blanca,Ven,Cas,22450.980392156864,Sep25
Zap,Coto Cañadas,Ven,Cas,37435.89743589744,Sep25
Zap,Coto Creta,Ven,Cas,25308.64197530864,Sep25
Zap,Coto Creta,Ven,Terreno / Lote,25275.86206896552,Sep25
Zap,Coto F2 Norte Sienna,Ven,Cas,23641.304347826088,Sep25
Zap,Coto F2 Sur Sivec,Ven,Cas,28036.668874172185,Sep25
Zap,Coto Galarza,Ven,Cas,23518.18181818182,Sep25
Zap,Coto Vitana,Ven,Cas,29373.262032085564,Sep25
Zap,Coto Zoi,Ven,Cas,28319.867549668877,Sep25
Zap,Coto Zoi,Ven,Dep,42489.40140845071,Sep25
Zap,Crucero de La Mesa,Ven,Cas,49447.797134193475,Sep25
Zap,De La Azalea,Ven,Cas,34736.84210526316,Sep25
Zap,De La Azalea,Ven,Dep,54922.784810126584,Sep25
Zap,De Los Novelistas,Ven,Dep,58373.8400353513,Sep25
Zap,Del Bosque,Ven,Cas,27771.915584415583,Sep25
Zap,Del Iris,Ven,Cas,27659.574468085106,Sep25
Zap,Del Parque,Ven,Cas,40322.58064516129,Sep25
Zap,Del Parque,Ven,Dep,50000.0,Sep25
Zap,Del Sol,Ven,Cas,24525.316455696204,Sep25
Zap,Del Sol,Ven,Dep,30943.396226415094,Sep25
Zap,Del Valle,Ven,Dep,54981.091189207196,Sep25
Zap,Del Valle,Ven,Terreno / Lote,47777.77777777778,Sep25
Zap,Desconocida,Ven,Cas,37004.405286343615,Sep25
Zap,Desconocida,Ven,Dep,41566.58468080009,Sep25
Zap,Desconocida,Ven,Ofc,55533.333333333336,Sep25
Zap,Don Bosco Vallarta,Ven,Dep,52269.230769230766,Sep25
Zap,Ecológica El Seattle,Ven,Cas,43264.8401826484,Sep25
Zap,El Bajo Hábitat 1,Ven,Cas,38939.393939393936,Sep25
Zap,El Bajo Hábitat 2,Ven,Cas,37424.24242424242,Sep25
Zap,El Bajío,Ven,Cas,55000.0,Sep25
Zap,El Bajío,Ven,Dep,39747.79245891073,Sep25
Zap,El Batan,Ven,Cas,33111.11111111111,Sep25
Zap,El Bosque,Ven,Cas,27006.369426751593,Sep25
Zap,El Bosque,Ven,Dep,32812.5,Sep25
Zap,El Briseño,Ven,Cas,17701.86335403727,Sep25
Zap,El Calabozo,Ven,Cas,17023.809523809523,Sep25
Zap,El Campanario,Ven,Dep,38129.83558994197,Sep25
Zap,El Campestre,Ven,Cas,26216.216216216217,Sep25
Zap,El Capullo,Ven,Cas,53745.92833876221,Sep25
Zap,El Centinela,Ven,Cas,30450.340798442063,Sep25
Zap,El Centinela,Ven,Dep,30760.869565217392,Sep25
Zap,El Colli Urbano,Ven,Cas,36888.88888888889,Sep25
Zap,El Colli Urbano,Ven,Dep,35613.64012821623,Sep25
Zap,El Fortín,Ven,Cas,22222.222222222223,Sep25
Zap,El Fortín,Ven,Dep,32203.389830508477,Sep25
Zap,El Paraíso,Ven,Cas,28559.822295247726,Sep25
Zap,El Prado,Ven,Cas,89000.14692886457,Sep25
Zap,El Tigre,Ven,Cas,32171.855923497264,Sep25
Zap,El Tizate,Ven,Cas,25869.88304093567,Sep25
Zap,El Vigía,Ven,Cas,17407.40740740741,Sep25
Zap,El Vigía,Ven,Dep,57547.89408866996,Sep25
Zap,El Vigía,Ven,Local comercial,50000.0,Sep25
Zap,El Zapote,Ven,Cas,34523.80952380953,Sep25
Zap,El Zapote,Ven,Dep,58446.15384615384,Sep25
Zap,Elite,Ven,Dep,54550.0,Sep25
Zap,Entrelomas,Ven,Cas,57358.49056603773,Sep25
Zap,Esencia,Ven,Cas,36123.85321100918,Sep25
Zap,Esencia,Ven,Dep,74317.64705882352,Sep25
Zap,Eucalipto Vallarta,Ven,Cas,21689.75069252077,Sep25
Zap,Eucalipto Vallarta,Ven,Dep,29271.42857142857,Sep25
Zap,Fontee,Ven,Cas,36919.7207678883,Sep25
Zap,Foret,Ven,Cas,23821.428571428572,Sep25
Zap,Fovissste (Estatuto Jurídico),Ven,Cas,17192.30769230769,Sep25
Zap,Fovissste (Estatuto Jurídico),Ven,Dep,18519.009725906275,Sep25
Zap,Francisco Sarabia,Ven,Cas,29646.743362831858,Sep25
Zap,Francisco Sarabia,Ven,Dep,41034.48275862069,Sep25
Zap,Girasoles Acueducto,Ven,Dep,36075.94936708861,Sep25
Zap,Girasoles Elite,Ven,Cas,29818.897637795275,Sep25
Zap,Guadalajara (Technology Park),Ven,Cas,34552.845528455284,Sep25
Zap,Guadalajarita,Ven,Cas,26618.30357142857,Sep25
Zap,Guadalajarita,Ven,Dep,46192.509818543374,Sep25
Zap,Guadalupe,Ven,Dep,38636.36363636364,Sep25
Zap,Guadalupe Inn,Ven,Cas,45101.265822784815,Sep25
Zap,Guadalupe Jardín,Ven,Cas,29924.242424242424,Sep25
Zap,Guadalupe Jardín,Ven,Dep,46359.34321418193,Sep25
Zap,Guadalupe Sur,Ven,Cas,26075.22796352584,Sep25
Zap,Guadalupe Sur,Ven,Dep,40408.16326530613,Sep25
Zap,Gustavo Diaz Ordaz,Ven,Cas,30129.310344827587,Sep25
Zap,Gustavo Diaz Ordaz,Ven,Dep,30000.0,Sep25
Zap,Hacienda Copala,Ven,Dep,14202.127659574468,Sep25
Zap,Hacienda de Las Lomas,Ven,Dep,61501.19466666666,Sep25
Zap,Hacienda del Sol,Ven,Cas,33291.666666666664,Sep25
Zap,Hacienda del Sol,Ven,Local comercial,25875.45405363629,Sep25
Zap,Hacienda del Sol,Ven,Terreno / Lote,53536.58536585366,Sep25
Zap,Hacienda del Tepeyac,Ven,Cas,36000.0,Sep25
Zap,Hacienda del Tepeyac,Ven,Dep,43121.8045112782,Sep25
Zap,Hacienda del Valle,Ven,Cas,31072.82502443793,Sep25
Zap,Hacienda del Valle,Ven,Dep,21666.666666666668,Sep25
Zap,Haciendas La Herradura,Ven,Cas,9754.534220532321,Sep25
Zap,Haciendas de Nuevo México,Ven,Cas,24495.0,Sep25
Zap,Hogares de Nuevo México,Ven,Cas,20833.33333333333,Sep25
Zap,Hogares del Batan,Ven,Cas,23576.219512195123,Sep25
Zap,Industrial Zapopan Norte,Ven,Cas,24310.233918128655,Sep25
Zap,Indígena de Mezquitán,Ven,Cas,12033.291457286432,Sep25
Zap,Infonavit El Garabato,Ven,Dep,32051.28205128205,Sep25
Zap,Ixcatán,Ven,Terreno / Lote,41428.57142857143,Sep25
Zap,Jacarandas,Ven,Cas,45041.32231404959,Sep25
Zap,Jacarandas,Ven,Dep,36290.32258064516,Sep25
Zap,Jacarandas,Ven,Ofc,57789.16568047337,Sep25
Zap,Jardines Seattle,Ven,Dep,25316.443037974685,Sep25
Zap,Jardines Tepeyac,Ven,Cas,36406.25,Sep25
Zap,Jardines Tepeyac,Ven,Dep,44625.0,Sep25
Zap,Jardines Universidad,Ven,Cas,32416.25615763547,Sep25
Zap,Jardines Universidad,Ven,Dep,57295.08196721312,Sep25
Zap,Jardines Vallarta,Ven,Cas,31045.918367346934,Sep25
Zap,Jardines Vallarta,Ven,Dep,48206.89655172414,Sep25
Zap,Jardines Vallarta,Ven,Ofc,28273.809523809523,Sep25
Zap,Jardines de Chapalita,Ven,Cas,29406.682027649767,Sep25
Zap,Jardines de Guadalupe,Ven,Cas,33929.33816997335,Sep25
Zap,Jardines de Guadalupe,Ven,Dep,48339.58082430082,Sep25
Zap,Jardines de Guadalupe,Ven,Local comercial,48166.007905138336,Sep25
Zap,Jardines de La Esperanza,Ven,Cas,28767.12328767123,Sep25
Zap,Jardines de La Patria,Ven,Cas,36406.25,Sep25
Zap,Jardines de La Patria,Ven,Dep,62752.37187288709,Sep25
Zap,Jardines de La Patria,Ven,Local comercial,11111.111111111111,Sep25
Zap,Jardines de Las Fuentes,Ven,Cas,20796.46017699115,Sep25
Zap,Jardines de Los Belenes,Ven,Cas,45833.333333333336,Sep25
Zap,Jardines de Nuevo México,Ven,Cas,21516.556291390727,Sep25
Zap,Jardines de San Gonzalo,Ven,Cas,15571.42857142857,Sep25
Zap,Jardines de San Ignacio,Ven,Cas,31325.30120481928,Sep25
Zap,Jardines de San Ignacio,Ven,Dep,51098.9010989011,Sep25
Zap,Jardines de Santa Ana,Ven,Cas,18872.177819548873,Sep25
Zap,Jardines del Auditorio,Ven,Cas,44195.2750092285,Sep25
Zap,Jardines del Porvenir,Ven,Dep,29032.25806451613,Sep25
Zap,Jardines del Sol,Ven,Cas,30088.49557522124,Sep25
Zap,Jardines del Sol,Ven,Dep,40088.8265544647,Sep25
Zap,Jardines del Valle,Ven,Cas,28223.186855322394,Sep25
Zap,Jardines del Valle,Ven,Terreno / Lote,22250.0,Sep25
Zap,Jardines del Vergel,Ven,Cas,28240.63231850117,Sep25
Zap,Jardines del Vigía,Ven,Dep,47771.087680355166,Sep25
Zap,Jardín Real,Ven,Cas,37222.22222222222,Sep25
Zap,Jardín Real,Ven,Dep,56827.80303030303,Sep25
Zap,Jardín Real,Ven,Terreno / Lote,48038.46153846154,Sep25
Zap,Jocotán,Ven,Cas,53788.07261904762,Sep25
Zap,Jocotán,Ven,Dep,55168.26229508197,Sep25
Zap,Juan Manuel Vallarta,Ven,Cas,33636.36363636364,Sep25
Zap,Juan Manuel Vallarta,Ven,Dep,54275.362318840576,Sep25
Zap,La Calma,Ven,Cas,30062.896751306944,Sep25
Zap,La Calma,Ven,Dep,42668.13008130081,Sep25
Zap,La Calma,Ven,Local comercial,33611.42533936651,Sep25
Zap,La Casita,Ven,Cas,27653.846153846156,Sep25
Zap,La Ceiba,Ven,Cas,72295.9153249851,Sep25
Zap,La Ceiba,Ven,Dep,73738.44537815126,Sep25
Zap,La Cima,Ven,Cas,38038.27751196172,Sep25
Zap,La Cima,Ven,Local comercial,39722.22222222222,Sep25
Zap,La Escondida,Ven,Cas,28376.74418604651,Sep25
Zap,La Estancia,Ven,Cas,30501.930501930503,Sep25
Zap,La Estancia,Ven,Dep,46255.269580679844,Sep25
Zap,La Giralda,Ven,Cas,28785.714285714283,Sep25
Zap,La Giralda,Ven,Dep,56542.188679245286,Sep25
Zap,La Gloria del Colli,Ven,Cas,19517.54385964912,Sep25
Zap,La Gloria del Colli,Ven,Dep,30567.30769230769,Sep25
Zap,La Granja,Ven,Cas,23398.4375,Sep25
Zap,La Haciendita,Ven,Cas,24916.666666666668,Sep25
Zap,La Higuera,Ven,Cas,13529.411764705885,Sep25
Zap,La Joya,Ven,Cas,35102.04081632653,Sep25
Zap,La Loma,Ven,Cas,26784.80128893663,Sep25
Zap,La Loma,Ven,Dep,40763.48278102664,Sep25
Zap,La Loma Alta,Ven,Cas,15576.036866359447,Sep25
Zap,La Mesa Colorada Poniente,Ven,Cas,6770.833333333333,Sep25
Zap,La Mesa de La Coronilla,Ven,Cas,68994.3828409091,Sep25
Zap,La Mesa de La Coronilla,Ven,Dep,89470.69444444444,Sep25
Zap,La Mojonera,Ven,Cas,28787.878787878788,Sep25
Zap,La Mora,Ven,Cas,15869.565217391304,Sep25
Zap,La Moraleja,Ven,Cas,27960.0,Sep25
Zap,La Palmita,Ven,Cas,27785.714285714286,Sep25
Zap,La Palmita,Ven,Dep,38993.055555555555,Sep25
Zap,La Patria Universidad,Ven,Cas,39563.33333333333,Sep25
Zap,La Patria Universidad,Ven,Dep,55769.230769230766,Sep25
Zap,La Periquera,Ven,Cas,26907.630522088355,Sep25
Zap,La Primavera,Ven,Cas,13766.666666666668,Sep25
Zap,La Sauceda,Ven,Cas,29768.51851851852,Sep25
Zap,La Stravaganza,Ven,Cas,35809.52380952381,Sep25
Zap,La Toscana,Ven,Cas,48118.16192560175,Sep25
Zap,La Toscana,Ven,Dep,54076.43312101911,Sep25
Zap,La Tuzanía,Ven,Cas,23750.0,Sep25
Zap,La Tuzanía,Ven,Dep,23333.33333333333,Sep25
Zap,La Venta del Astillero,Ven,Cas,25050.77711056164,Sep25
Zap,Lagos del Country,Ven,Cas,34439.65517241379,Sep25
Zap,Lagos del Country,Ven,Dep,37222.22222222222,Sep25
Zap,Las Alamedas,Ven,Cas,33703.36669699727,Sep25
Zap,Las Arboledas,Ven,Cas,27128.576184228565,Sep25
Zap,Las Arboledas,Ven,Dep,32777.77777777778,Sep25
Zap,Las Arboledas,Ven,Local comercial,70127.75314116778,Sep25
Zap,Las Arboledas,Ven,Ofc,70342.1052631579,Sep25
Zap,Las Arboledas,Ven,Terreno / Lote,24788.13559322034,Sep25
Zap,Las Cumbres,Ven,Cas,35797.6653696498,Sep25
Zap,Las Cumbres,Ven,Dep,44545.454545454544,Sep25
Zap,Las Flores,Ven,Cas,39393.93939393939,Sep25
Zap,Las Flores,Ven,Dep,39436.619718309856,Sep25
Zap,Las Fuentes,Ven,Cas,34362.934362934364,Sep25
Zap,Las Lomas Golf Hábitat,Ven,Cas,64273.46153846154,Sep25
Zap,Las Lomas Golf Hábitat,Ven,Dep,55620.87912087912,Sep25
Zap,Las Palmas,Ven,Cas,71163.85578947369,Sep25
Zap,Las Palomas,Ven,Cas,34991.666666666664,Sep25
Zap,Las Águilas,Ven,Cas,21359.223300970876,Sep25
Zap,Las Águilas,Ven,Dep,47983.8377469525,Sep25
Zap,Las Águilas,Ven,Local comercial,21428.571428571428,Sep25
Zap,Laureles,Ven,Dep,47468.35443037975,Sep25
Zap,Le Parc,Ven,Cas,26428.571428571428,Sep25
Zap,Lindavista,Ven,Terreno / Lote,46901.40845070423,Sep25
Zap,Loma Blanca,Ven,Dep,47706.42201834863,Sep25
Zap,Loma Bonita,Ven,Cas,33277.77777777778,Sep25
Zap,Loma Bonita,Ven,Dep,54841.718357487924,Sep25
Zap,Loma Bonita Ejidal,Ven,Cas,14820.101100208147,Sep25
Zap,Loma Bonita Ejidal,Ven,Dep,41990.23199023199,Sep25
Zap,Loma Bonita Sur,Ven,Cas,29591.55844155844,Sep25
Zap,Loma Chica,Ven,Cas,13194.444444444443,Sep25
Zap,Loma Real,Ven,Cas,47978.03617571059,Sep25
Zap,Loma del Bosque,Ven,Cas,31647.058823529413,Sep25
Zap,Lomas Altas,Ven,Cas,43587.57062146893,Sep25
Zap,Lomas Altas,Ven,Dep,50341.88034188034,Sep25
Zap,Lomas Universidad,Ven,Cas,39321.83908045977,Sep25
Zap,Lomas de Atemajac,Ven,Cas,31060.60606060606,Sep25
Zap,Lomas de Atemajac,Ven,Dep,29910.714285714286,Sep25
Zap,Lomas de Guadalupe,Ven,Cas,33883.49514563107,Sep25
Zap,Lomas de Guadalupe,Ven,Dep,52561.36363636364,Sep25
Zap,Lomas de La Primavera,Ven,Cas,15266.666666666666,Sep25
Zap,Lomas de San Gonzalo,Ven,Cas,13421.052631578948,Sep25
Zap,Lomas de Tabachines,Ven,Cas,17500.0,Sep25
Zap,Lomas de Zapopan,Ven,Cas,23972.602739726022,Sep25
Zap,Lomas de Zapopan,Ven,Dep,32759.740259740258,Sep25
Zap,Lomas del Batan,Ven,Cas,23125.0,Sep25
Zap,Lomas del Batan,Ven,Dep,50204.08163265306,Sep25
Zap,Lomas del Centinela,Ven,Cas,32915.00166500167,Sep25
Zap,Lomas del Fortín,Ven,Cas,24137.93103448276,Sep25
Zap,Lomas del Refugio,Ven,Cas,19793.735676088618,Sep25
Zap,Lomas del Seminario,Ven,Cas,30937.5,Sep25
Zap,Lomas del Seminario,Ven,Local comercial,54771.78423236514,Sep25
Zap,Lomas del Valle,Ven,Cas,52343.75,Sep25
Zap,Lomas del Valle,Ven,Dep,52605.736188210416,Sep25
Zap,Los Almendros,Ven,Cas,37500.0,Sep25
Zap,Los Castaños,Ven,Cas,50266.66666666667,Sep25
Zap,Los Frailes,Ven,Cas,71515.245375,Sep25
Zap,Los Maestros,Ven,Cas,34591.836734693876,Sep25
Zap,Los Maestros,Ven,Dep,26369.86301369863,Sep25
Zap,Los Molinos,Ven,Cas,19378.3356741573,Sep25
Zap,Los Pinos,Ven,Cas,30900.65052072199,Sep25
Zap,Los Pinos,Ven,Dep,40086.206896551725,Sep25
Zap,Los Robles,Ven,Cas,26378.293567061624,Sep25
Zap,Los Sauces,Ven,Cas,54323.38478260869,Sep25
Zap,Los Telares,Ven,Cas,22222.222222222223,Sep25
Zap,Los Tréboles,Ven,Cas,19445.8064516129,Sep25
Zap,Los Ángeles,Ven,Cas,24145.96273291925,Sep25
Zap,Lucero del Valle,Ven,Cas,33132.530120481926,Sep25
Zap,Luna Bosque Residencial,Ven,Cas,25067.476383265857,Sep25
Zap,Madeiras,Ven,Cas,25734.681984681985,Sep25
Zap,Maple Coto 1,Ven,Cas,31813.72549019608,Sep25
Zap,Mariano Otero,Ven,Cas,27484.375,Sep25
Zap,Mariano Otero,Ven,Local comercial,28387.09677419355,Sep25
Zap,Mesa Colorada Oriente,Ven,Cas,16071.905907511362,Sep25
Zap,Mesa de Los Ocotes,Ven,Cas,20418.36273179557,Sep25
Zap,Miguel Hidalgo,Ven,Cas,11145.510835913312,Sep25
Zap,Mirador San Isidro,Ven,Cas,34905.660377358494,Sep25
Zap,Mirador de San Isidro,Ven,Cas,28218.75,Sep25
Zap,Mirador de San Isidro,Ven,Terreno / Lote,28437.5,Sep25
Zap,Mirador del Bosque,Ven,Cas,18698.4126984127,Sep25
Zap,Mirador del Bosque,Ven,Dep,14911.911363636364,Sep25
Zap,Mirador del Sol,Ven,Cas,30263.157894736843,Sep25
Zap,Mirador del Sol,Ven,Dep,47499.739285714284,Sep25
Zap,Miramar,Ven,Cas,12858.972013901592,Sep25
Zap,Misión La Floresta,Ven,Cas,30892.857142857145,Sep25
Zap,Misión Santa Ana,Ven,Cas,8250.0,Sep25
Zap,Misión del Bosque,Ven,Cas,24089.13206469349,Sep25
Zap,Misión del Valle,Ven,Cas,35294.117647058825,Sep25
Zap,Moctezuma,Ven,Cas,34418.604651162794,Sep25
Zap,Moctezuma,Ven,Dep,33172.72727272727,Sep25
Zap,Monarca,Ven,Cas,38605.769230769234,Sep25
Zap,Montes,Ven,Cas,31764.70588235294,Sep25
Zap,Monteverde,Ven,Cas,17666.666666666668,Sep25
Zap,Muraan,Ven,Cas,37844.8275862069,Sep25
Zap,México,Ven,Cas,35564.85355648536,Sep25
Zap,México,Ven,Dep,36194.02985074627,Sep25
Zap,Mítica Residencial,Ven,Cas,44288.53441558442,Sep25
Zap,Mítica Residencial,Ven,Dep,52000.0,Sep25
Zap,Nextipac,Ven,Local comercial,3960.0,Sep25
Zap,Novaterra,Ven,Cas,39615.38461538462,Sep25
Zap,Nueva Primavera,Ven,Dep,29259.25925925926,Sep25
Zap,Nuevo México,Ven,Dep,39287.1835443038,Sep25
Zap,Nuevo México,Ven,Terreno / Lote,15673.724735322427,Sep25
Zap,Nuevo Vergel,Ven,Cas,15697.67441860465,Sep25
Zap,Olivos Residencial,Ven,Cas,39028.57142857143,Sep25
Zap,Oyamel III,Ven,Cas,23831.77570093458,Sep25
Zap,Palermo,Ven,Cas,20954.844961240313,Sep25
Zap,Palma Real,Ven,Cas,36155.60640732265,Sep25
Zap,Palma Real,Ven,Dep,47102.94117647059,Sep25
Zap,Paraíso Los Pinos,Ven,Cas,31645.569620253165,Sep25
Zap,Paraísos del Colli,Ven,Cas,20223.646125116713,Sep25
Zap,Parque Arrayanes,Ven,Cas,29098.360655737702,Sep25
Zap,Parque Real,Ven,Cas,42857.142857142855,Sep25
Zap,Parque Virreyes,Ven,Cas,50417.14,Sep25
Zap,Parque Virreyes,Ven,Dep,56533.252882810404,Sep25
Zap,Parque de La Castellana,Ven,Cas,39076.92307692308,Sep25
Zap,Parque de Las Aves,Ven,Cas,16951.219512195123,Sep25
Zap,Parque de Las Azaleas,Ven,Cas,25000.0,Sep25
Zap,Parques Tepeyac,Ven,Cas,38000.0,Sep25
Zap,Parques de Tesistán,Ven,Cas,19708.33333333333,Sep25
Zap,Parques de Tesistán,Ven,Dep,21308.41121495327,Sep25
Zap,Parques de Tesistán III,Ven,Cas,21226.293103448275,Sep25
Zap,Parques de Tesistán III,Ven,Local comercial,27592.59259259259,Sep25
Zap,Parques de Zapopan,Ven,Cas,39550.342130987294,Sep25
Zap,Parques del Centinela,Ven,Cas,30784.62157809984,Sep25
Zap,Parques del Centinela,Ven,Terreno / Lote,47107.142857142855,Sep25
Zap,Paseos Universidad,Ven,Cas,41667.50948166878,Sep25
Zap,Paseos del Camichín,Ven,Cas,31000.0,Sep25
