id,PaginaWeb,Ciudad,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,Banos,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antigüedad_icon,PxM2
Zap-ElCa_Cas-002M-062_02-01-02_BIENE-10354-20739,Zapopan,El Campestre,Venta,Casa,62,2.0,2.0,1.5,2200000,35483.87,1000.0,-103.54079,20.73926,3.0,0,,35483.871
Zap-ElCa_Cas-004M-165_03-02-02_IOBie-10354-20735,Zapopan,El Campestre,Venta,Casa,165,3.0,2.0,2.5,4190000,25393.94,1000.0,-103.540099,20.735825,290.0,,,25393.939
Zap-ElCa_Cas-004M-212_04-02-02_PURPL-10354-20739,Zapopan,El Campestre,Venta,Casa,212,4.0,2.0,2.5,4780000,22547.17,1000.0,-103.542245,20.739356,4.0,9,,22547.17
Zap-ElCa_Cas-005M-211_04-03-02_Propi-10354-20736,Zapopan,El Campestre,Venta,Casa,211,4.0,2.0,3.5,5684000,26938.39,1000.0,-103.542592,20.736008,61.0,0,,26938.389
Zap-ElCa_Cas-003M-165_03-02-02_IOBie-10354-20735,Zapopan,El Campestre,Venta,Casa,165,3.0,2.0,2.5,3990000,24181.82,1000.0,-103.540099,20.735825,161.0,,,24181.818
